,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
632523144,12,7,6,4,
632523145,16,7,4,1,
632523146,13,8,3,4,
632523147,16,5,4,5,
632523148,13,4,8,3,
632523149,17,7,4,2,
632523150,10,8,10,1,
632523151,12,7,3,1,
632523152,10,4,5,4,
632523153,14,4,11,6,
632523154,12,13,4,
632523155,15,9,11,9,
632523156,12,11,6,1,
632523157,9,7,8,3,
632523158,8,9,3,1,
632523159,19,8,4,2,
632523160,6,10,5,
632523161,10,10,2,
632523162,11,8,10,
632523163,10,7,6,3,
632523164,14,9,3,
632523165,15,12,11,3,
632523166,10,6,11,3,
632523167,8,11,6,3,
632523168,13,9,13,1,
632523169,11,9,6,1,
632523170,9,8,5,1,
632523171,10,7,7,4,
632523172,9,8,6,5,
632523173,14,8,7,4,
632523174,14,4,9,1,
632523175,13,5,5,5,
632523176,8,5,1,2,
632523177,9,7,9,3,
632523178,8,4,4,
632523179,12,9,5,1,
632523180,13,14,5,2,
632523181,11,14,7,1,
632523182,17,7,5,1,
632523183,20,13,2,1,
632523184,9,3,9,1,
632523185,10,9,8,1,
632523186,11,9,6,2,
632523187,13,2,8,2,
632523188,9,11,7,2,
632523189,16,3,6,2,
632523190,15,4,12,1,
632523191,11,1,14,1,
632523192,14,10,4,2,
632523193,17,6,7,
632523194,9,5,4,2,
632523195,17,8,4,4,
632523196,13,13,3,4,
632523197,19,6,8,2,
632523198,17,5,3,2,
632523199,12,12,7,1,
632523200,12,6,6,1,
632523201,13,5,8,
632523202,9,5,9,1,
632523203,15,5,6,3,
632523204,18,6,3,3,
632523205,10,7,4,4,
632523206,9,4,4,3,
632523207,13,8,7,2,
632523208,11,13,6,1,
632523209,16,6,3,2,
632523210,12,14,6,
632523211,13,7,5,1,
632523212,12,13,6,
632523213,9,6,7,1,
632523214,9,11,2,3,
632523215,11,3,10,8,
632523216,9,9,8,4,
632523217,12,4,7,2,
632523218,9,5,11,3,
632523219,6,7,12,4,
632523220,17,10,10,5,
632523221,5,7,7,1,
632523222,6,7,3,3,
632523223,13,15,6,3,
632523224,14,6,4,
632523225,10,13,3,1,
632523226,11,13,7,3,
632523227,12,8,3,2,
632523228,15,8,8,4,
632523229,8,7,4,1,
632523230,14,9,13,3,
632523231,13,11,5,3,
632523232,11,8,5,3,
632523233,10,12,7,2,
632523234,16,9,7,3,
632523235,13,3,1,3,
632523236,9,6,8,3,
632523237,7,4,9,2,
632523238,13,4,3,2,
632523239,10,7,8,4,
632523240,12,10,8,4,
632523241,8,10,6,3,
632523242,11,5,8,3,
632523243,8,1,10,2,
632523244,16,12,8,1,
632523245,12,8,0,2,
632523246,14,4,4,
632523247,15,9,11,2,
632523248,15,15,16,3,
632523249,11,7,5,1,
632523250,17,7,5,
632523251,11,4,7,5,
632523252,9,9,5,1,
632523253,8,8,4,3,
632523254,11,6,4,
632523255,9,9,7,1,
632523256,11,6,7,
632523257,18,12,8,4,
632523258,9,7,7,1,
632523259,9,6,6,3,
632523260,8,6,6,3,
632523261,13,7,12,3,
632523262,8,9,8,2,
632523263,13,5,4,3,
632523264,12,8,8,5,
632523265,14,3,6,3,
632523266,12,6,1,1,
632523267,8,6,7,2,
632523268,12,5,1,2,
632523269,15,5,5,1,
632523270,14,6,8,4,
632523271,13,5,4,2,
632523272,7,9,5,2,
632523273,11,3,7,2,
632523274,18,11,7,1,
632523275,16,12,5,2,
632523276,3,6,4,3,
632523277,7,5,8,5,
632523278,17,9,6,3,
632523279,7,4,6,2,
632523280,12,7,5,
632523281,11,12,5,1,
632523282,18,5,5,
632523283,15,2,6,2,
632523284,11,2,1,1,
632523285,14,7,7,2,
632523286,11,9,7,1,
632523287,10,5,7,1,
632523288,5,7,10,1,
632523289,13,3,7,1,
632523290,9,8,9,1,
632523291,11,3,7,2,
632523292,16,9,7,4,
632523293,17,4,2,3,
632523294,16,5,3,5,
632523295,13,5,5,5,
632523296,20,10,4,2,
632523297,15,14,4,2,
632523298,11,8,7,3,
632523299,15,13,4,
632523300,13,9,11,2,
632523301,8,4,7,3,
632523302,8,10,7,2,
632523303,16,7,4,3,
632523304,8,11,8,4,
632523305,19,7,1,
632523306,9,7,8,2,
632523307,18,5,1,
632523308,20,10,7,1,
632523309,15,6,3,1,
632523310,8,2,8,4,
632523311,12,5,8,2,
632523312,12,4,2,2,
632523313,9,6,7,2,
632523314,18,8,7,1,
632523315,10,5,5,1,
632523316,10,16,7,1,
632523317,14,5,9,
632523318,13,9,7,5,
632523319,12,12,11,5,
632523320,10,8,7,2,
632523321,10,11,6,1,
632523322,14,11,5,5,
632523323,10,10,9,4,
632523324,8,6,8,1,
632523325,5,3,3,1,
632523326,15,10,3,2,
632523327,9,14,8,3,
632523328,7,8,9,5,
632523329,9,5,8,4,
632523330,12,9,6,3,
632523331,15,3,12,3,
632523332,14,7,5,3,
632523333,9,8,5,1,
632523334,10,6,8,1,
632523335,10,12,4,1,
632523336,12,8,10,1,
632523337,15,12,4,1,
632523338,8,11,8,1,
632523339,10,10,9,2,
632523340,9,4,3,1,
632523501,15,6,2,
632523502,15,6,4,5,
632523503,13,13,7,3,
632523504,8,12,10,3,
632523505,11,6,7,6,
632523506,22,5,4,3,
632523507,10,3,8,3,
632523508,12,9,6,1,
632523509,15,9,5,1,
632523510,10,10,10,3,
632523511,22,6,6,3,
632523512,16,8,9,2,
632523513,14,11,5,3,
632523514,9,11,6,2,
632523515,11,6,9,
632523516,15,7,9,2,
632523517,6,4,7,6,
632523518,8,10,8,2,
632523519,11,10,5,1,
632523520,17,7,5,4,
632523521,12,6,4,1,
632523522,21,9,10,1,
632523523,12,10,6,1,
632523524,13,10,3,2,
632523525,16,5,3,1,
632523526,13,5,6,3,
632523527,4,7,4,6,
632523528,14,7,4,1,
632523529,14,14,4,2,
632523530,10,3,5,2,
632523531,12,10,8,1,
632523532,13,11,6,
632523533,20,8,3,4,
632523534,13,4,4,1,
632523535,11,10,9,2,
632523536,16,8,7,
632523537,10,7,7,6,
632523538,8,5,7,3,
632523539,19,6,7,4,
632523540,14,5,7,1,
632523601,8,9,7,3,
632523602,8,6,6,1,
632523603,14,9,3,4,
632523604,11,11,9,2,
632523605,11,9,4,1,
632523606,9,9,2,
632523607,8,8,6,1,
632523608,8,6,6,2,
632523609,23,6,6,2,
632523610,18,11,11,2,
632523611,14,5,4,4,
632523612,7,12,6,3,
632523613,10,3,2,3,
632523614,7,8,4,1,
632523615,8,7,4,2,
632523616,13,7,4,
632523617,15,6,3,1,
632523618,14,6,7,3,
632523619,15,6,8,1,
632523620,12,4,6,3,
632523901,12,13,7,1,
632523902,17,9,7,4,
632523903,8,4,5,2,
632523904,11,6,9,4,
632523905,5,12,7,3,
632523906,16,7,10,2,
632523907,6,9,10,3,
632523908,13,10,6,2,
632523909,5,16,8,2,
632523910,18,6,5,5,
632524201,10,9,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,2,5,4,4,4,5,12,2,5,7,10,8,8,8,7,11,5,
632524202,12,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,5,6,6,10,9,5,9,9,10,19,9,15,8,14,2,
632524203,15,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,6,5,3,4,3,9,5,6,9,15,8,16,18,10,6,13,6,
632524204,10,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,2,2,0,6,9,5,9,6,10,16,11,10,8,18,16,2,
632524205,11,6,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,3,5,1,9,4,15,14,5,7,11,16,11,14,6,2,
632524206,14,9,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,5,4,6,9,6,11,6,9,15,16,5,14,19,14,5,
