,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,0,0,31,49,
630102301,0,0,18,50,
630102302,0,0,27,22,
630102303,0,0,18,45,
630102304,0,2,24,37,
630102305,0,0,30,45,
630102306,1,3,22,36,
630102307,0,0,20,44,
630102308,0,0,16,36,
630102309,0,0,21,29,
630102310,0,0,28,39,
630102311,0,0,16,41,
630102312,0,0,20,36,
630102313,0,1,19,46,
630102314,0,1,25,39,1,
630102315,0,3,25,37,
630102316,0,1,19,35,
630102317,0,1,18,42,
630102318,0,1,20,40,
630102319,0,2,23,35,1,
630102320,0,0,23,38,
630102321,0,0,28,35,
630102322,0,0,25,32,
630102323,0,0,24,46,
630102324,0,0,27,38,
630102325,1,0,18,38,
630102326,0,0,19,41,
630102327,1,0,33,44,
630102328,0,0,23,36,
630102329,0,0,20,38,1,
630102330,0,0,21,47,
630102331,0,0,22,35,
630102332,0,0,24,50,
630102333,0,0,28,36,
630102334,1,0,25,34,
630102335,1,5,15,49,
630102336,0,1,20,45,
630102337,0,0,22,34,
630102338,0,4,22,29,
630102339,0,0,17,36,
630102340,0,0,16,39,
630102341,0,6,26,41,
630102342,0,0,13,34,
630102401,0,0,34,37,
630102402,0,0,17,40,
630102403,0,1,24,39,1,
630102404,0,3,18,43,
630102405,0,2,17,49,
630102406,0,0,31,31,
630102407,0,3,26,31,
630102501,0,0,28,37,
630102502,0,0,19,40,
630102503,0,0,16,37,
630102504,0,0,28,35,
630102505,0,0,21,28,
630102506,1,0,19,39,
630102507,0,0,18,42,
630102508,0,0,24,47,1,
630102509,0,0,20,41,
630102510,0,2,25,31,
630102511,1,0,16,41,
630102512,0,0,24,41,
630102513,0,4,24,41,
630102601,0,0,25,36,
630102701,0,0,26,39,1,
630102702,0,1,15,41,
630102703,0,0,24,49,
630102704,0,0,20,42,
630102705,0,1,20,46,
630102706,0,4,17,40,
630102707,0,0,30,36,
630102708,0,0,30,42,
630102709,0,0,14,42,
630102710,0,1,21,27,
630102901,1,0,14,40,
632523101,0,0,21,21,
632523102,0,0,18,34,
632523103,1,0,16,40,
632523104,0,0,20,45,
632523105,0,0,24,36,
632523106,0,0,19,49,1,
632523107,0,0,21,31,
632523108,0,1,17,32,
632523109,0,1,15,50,
632523110,0,3,26,34,
632523111,0,0,32,26,
632523112,0,2,15,33,
632523113,0,0,14,40,2,
632523114,0,0,19,38,
632523115,0,0,16,29,
632523116,0,4,21,36,1,
632523117,0,0,17,29,1,
632523118,0,2,21,30,
632523119,0,0,14,41,
632523120,0,0,19,29,
632523121,2,0,23,31,
632523122,0,0,34,40,
632523123,0,0,23,24,
632523124,0,4,26,36,
632523125,0,2,22,39,
632523126,0,0,21,46,
632523127,0,0,21,31,
632523128,0,0,23,44,
632523129,0,0,24,39,
632523130,1,0,33,28,
632523131,0,0,26,28,
632523132,0,2,20,42,
632523133,0,0,23,34,
632523134,0,0,29,28,
632523135,0,0,19,43,
632523136,0,0,21,30,
632523137,0,0,28,27,
632523138,0,0,19,36,
632523139,0,0,21,26,
632523140,1,4,22,31,
632523141,0,0,26,38,1,
632523142,0,1,18,34,
632523143,0,0,22,39,
632523144,0,1,24,39,
632523145,0,0,19,28,
632523146,1,1,22,34,1,
632523147,0,3,22,30,
632523148,0,0,20,33,
632523149,0,0,25,40,
632523150,0,0,16,41,
632523151,0,3,28,26,
632523152,0,0,35,25,
632523153,0,0,15,39,
632523154,0,0,21,26,1,
632523155,0,0,33,33,
