,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
632816332,
632816333,
632816334,
632816335,0,1,
632816337,
632816338,
632816339,
632816340,
632816341,
632816342,
632816343,
632816344,
632816345,
632816347,
632816348,
632816349,
632816350,
632816351,
632816352,
632816353,
632816354,1,
632816355,
632816357,
632816358,
632816359,
632816360,0,1,
632816361,
632816362,
632816363,
632816364,0,1,
632816365,
632816367,
632816368,
632816369,
632816370,0,2,
632816371,2,
632816372,
632816373,
632816374,
632816375,
632816377,
632816378,
632816379,1,
632816380,
632816381,
632816382,
632816383,0,1,
632816384,
632816385,0,2,
632816387,
632816388,
632816389,
632816390,
632816391,0,1,1,
632816392,0,1,
632816393,2,
632816394,
632816395,0,1,
632816397,
632816398,1,1,
632816399,
632816400,0,1,
632816401,
632816402,
632816403,
632816404,
632816405,
632816407,
632816408,
632816409,0,1,
632816410,
632816411,1,
632816412,
632816413,
632816414,
632816415,0,1,
632816417,
632816418,
632816419,
632816420,
632816421,0,1,
632816422,
632816423,
632816424,
632816425,
632816427,
632816428,
632816429,
632816430,
632816431,
632816432,0,1,
632816433,
632816434,
632816435,
632816437,0,1,
632816438,
632816439,1,
632816440,
632816441,0,1,
632816442,
632816443,
632816444,
632816445,
632816447,
632816448,
632816449,
632816450,0,0,1,
632816451,0,1,
632816452,0,1,
632816453,0,1,
632816454,
632816455,
632816457,
632816458,
632816459,
632816460,0,1,
632816461,0,1,
632816462,
632816463,
632816464,
632816465,
632816467,0,1,
632816468,0,2,
632816469,0,1,
632816470,
632816471,0,1,
632816472,
632816473,0,0,1,
632816474,
632816475,
632816477,0,1,
632816478,
632816479,
632816480,0,1,
632816481,
632816482,
632816483,1,
632816484,0,1,
632816485,
632816487,
632816488,0,1,
632816489,
632816490,
632816491,
632816492,
632816493,1,
632816494,0,1,
632816495,
632816497,
632816498,1,
632816499,
632816500,
632816501,1,
632816502,0,1,
632816503,
632816504,
632816505,0,1,
632816507,
632816508,
632816509,
632816510,1,0,1,
632816511,0,0,1,
632816512,
632816513,0,1,
632816514,
632816515,0,1,
632816517,
632816518,
632816519,
632816520,
632816521,0,2,
632816522,0,1,
632816523,
632816524,
632816525,1,
632816527,0,0,1,
632816528,0,1,
632816529,0,1,1,
632816530,
632816531,
632816532,
632816533,
632816534,0,1,
632816535,
632816537,
632816538,
632816539,0,1,
632816540,
632816541,0,0,1,
632816542,1,
632816543,
632816544,0,1,
632816545,
632816547,2,
632816548,0,1,
632816549,1,
632816550,0,1,
632816551,
632816552,
632816553,
632816554,1,
632816555,
632816557,
632816558,0,1,1,
632816559,0,1,
632816560,
632816561,
632816562,0,1,
632816563,
632816564,
632816565,
632816567,0,2,
632816568,
632816569,
632816570,
632816571,
632816572,
632816573,0,1,
632816574,
632816575,
632816577,
632816578,
632816579,
632816580,1,
632816581,0,1,
632816582,
632816583,
632816584,1,
632816585,
632816587,
632816588,
632816589,
632816590,0,1,
632816591,2,
632816592,0,1,
632816593,
632816594,
632816595,
632816597,
632816598,
632816599,
632816600,
632816601,
632816602,0,1,
632816603,
632816604,
632816605,
632816607,
632816608,1,
632816609,1,
632816610,0,1,
632816611,
632816612,0,1,
632816613,
632816614,
632816615,
632816617,
632816618,
632816619,
632816620,
632816621,
632816622,
632816623,
632816624,
632816625,
632816627,0,1,
632816628,
632816629,
632816630,
632816631,
632816632,0,2,
632816633,1,
632816634,0,1,
632816635,
632816637,1,
632816638,0,1,
632816639,
632816640,
632816641,
632816642,
632816643,
632816644,0,1,
632816645,
632816647,
632816648,1,
632816649,0,2,
632816650,0,1,
632816651,
632816652,0,1,
632816653,
632816654,0,1,
632816655,0,1,
632816657,
632816658,0,0,1,
632816659,
632816660,
632816661,
632816662,
632816663,0,0,1,
632816664,
632816665,
632816667,0,1,
632816668,
632816669,
632816670,
632816671,0,1,
632816672,
632816673,
632816674,0,1,
632816675,
632816677,
632816678,
632816679,
632816680,0,1,
632816681,0,1,
632816682,0,2,
632816683,
632816684,
632816685,
632816687,0,1,1,
632816688,
632816689,
632816690,
632816691,0,1,
632816692,
632816693,0,0,1,
632816694,
632816695,
632816697,1,
632816698,
632816699,
632816700,0,2,
632816701,1,
632816702,
632816703,
632816704,
632816705,
632816707,0,1,
632816708,
632816709,0,1,
632816710,
632816711,0,2,
632816712,
632816713,
632816714,0,1,
632816715,
632816717,
632816718,
632816719,
632816720,
632816721,
632816722,
632816723,
632816724,
632816725,0,2,
632816727,0,1,
632816728,
632816729,0,0,1,
632816730,
632816731,0,2,
632816732,0,0,1,
632816733,
632816734,
632816735,0,1,
632816737,
632816738,
632816739,
632816740,
632816741,
632816742,
632816743,
632816744,
632816745,
632816747,
632816748,
632816749,
632816750,1,
632816751,1,
632816752,
632816753,0,1,
632816754,
632816755,
632816757,0,1,
632816758,
632816759,
632816760,
632816761,
632816762,0,1,
632816763,
632816764,
632816765,
632816767,
632816768,
632816769,0,1,
632816770,
632816771,1,1,
632816772,
632816773,0,1,
632816774,
632816775,0,1,
632816777,
632816778,0,2,
632816779,
632816780,0,1,
632816781,
632816782,0,1,
632816783,0,2,
632816784,
632816785,
632816787,
632816788,
632816789,
632816790,
632816791,
632816792,
632816793,
632816794,
632816795,
632816797,
632816798,0,1,
632816799,
632816800,0,1,
632816801,
632816802,
632816803,
632816804,0,1,
632816805,
632816807,
632816808,1,
632816809,0,1,
632816810,
632816811,1,
632816812,
632816813,1,
632816814,
632816815,
632816817,
632816818,
632816819,
632816820,
632816821,0,1,
632816822,0,1,
632816823,
632816824,
632816825,
632816827,
632816828,0,1,
632816829,
632816830,
632816831,
632816832,1,
632816833,
632816834,
632816835,
632816837,
632816838,0,1,
632816839,
632816840,
632816841,
632816842,
632816843,
632816844,
632816845,
632816847,0,1,
632816848,
632816849,
632816850,0,1,1,
632816851,0,1,
632816852,
632816853,0,1,
632816854,
632816855,
632816857,0,1,
632816858,
632816859,
632816860,
632816861,
632816862,
632816863,1,1,
632816864,2,
632816865,
632816867,
632816868,1,
632816869,0,1,
632816870,
632816871,
632816899,0,2,
632816900,
632816901,
632816902,
632816903,
632816905,
632816906,
632816907,
632816908,
632816909,1,
632816910,0,1,
632816911,0,1,
632816912,0,1,
632816913,
632816915,
632816916,
632816917,
632816918,
632816919,0,0,1,
632817101,
632817102,1,
632817103,0,1,
632817104,
632817105,
632817106,
632817107,0,1,
632817108,1,0,1,
632817109,0,2,
632817110,0,1,
632817111,
632817112,
632817113,
632817114,
632817115,
632817116,0,0,1,
632817117,0,0,1,
632817118,
632817119,
632817120,
632817121,
632817122,
632817123,
632817124,0,1,
632817125,
632817126,
632817127,
632817128,
632817129,
632817130,
632817131,
632817132,
632817133,0,1,
632817134,1,
632817135,
632817136,0,1,
632817137,
632817138,0,1,
632817139,
632817140,
632817141,
632817142,
632817143,
632817144,
632817145,
632817146,
632817147,
632817148,1,
632817149,
632817150,
632817151,
632817152,0,0,1,
632817153,0,1,
632817154,
632817155,
632817156,
632817157,
632817158,
632817159,
632817160,
632817161,
632817162,
632817163,1,1,
632817164,0,1,
632817165,
632817166,
632817167,
632817168,0,1,
632817169,
632817170,
632817171,0,0,1,
632817172,
632817173,0,1,
632817174,0,1,1,
632817175,
632817176,
632817177,
632817178,
632817179,
632817180,
632817181,
632817182,
632817183,
632817184,0,0,1,
632817185,1,
632817186,
632817187,0,1,
632817188,0,1,
632817189,
632817190,
632817191,0,1,
632817192,
632817193,0,1,
632817194,
632817195,0,0,1,
632817196,0,1,
632817197,1,
632817198,1,
632817199,
632817200,
632817201,
632817202,
632817203,
632817204,0,1,
632817205,
632817401,
632817402,0,1,
632817403,0,1,
632817404,
632817405,
632817406,0,1,
632817407,
632817408,
632817409,
632817410,
632817501,
632817502,
632817503,
632817504,
632817505,0,2,
632817506,
632817507,
632817508,
632817509,
632817510,
632817511,
632817512,
632817513,0,1,
632817514,
632817515,0,1,
632817516,
632817517,0,1,
632817518,
632817519,
632817520,
632817521,
632817522,
632817523,0,1,
632817524,0,1,
632817525,0,1,
632817526,0,1,
632817527,
632817528,
632817529,1,
632817530,0,1,
632817531,0,1,
632817532,
632817533,1,
632817534,
632817535,0,1,
632817536,
632817537,
632817538,
632817539,
632817540,0,0,1,
632817541,
632817542,
632817543,
632817544,
632817545,0,1,
632817546,1,
632817547,0,1,
632817548,0,1,
632817549,
632817550,
632817551,
632817552,0,1,
632817553,
632817554,
632817555,2,
632817556,
632817557,
632817558,
632817559,
632817560,
632817561,
632817562,0,1,
632817563,1,0,1,
632817564,
632817565,
632817566,
632817567,
632817568,
632817569,
632817570,
632817571,
632817572,
632817573,
632817574,
632817575,0,1,
632817576,0,1,
632817577,
632817578,0,1,
632817579,
632817580,
632817581,
632817582,
632817583,
632817584,1,
632817585,
632817586,
632817601,
632817602,
632817603,
632817604,
632817605,
632817606,
632817607,1,0,1,
632817608,
632817609,
632817610,
632817611,
632817612,
632817613,1,
632817614,
632817615,
632817616,0,1,
632817617,
632817618,0,1,
632817619,
632817620,0,1,
632817621,
632817622,0,1,
632817623,
632817624,
632817625,
632817626,
632817627,
632817628,1,
632817629,
632817630,
632817631,
632817632,
632817633,
632817634,
632817635,
632817636,0,1,
632817637,
632817638,
632817639,
632817640,
632817641,1,
632817642,
632817643,
632817644,
632817645,
632817646,1,
632817647,
632817648,
632817649,
632817650,
632817651,
632817652,
632817653,
632817654,
632817655,
632817656,
632817657,
632817658,
632817659,1,
632817660,
632817661,1,
632817662,
632817663,
632817664,0,1,
632817665,
632817666,1,
632817667,
632817668,
632817669,1,
632817670,0,1,
632817671,
632817672,
632817673,
632817674,
632817675,
632817676,
632817677,0,1,
632817678,
632817679,
632817680,
632817681,0,1,
632817682,1,
632817683,
632817684,
632817685,0,1,
632817686,
632817687,
632817688,
632817689,
632817690,
632817691,1,
632817692,0,1,
632817693,
632817694,
632817695,1,
632817696,
632817697,
632817698,
632817699,
632817700,
632817701,0,0,0,0,0,1,115,
632817702,
632817703,
632817704,
632817705,
632817706,
632817707,1,
632817708,
632817709,
632817710,
632817711,
632817712,
632817713,
632817714,
632817715,
632817716,
632817717,0,2,
632817718,
632817719,
632817720,
632817721,
632817722,0,1,
632817723,
632817724,
632817725,
632817726,
632817727,
632817728,
632817729,
632817730,0,1,
632817731,
632817732,
632817733,1,
632817734,
632817735,
632817736,
632817737,
632817738,
632817739,1,
632817901,1,
632822001,
632822002,
632822003,
632822004,
632822005,
632822006,
632822007,
632822008,
632822009,
632822010,1,
632822011,1,
632822012,
632822013,0,1,
632822014,
632822015,
632822016,1,
632822017,
632822018,
632822019,1,
632822020,
632822021,
632822022,
632822023,
632822024,
632822025,
632822301,
632822302,
632822303,0,1,
632822304,
632822305,
632822306,0,1,
632822307,
632822308,0,0,1,
632822309,0,1,1,
632822310,0,0,1,
632822311,
632822312,
632822901,
632822903,0,0,1,
632822910,
