,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,27,10,1,
630102301,29,12,2,
630102302,21,5,4,
630102303,32,6,11,
630102304,23,16,5,
630102305,22,14,6,
630102306,18,10,4,
630102307,21,11,2,
630102308,29,14,5,
630102309,24,12,5,
630102310,27,12,2,
630102311,23,10,2,
630102312,24,7,9,
630102313,28,10,8,
630102314,23,6,6,
630102315,20,15,5,
630102316,24,16,3,
630102317,23,14,2,
630102318,17,11,4,
630102319,27,20,5,
630102320,18,10,9,
630102321,23,8,3,
630102322,16,7,8,
630102323,25,3,5,
630102324,27,12,5,
630102325,37,13,4,
630102326,21,5,7,
630102327,13,8,5,
630102328,28,10,2,
630102329,19,9,3,
630102330,25,8,6,
630102331,25,9,2,
630102332,22,14,3,
630102333,20,6,8,
630102334,33,12,7,
630102335,15,11,10,
630102336,35,11,4,
630102337,22,12,7,
630102338,30,8,3,
630102339,23,8,6,
630102340,29,9,6,
630102341,26,10,6,
630102342,21,8,2,
630102401,19,9,5,
630102402,20,10,3,
630102403,40,9,6,
630102404,22,8,3,
630102405,34,9,5,
630102406,21,12,4,
630102407,34,13,3,
630102501,24,9,3,
630102502,20,8,5,
630102503,28,13,3,
630102504,29,4,5,
630102505,31,8,2,
630102506,20,10,5,
630102507,26,13,7,
630102508,27,11,8,
630102509,21,8,4,
630102510,31,7,7,
630102511,23,6,4,
630102512,23,12,3,
630102513,29,9,8,
630102601,26,2,6,
630102701,31,6,4,
630102702,27,12,2,
630102703,20,9,6,
630102704,21,10,2,
630102705,19,3,2,
630102706,25,13,3,
630102707,29,12,4,
630102708,34,11,3,
630102709,24,9,4,
630102710,19,9,6,
630102901,21,10,8,
632523101,19,14,3,
632523102,20,7,4,
632523103,20,6,3,
632523104,26,11,4,
632523105,21,4,4,
632523106,29,6,11,
632523107,25,7,7,
632523108,24,13,3,
632523109,20,21,4,
632523110,19,10,3,
632523111,28,16,5,
632523112,19,11,3,
632523113,28,11,5,
632523114,22,10,6,
632523115,22,12,5,
632523116,27,10,6,
632523117,26,13,
632523118,18,15,5,
632523119,22,6,6,
632523120,18,11,7,
632523121,17,5,3,
632523122,23,9,1,
632523123,23,13,7,
632523124,21,10,7,
632523125,17,6,3,
632523126,23,7,2,
632523127,24,8,6,
632523128,23,9,2,
632523129,13,10,3,
632523130,26,9,6,
632523131,33,3,5,
632523132,28,14,8,
632523133,28,12,3,
632523134,18,12,7,
632523135,20,13,4,
632523136,27,9,3,
632523137,20,12,3,
632523138,25,13,4,
632523139,30,5,4,
632523140,21,8,3,
632523141,23,6,4,
632523142,23,9,5,
632523143,19,9,7,
632523144,19,10,8,
632523145,18,7,2,
632523146,31,4,7,
632523147,26,11,3,
632523148,25,9,6,
632523149,18,9,1,
632523150,31,10,4,
632523151,21,9,4,
632523152,24,7,2,
632523153,25,6,6,
632523154,23,10,3,
632523155,19,16,3,
632523156,25,12,5,
632523157,23,8,3,
632523158,16,12,5,
632523159,26,12,7,
632523160,14,9,8,
632523161,20,5,4,
632523162,18,4,4,
632523163,23,20,3,
632523164,23,7,1,
632523165,20,12,
632523166,25,10,4,
632523167,28,10,1,
632523168,20,14,2,
632523169,23,8,2,
632523170,25,8,2,
632523171,30,11,1,
632523172,12,9,1,
632523173,24,16,4,
632523174,23,11,4,
632523175,25,6,4,
632523176,22,15,4,
632523177,29,13,3,
632523178,24,16,10,
632523179,23,10,4,
632523180,27,24,5,
632523181,25,8,3,
