,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,1,26,25,10,
630102301,2,15,11,8,
630102302,2,28,22,9,
630102303,2,25,19,6,
630102304,0,29,17,9,
630102305,1,21,18,6,
630102306,1,29,28,20,
630102307,2,28,15,7,
630102308,0,26,20,10,
630102309,3,19,12,12,
630102310,4,32,25,5,
630102311,4,15,19,5,
630102312,1,18,20,4,
630102313,5,23,18,11,
630102314,1,23,16,8,
630102315,0,16,35,5,
630102316,1,29,16,10,
630102317,7,19,24,9,
630102318,0,26,22,5,
630102319,4,28,13,5,
630102320,2,22,13,10,
630102321,0,25,17,6,
630102322,2,27,14,7,
630102323,0,23,21,11,
630102324,1,23,19,11,
630102325,1,21,20,7,
630102326,4,19,21,7,
630102327,0,16,16,6,
630102328,5,24,12,8,
630102329,1,20,23,4,
630102330,4,22,24,7,
630102331,4,25,18,5,
630102332,2,17,29,4,
630102333,0,27,14,14,
630102334,0,26,16,14,
630102335,1,17,22,9,
630102336,0,18,18,13,
630102337,0,14,21,5,
630102338,2,17,12,11,
630102339,1,17,16,2,
630102340,3,19,21,4,
630102341,0,22,26,13,
630102342,5,16,11,5,
630102401,0,22,19,6,
630102402,3,17,12,11,
630102403,0,22,26,7,
630102404,4,17,29,8,
630102405,5,21,17,8,
630102406,8,25,30,2,
630102407,1,21,21,7,
630102501,3,27,12,2,
630102502,3,25,12,8,
630102503,2,26,12,7,
630102504,4,25,21,11,
630102505,1,33,17,5,
630102506,6,24,21,8,
630102507,1,20,15,11,
630102508,0,10,16,9,
630102509,4,34,21,6,
630102510,1,26,11,6,
630102511,4,18,16,9,
630102512,1,22,15,6,
630102513,0,20,18,8,
630102601,2,24,24,11,
630102701,0,23,14,7,
630102702,0,36,22,7,
630102703,6,29,10,19,
630102704,2,23,18,9,
630102705,5,23,26,6,
630102706,5,21,11,6,
630102707,2,30,16,6,
630102708,0,22,15,10,
630102709,2,24,18,7,
630102710,2,20,21,12,
630102901,8,25,19,9,
632523101,6,23,14,7,
632523102,2,20,17,10,
632523103,5,25,11,6,
632523104,3,20,15,6,
632523105,5,17,16,7,
632523106,1,20,18,7,
632523107,0,21,15,3,
632523108,1,13,9,7,
632523109,1,22,16,11,
632523110,0,22,26,8,
632523111,0,28,20,12,
632523112,0,31,14,10,
632523113,0,28,15,5,
632523114,3,24,24,7,
632523115,0,22,26,5,
632523116,2,23,14,13,
632523117,3,17,18,5,
632523118,1,34,14,7,
632523119,1,26,22,9,
632523120,4,27,16,2,
632523121,5,17,19,3,
632523122,2,17,9,5,
632523123,3,17,15,2,
632523124,0,22,19,11,
632523125,3,12,14,6,
632523126,0,21,27,11,
632523127,2,23,19,6,
632523128,0,19,21,4,
632523129,0,14,14,9,
632523130,4,21,13,8,
632523131,2,28,13,6,
632523132,1,15,20,8,
632523133,0,28,19,12,
632523134,0,23,15,7,
632523135,1,15,13,5,
632523136,1,31,14,11,
632523137,1,14,22,4,
632523138,3,26,16,14,
632523139,2,10,14,8,
632523140,3,22,17,12,
632523141,1,25,19,11,
632523142,1,24,13,3,
632523143,2,21,16,6,
632523144,2,23,22,3,
632523145,0,24,9,5,
632523146,1,23,18,8,
632523147,1,20,19,12,
632523148,2,19,8,2,
632523149,0,24,19,4,
632523150,0,24,21,11,
632523151,4,26,12,9,
632523152,2,29,14,8,
632523153,6,19,22,5,
632523154,3,18,22,3,
632523155,1,12,14,8,
632523156,3,14,20,7,
632523157,0,19,22,8,
632523158,1,18,22,8,
632523159,5,29,19,9,
632523160,1,19,15,6,
632523161,3,21,19,9,
632523162,7,20,17,2,
632523163,0,22,15,1,
632523164,2,17,14,11,
632523165,3,23,20,11,
632523166,0,15,17,6,
632523167,2,19,12,6,
632523168,0,29,15,1,
632523169,2,28,12,11,
632523170,2,18,23,8,
632523171,2,23,21,7,
632523172,6,15,12,4,
632523173,3,25,16,3,
632523174,0,20,17,3,
632523175,0,13,13,10,
632523176,1,18,12,10,
632523177,3,29,9,6,
632523178,5,33,15,8,
632523179,1,30,8,5,
632523180,3,32,12,6,
632523181,3,23,19,12,
632523182,1,21,25,6,
632523183,5,21,15,7,
632523184,0,21,11,10,
632523185,4,24,11,10,
632523186,2,23,17,5,
632523187,1,28,15,6,
632523188,5,21,8,7,
632523189,2,12,24,9,
632523190,1,30,23,7,
632523191,6,20,14,6,
632523192,3,15,15,2,
632523193,2,17,13,11,
632523194,1,38,12,9,
632523195,1,17,14,13,
632523196,0,26,24,8,
632523197,3,15,22,11,
632523198,4,21,12,11,
632523199,4,25,13,11,
632523200,5,15,12,6,
632523201,9,21,10,8,
632523202,1,24,17,6,
632523203,0,19,13,5,
632523204,1,20,20,6,
632523205,3,18,13,7,
632523206,2,24,19,4,
632523207,3,21,13,13,
632523208,3,20,12,9,
632523209,2,19,25,6,
632523210,1,14,8,6,
632523211,2,16,15,6,
632523212,1,32,12,9,
632523213,3,25,11,3,
632523214,7,19,19,10,
632523215,1,28,24,11,
632523216,3,18,22,8,
632523217,2,22,12,6,
632523218,4,10,23,3,
632523219,1,18,16,9,
632523220,2,19,15,9,
632523221,1,14,24,8,
632523222,0,19,15,6,
632523223,0,37,19,11,
632523224,4,15,11,9,
632523225,1,27,7,6,
632523226,5,17,21,5,
632523227,3,22,7,7,
632523228,4,26,12,10,
632523229,0,20,15,5,
632523230,0,29,20,6,
632523231,2,19,15,7,
632523232,2,11,26,7,
632523233,0,21,12,5,
632523234,6,23,20,9,
632523235,0,20,19,9,
632523236,1,26,15,4,
632523237,0,29,19,4,
632523238,1,21,11,6,
632523239,0,20,13,5,
632523240,1,12,20,9,
632523241,2,20,12,7,
632523242,0,12,17,7,
632523243,2,22,17,7,
632523244,0,28,20,10,
632523245,0,21,16,9,
632523246,0,27,19,3,
632523247,1,25,11,7,
632523248,5,24,16,3,
632523249,4,16,16,5,
632523250,0,27,18,5,
632523251,0,24,23,9,
632523252,1,12,11,8,
632523253,0,18,12,8,
632523254,3,16,20,9,
632523255,1,19,20,
632523256,2,23,9,5,
632523257,0,16,20,5,
632523258,2,16,20,13,
632523259,1,19,19,7,
632523260,2,19,21,2,
632523261,3,24,18,5,
632523262,4,14,15,8,
632523263,1,24,21,9,
632523264,0,29,12,9,
632523265,3,19,16,5,
632523266,0,21,12,5,
632523267,5,19,9,7,
632523268,0,25,20,10,
632523269,1,16,20,7,
632523270,0,24,15,6,
632523271,6,17,13,11,
632523272,1,20,13,9,
632523273,3,31,17,9,
632523274,0,22,11,7,
632523275,0,21,22,6,
632523276,1,31,17,4,
632523277,4,25,16,11,
632523278,4,23,18,9,
632523279,3,19,15,5,
632523280,1,23,18,4,
632523281,3,12,22,12,
632523282,3,15,11,6,
632523283,2,26,20,5,
632523284,0,16,16,7,
632523285,0,28,20,4,
632523286,1,13,15,10,
632523287,0,20,11,2,
632523288,0,20,16,6,
632523289,0,22,11,9,
632523290,3,10,21,7,
632523291,0,21,25,7,
632523292,2,17,20,10,
632523293,0,34,24,7,
632523294,1,27,15,3,
632523295,0,34,13,11,
632523296,2,24,11,9,
632523297,5,22,17,13,
632523298,3,26,19,4,
632523299,2,29,24,10,
632523300,1,23,13,16,
632523301,1,24,15,11,
632523302,1,18,15,5,
632523303,0,25,19,5,
632523304,3,19,18,8,
632523305,1,26,16,4,
