,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,0,0,0,0,0,0,0,0,0,0,0,0,16,14,9,1,
630102301,6,0,0,0,0,0,0,0,0,0,0,0,16,16,9,1,
630102302,3,0,0,0,0,0,0,0,0,0,0,0,18,14,11,1,
630102303,3,0,0,0,0,0,0,0,0,0,0,1,14,13,4,2,
630102304,6,0,0,0,0,0,0,0,0,0,0,4,14,15,5,2,
630102305,4,0,0,0,0,0,0,0,0,0,0,0,12,9,8,
630102306,5,0,0,0,0,0,0,0,0,0,0,0,15,11,7,1,
630102307,3,0,0,0,0,0,0,0,0,0,0,4,6,11,5,3,
630102308,5,0,0,0,0,0,0,0,0,0,0,0,14,14,2,
630102309,5,0,0,0,0,0,0,0,0,0,0,0,14,21,6,2,
630102310,6,0,0,0,0,0,0,0,0,0,0,0,11,24,9,3,
630102311,2,0,0,0,0,0,0,0,0,0,0,3,10,14,9,1,
630102312,1,0,0,0,0,0,0,0,0,0,0,4,10,12,3,2,
630102313,6,0,0,0,0,0,0,0,0,0,0,0,10,20,6,3,
630102314,8,0,0,0,0,0,0,0,0,0,0,0,14,16,4,2,
630102315,5,0,0,0,0,0,0,0,0,0,0,0,12,19,16,2,
630102316,7,0,0,0,0,0,0,0,0,0,0,0,10,21,11,2,
630102317,1,0,0,0,0,0,0,0,0,0,0,0,9,20,4,1,
630102318,3,0,0,0,0,0,0,0,0,0,0,0,17,10,8,1,
630102319,1,0,0,0,0,0,0,0,0,0,0,4,16,12,6,2,
630102320,3,0,0,0,0,0,0,0,0,0,0,0,12,17,9,
630102321,5,0,0,0,0,0,0,0,0,0,0,0,10,17,7,1,
630102322,3,0,0,0,0,0,0,0,0,0,0,0,10,10,8,1,
630102323,5,0,0,0,0,0,0,0,0,0,0,2,11,18,11,1,
630102324,8,0,0,0,0,0,0,0,0,0,0,0,18,21,13,
630102325,4,0,0,0,0,0,0,0,0,0,0,1,12,17,6,1,
630102326,6,0,0,0,0,0,0,0,0,0,0,0,8,17,9,2,
630102327,4,0,0,0,0,0,0,0,0,0,0,1,13,20,6,1,
630102328,5,0,0,0,0,0,0,0,0,0,0,2,17,16,3,1,
630102329,7,0,0,0,0,0,0,0,0,0,0,0,14,14,10,
630102330,9,0,0,0,0,0,0,0,0,0,0,3,13,21,11,3,
630102331,3,0,0,0,0,0,0,0,0,0,0,2,9,17,5,2,
630102332,11,0,0,0,0,0,0,0,0,0,0,0,13,19,10,1,
630102333,4,0,0,0,0,0,0,0,0,0,0,1,14,19,9,1,
630102334,3,0,0,0,0,0,0,0,0,0,0,1,18,17,14,2,
630102335,5,0,0,0,0,0,0,0,0,0,0,0,8,18,9,2,
630102336,5,0,0,0,0,0,0,0,0,0,0,0,12,19,4,2,
630102337,1,0,0,0,0,0,0,0,0,0,0,0,16,13,12,
630102338,3,0,0,0,0,0,0,0,0,0,0,2,8,24,11,2,
630102339,3,0,0,0,0,0,0,0,0,0,0,2,12,18,10,1,
630102340,3,0,0,0,0,0,0,0,0,0,0,0,16,20,8,3,
630102341,4,0,0,0,0,0,0,0,0,0,0,1,14,14,4,3,
630102342,7,0,0,0,0,0,0,0,0,0,0,0,11,14,4,3,
630102401,3,0,0,0,0,0,0,0,0,0,0,0,19,17,6,4,
630102402,3,0,0,0,0,0,0,0,0,0,0,0,12,21,11,2,
630102403,4,0,0,0,0,0,0,0,0,0,0,0,10,14,6,
630102404,5,0,0,0,0,0,0,0,0,0,0,0,11,18,9,3,
630102405,3,0,0,0,0,0,0,0,0,0,0,2,14,9,6,2,
630102406,3,0,0,0,0,0,0,0,0,0,0,2,13,17,10,1,
630102407,4,0,0,0,0,0,0,0,0,0,0,0,18,18,5,
630102501,6,0,0,0,0,0,0,0,0,0,0,0,18,11,7,2,
630102502,8,0,0,0,0,0,0,0,0,0,0,0,11,18,7,1,
630102503,4,0,0,0,0,0,0,0,0,0,0,0,15,12,7,2,
630102504,3,0,0,0,0,0,0,0,0,0,0,0,17,12,4,5,
630102505,2,0,0,0,0,0,0,0,0,0,0,0,9,19,9,1,
630102506,3,0,0,0,0,0,0,0,0,0,0,0,12,12,9,1,
630102507,8,0,0,0,0,0,0,0,0,0,0,0,14,23,8,2,
630102508,5,0,0,0,0,0,0,0,0,0,0,0,16,14,10,
630102509,6,0,0,0,0,0,0,0,0,0,0,0,14,12,11,1,
630102510,3,0,0,0,0,0,0,0,0,0,0,1,18,9,5,3,
630102511,5,0,0,0,0,0,0,0,0,0,0,2,7,18,5,2,
630102512,6,0,0,0,0,0,0,0,0,0,0,0,14,15,10,2,
630102513,4,0,0,0,0,0,0,0,0,0,0,0,6,17,6,3,
630102601,6,0,0,0,0,0,0,0,0,0,0,0,21,16,9,
630102701,6,0,0,0,0,0,0,0,0,0,0,0,8,12,8,
630102702,6,0,0,0,0,0,0,0,0,0,0,0,13,15,6,2,
630102703,3,0,0,0,0,0,0,0,0,0,0,4,19,18,6,2,
630102704,3,0,0,0,0,0,0,0,0,0,0,6,14,16,6,1,
630102705,8,0,0,0,0,0,0,0,0,0,0,2,15,11,9,4,
630102706,4,0,0,0,0,0,0,0,0,0,0,0,10,12,10,4,
630102707,7,0,0,0,0,0,0,0,0,0,0,0,9,15,11,2,
630102708,8,0,0,0,0,0,0,0,0,0,0,0,15,15,10,
630102709,1,0,0,0,0,0,0,0,0,0,0,0,19,10,10,4,
630102710,3,0,0,0,0,0,0,0,0,0,0,0,16,24,3,1,
630102901,6,0,0,0,0,0,0,0,0,0,0,0,7,18,13,1,
632523101,2,0,0,0,0,0,0,0,0,0,0,0,16,16,11,
632523102,7,0,0,0,0,0,0,0,0,0,0,3,10,11,8,4,
632523103,1,0,0,0,0,0,0,0,0,0,0,0,8,17,11,2,
632523104,8,0,0,0,0,0,0,0,0,0,0,0,15,18,14,1,
632523105,2,0,0,0,0,0,0,0,0,0,0,0,21,16,7,3,
632523106,1,0,0,0,0,0,0,0,0,0,0,0,11,15,12,1,
632523107,6,0,0,0,0,0,0,0,0,0,0,0,14,10,8,1,
632523108,4,0,0,0,0,0,0,0,0,0,0,0,9,15,2,
632523109,2,0,0,0,0,0,0,0,0,0,0,0,19,13,8,3,
632523110,6,0,0,0,0,0,0,0,0,1,2,3,10,10,13,3,
632523111,7,0,0,0,0,0,0,0,0,0,0,0,9,18,3,2,
632523112,6,0,0,0,0,0,0,0,0,0,0,1,15,14,2,
632523113,6,0,0,0,0,0,0,0,0,0,0,0,12,9,8,1,
632523114,2,0,0,0,0,0,0,0,0,0,3,0,13,9,8,3,
632523115,3,0,0,0,0,0,0,0,0,0,0,4,6,16,2,2,
632523116,9,0,0,0,0,0,0,0,0,0,0,4,14,20,2,1,
632523117,2,0,0,0,0,0,0,0,0,0,0,2,9,22,8,
632523118,6,0,0,0,0,0,0,0,0,0,0,2,11,12,10,5,
632523119,4,0,0,0,0,0,0,0,0,0,0,0,14,14,6,1,
632523120,3,0,0,0,0,0,0,0,0,0,0,4,5,16,9,2,
632523121,3,0,0,0,0,0,0,0,0,0,0,0,9,9,9,
632523122,6,0,0,0,0,0,0,0,0,0,0,0,14,13,17,2,
632523123,3,0,0,0,0,0,0,0,0,0,0,0,13,14,13,3,
632523124,4,0,0,0,0,0,0,0,0,0,0,1,8,15,6,2,
632523125,4,0,0,0,0,0,0,0,0,0,0,0,16,16,5,2,
632523126,3,0,0,0,0,0,0,0,0,0,0,2,17,19,5,2,
632523127,6,0,0,0,0,0,0,0,0,0,0,1,11,16,4,6,
632523128,0,0,0,0,0,0,0,0,0,0,0,2,6,13,9,1,
632523129,7,0,0,0,0,0,0,0,0,0,0,0,12,17,10,1,
632523130,5,0,0,0,0,0,0,0,0,0,0,5,17,6,6,3,
632523131,4,0,0,0,0,0,0,0,0,0,0,0,10,9,5,2,
632523132,6,0,0,0,0,0,0,0,0,0,0,0,6,6,7,4,
632523133,1,0,0,0,0,0,0,0,0,0,0,0,19,13,12,3,
632523134,1,0,0,0,0,0,0,0,0,0,0,0,13,15,10,3,
632523135,4,0,0,0,0,0,0,0,0,0,0,0,9,6,6,1,
632523136,4,0,0,0,0,0,0,0,0,0,0,5,11,7,6,
632523137,6,0,0,0,0,0,0,0,0,0,0,2,13,14,13,1,
632523138,1,0,0,0,0,0,0,0,0,0,0,4,7,13,10,3,
632523139,5,0,0,0,0,0,0,0,0,0,0,1,9,17,7,
632523140,6,0,0,0,0,0,0,0,0,0,0,2,5,5,9,2,
632523141,4,0,0,0,0,0,0,0,0,0,0,0,13,17,4,1,
632523142,8,0,0,0,0,0,0,0,0,0,0,2,11,12,5,
632523143,10,0,0,0,0,0,0,0,0,0,0,0,4,18,9,
632523144,1,0,0,0,0,0,0,0,0,0,0,0,8,7,11,1,
632523145,3,0,0,0,0,0,0,0,0,0,0,0,6,10,4,1,
632523146,3,0,0,0,0,0,0,0,0,0,0,1,12,19,4,3,
632523147,6,0,0,0,0,0,0,0,0,0,0,2,4,17,7,
632523148,1,0,0,0,0,0,0,0,0,0,0,1,14,10,7,1,
632523149,3,0,0,0,0,0,0,0,0,0,0,2,8,14,11,
632523150,5,0,0,0,0,0,0,0,0,0,0,0,15,16,9,1,
632523151,7,0,0,0,0,0,0,0,0,0,0,0,14,8,3,
632523152,4,0,0,0,0,0,0,0,0,0,0,0,16,18,3,1,
632523153,2,0,0,0,0,0,0,0,0,0,0,0,11,15,8,
632523154,7,0,0,0,0,0,0,0,0,0,0,0,15,15,8,
632523155,3,0,0,0,0,0,0,0,0,0,0,0,14,17,3,
632523156,0,0,0,0,0,0,0,0,0,0,0,0,13,16,5,1,
632523157,3,0,0,0,0,0,0,0,0,0,0,0,21,9,6,2,
632523158,2,0,0,0,0,0,0,0,0,0,0,2,9,14,2,2,
632523159,1,0,0,0,0,0,0,0,0,0,0,1,10,25,4,
632523160,3,0,0,0,0,0,0,0,0,0,0,0,10,10,5,1,
632523161,8,0,0,0,0,0,0,0,0,0,0,4,12,13,6,1,
632523162,5,0,0,0,0,0,0,0,0,0,0,0,16,9,10,1,
632523163,5,0,0,0,0,0,0,0,0,0,0,0,10,25,6,1,
632523164,5,0,0,0,0,0,0,0,0,0,0,1,6,11,6,1,
632523165,4,0,0,0,0,0,0,0,0,0,0,3,23,11,6,
632523166,4,0,0,0,0,0,0,0,0,0,0,5,16,9,9,2,
632523167,4,0,0,0,0,0,0,0,0,0,0,0,7,15,4,1,
632523168,3,0,0,0,0,0,0,0,0,0,0,0,11,12,8,1,
632523169,7,0,0,0,0,0,0,0,0,0,0,2,9,13,7,2,
632523170,3,0,0,0,0,0,0,0,0,0,0,0,12,10,6,4,
632523171,4,0,0,0,0,0,0,0,0,0,0,0,11,10,6,1,
632523172,8,0,0,0,0,0,0,0,0,0,0,0,14,17,4,
632523173,9,0,0,0,0,0,0,0,0,0,1,3,12,10,5,3,
632523174,6,0,0,0,0,0,0,0,0,0,0,5,10,9,7,
632523175,3,0,0,0,0,0,0,0,0,0,0,0,9,14,8,1,
