deviceID,total points,overflow points,overflow percentage, overflow time(ms)
630102001,91,35,0.38461538461538464,32771143
630102301,107,49,0.45794392523364486,46576762
630102302,89,38,0.42696629213483145,37200588
630102303,95,49,0.5157894736842106,44204436
630102304,85,36,0.4235294117647059,33841847
630102305,95,44,0.4631578947368421,36850560
630102306,103,46,0.44660194174757284,45050549
630102307,101,38,0.37623762376237624,36847271
630102308,75,29,0.38666666666666666,26376873
630102309,98,49,0.5,46374363
630102310,120,54,0.45,53822241
630102311,96,33,0.34375,29291433
630102312,94,47,0.5,43231347
630102313,87,41,0.47126436781609193,34208188
630102314,86,42,0.4883720930232558,40305845
630102315,88,39,0.4431818181818182,36764156
630102316,87,43,0.4942528735632184,39168892
630102317,94,45,0.4787234042553192,37683367
630102318,101,37,0.36633663366336633,34615921
630102319,105,50,0.47619047619047616,50511685
630102320,97,45,0.4639175257731959,42804769
630102321,97,43,0.44329896907216493,45533945
630102322,92,42,0.45652173913043476,41382863
630102323,97,39,0.4020618556701031,32921122
630102324,103,46,0.44660194174757284,44201387
630102325,104,52,0.5,50764377
630102326,94,48,0.5106382978723404,42989823
630102327,100,53,0.53,46043932
630102328,98,45,0.45918367346938777,45851792
630102329,89,36,0.4044943820224719,37407757
630102330,101,49,0.48514851485148514,47315675
630102331,98,39,0.3979591836734694,34398576
630102332,104,51,0.49038461538461536,51446489
630102333,92,33,0.358695652173913,32610098
630102334,103,48,0.46601941747572817,47285413
630102335,94,37,0.39361702127659576,35425530
630102336,87,34,0.39080459770114945,32079110
630102337,75,32,0.4266666666666667,27016588
630102338,89,45,0.5056179775280899,39394322
630102339,99,36,0.36363636363636365,34076940
630102340,95,39,0.4105263157894737,38078197
630102341,100,46,0.46,42449980
630102342,86,35,0.4069767441860465,33911827
630102401,102,53,0.5196078431372549,46522227
630102402,92,34,0.3695652173913043,31608924
630102403,104,46,0.4423076923076923,46342743
630102404,82,40,0.4878048780487805,35181812
630102405,87,41,0.47126436781609193,33607471
630102406,99,42,0.42424242424242425,40325426
630102407,89,24,0.2696629213483146,23342207
630102501,88,38,0.4318181818181818,35336615
630102502,112,50,0.44642857142857145,48676496
630102503,104,56,0.5384615384615384,50844252
630102504,74,30,0.40540540540540543,26884106
630102505,96,44,0.4583333333333333,42987411
630102506,86,43,0.5,38307266
630102507,93,40,0.43010752688172044,40977755
630102508,86,36,0.4186046511627907,31920569
630102509,98,39,0.3979591836734694,40375201
630102510,90,40,0.4444444444444444,38164199
630102511,103,42,0.4077669902912621,39235021
630102512,96,51,0.53125,46291635
630102513,100,41,0.41,41877845
630102601,98,49,0.5,46550063
