,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38,3,
630102301,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42,10,
630102302,0,0,0,0,0,0,0,0,0,0,0,0,0,9,36,3,
630102303,0,0,0,0,0,0,0,0,0,0,0,0,0,12,30,6,
630102304,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34,4,
630102305,0,0,0,0,0,0,0,0,0,0,0,0,0,8,48,8,
630102306,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,11,
630102307,0,0,0,0,0,0,0,0,0,0,0,0,0,5,38,15,
630102308,0,0,0,0,0,0,0,0,0,0,0,0,1,10,34,11,
630102309,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,2,
630102310,0,0,0,0,0,0,0,0,0,0,0,0,1,8,41,8,
630102311,0,0,0,0,0,0,0,0,0,0,0,0,0,7,45,10,
630102312,0,0,0,0,0,0,0,0,0,0,0,0,0,12,36,3,
630102313,0,0,0,0,0,0,0,0,0,0,0,0,0,20,22,6,
630102314,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,10,
630102315,0,0,0,0,0,0,0,0,0,0,0,0,1,10,42,8,
630102316,0,0,0,0,0,0,0,0,0,0,0,0,0,8,24,7,
630102317,0,0,0,0,0,0,0,0,0,0,0,0,0,14,34,5,
630102318,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,8,
630102319,0,0,0,0,0,0,0,0,0,0,0,0,0,9,32,12,
630102320,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,6,
630102321,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,8,
630102322,0,0,0,0,0,0,0,0,0,0,0,0,0,13,30,12,
630102323,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,6,
630102324,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,6,
630102325,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28,7,
630102326,0,0,0,0,0,0,0,0,0,0,0,0,1,9,31,5,
630102327,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,5,
630102328,0,0,0,0,0,0,0,0,0,0,0,0,0,13,23,5,
630102329,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,4,
630102330,0,0,0,0,0,0,0,0,0,0,0,0,0,11,40,8,
630102331,0,0,0,0,0,0,0,0,0,0,0,0,0,8,31,8,
630102332,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,6,
630102333,0,0,0,0,0,0,0,0,0,0,0,0,0,7,47,9,
630102334,0,0,0,0,0,0,0,0,0,0,0,0,0,10,32,7,
630102335,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37,8,
630102336,0,0,0,0,0,0,0,0,0,0,0,0,0,12,37,4,
630102337,0,0,0,0,0,0,0,0,0,0,0,0,0,19,28,7,
630102338,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,12,
630102339,0,0,0,0,0,0,0,0,0,0,0,0,0,10,41,6,
630102340,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,10,
630102341,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,17,
630102342,0,0,0,0,0,0,0,0,0,0,0,0,0,8,19,17,
630102401,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,12,
630102402,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,6,
630102403,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,12,
630102404,0,0,0,0,0,0,0,0,0,0,0,0,0,7,32,11,
630102405,0,0,0,0,0,0,0,0,0,0,0,0,0,8,27,7,
630102406,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,5,
630102407,0,0,0,0,0,0,0,0,0,0,0,0,1,11,44,3,
630102501,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,10,
630102502,0,0,0,0,0,0,0,0,0,0,0,0,0,2,35,10,
630102503,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,7,
630102504,0,0,0,0,0,0,0,0,0,0,0,0,2,10,26,8,
630102505,0,0,0,0,0,0,0,0,0,0,0,0,0,9,23,9,
630102506,0,0,0,0,0,0,0,0,0,0,0,0,1,14,25,7,
630102507,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,7,
630102508,0,0,0,0,0,0,0,0,0,0,0,0,1,7,54,4,
630102509,0,0,0,0,0,0,0,0,0,0,0,0,0,11,33,6,
630102510,0,0,0,0,0,0,0,0,0,0,0,0,3,6,35,19,
630102511,0,0,0,0,0,0,0,0,0,0,0,0,3,7,35,8,
630102512,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,12,
630102513,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34,7,
630102601,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,5,
630102701,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43,7,
630102702,0,0,0,0,0,0,0,0,0,0,0,0,0,7,30,11,
630102703,0,0,0,0,0,0,0,0,0,0,0,0,1,18,37,17,
630102704,0,0,0,0,0,0,0,0,0,0,0,0,0,7,45,8,
630102705,0,0,0,0,0,0,0,0,0,0,0,0,0,9,30,9,
630102706,0,0,0,0,0,0,0,0,0,0,0,0,0,10,29,14,
630102707,0,0,0,0,0,0,0,0,0,0,0,0,0,7,44,12,
630102708,0,0,0,0,0,0,0,0,0,0,0,0,0,11,34,7,
630102709,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,6,
630102710,0,0,0,0,0,0,0,0,0,0,0,0,0,6,30,8,
630102901,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36,11,
632523101,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,5,
632523102,0,0,0,0,0,0,0,0,0,0,0,0,1,9,42,2,
632523103,0,0,0,0,0,0,0,0,0,0,0,0,1,7,38,10,
632523104,0,0,0,0,0,0,0,0,0,0,0,0,0,4,35,6,
632523105,0,0,0,0,0,0,0,0,0,0,0,0,2,13,27,7,
632523106,0,0,0,0,0,0,0,0,0,0,0,0,0,6,34,13,
632523107,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,9,
632523108,0,0,0,0,0,0,0,0,0,0,0,0,0,10,30,9,
632523109,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,20,
632523110,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,7,
632523111,0,0,0,0,0,0,0,0,0,0,0,0,0,16,23,15,
632523112,0,0,0,0,0,0,0,0,0,0,0,0,0,9,26,9,
632523113,0,0,0,0,0,0,0,0,0,0,0,0,3,9,33,5,
632523114,0,0,0,0,0,0,0,0,0,0,0,0,0,10,28,13,
632523115,0,0,0,0,0,0,0,0,0,0,0,0,0,6,38,3,
632523116,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,7,
632523117,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33,5,
