,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
632523126,18,8,0,2,2,0,1,0,1,2,2,0,0,0,0,0,1,1,7,3,
632523127,13,9,5,3,1,1,2,2,0,2,2,0,0,0,1,0,3,0,7,3,
632523128,9,7,1,2,0,0,1,2,0,3,4,0,3,0,1,0,1,1,3,3,
632523129,9,10,1,1,1,1,2,0,2,1,1,1,4,1,0,4,1,1,2,1,
632523130,10,12,1,0,1,2,3,2,1,1,1,1,2,0,0,0,1,2,7,3,
632523131,11,2,0,0,1,2,1,3,0,2,2,0,0,2,1,1,1,2,4,
632523132,9,8,0,2,1,4,2,1,6,2,0,0,0,0,1,0,2,1,2,3,
632523133,11,7,2,1,1,2,3,1,2,4,1,0,1,1,0,0,0,1,3,2,
632523134,15,7,1,2,0,2,1,1,0,2,3,1,5,0,1,4,1,0,6,
632523135,12,9,0,3,0,1,2,1,1,0,0,0,2,0,1,0,0,1,3,3,
632523136,13,7,1,3,0,0,3,2,0,1,2,1,1,1,2,2,1,2,1,1,
632523137,13,1,0,3,1,4,1,3,1,5,0,1,2,0,2,1,1,1,5,
632523138,12,8,2,1,2,1,2,0,1,5,0,0,0,0,1,1,0,1,6,
632523139,12,12,2,0,2,0,0,1,4,1,0,2,6,2,1,1,0,0,7,1,
632523140,10,11,4,0,0,1,1,2,4,3,3,1,3,0,2,1,1,1,2,1,
632523141,14,6,1,2,1,2,3,1,1,4,2,2,2,0,1,2,0,0,7,3,
632523142,12,6,1,2,5,4,3,2,3,1,0,0,1,1,1,0,1,0,5,2,
632523143,12,10,2,1,0,1,2,3,0,3,5,1,1,1,0,1,4,1,3,5,
632523144,11,3,2,0,1,0,0,4,1,4,3,0,1,0,1,0,0,2,3,
632523145,6,11,0,1,1,1,1,2,1,3,0,0,1,1,0,0,0,1,1,1,
632523146,11,9,1,2,1,3,1,2,2,2,5,3,0,1,0,2,2,2,4,1,
632523147,16,2,0,2,1,1,1,0,0,4,1,2,0,0,0,1,1,6,8,2,
632523148,12,10,3,1,1,4,0,2,2,4,1,0,1,1,0,1,1,1,8,
632523149,13,7,3,0,1,1,1,0,3,1,2,0,0,1,0,0,1,2,2,
632523150,6,6,0,3,0,1,2,1,1,3,2,0,7,1,0,1,0,1,4,
632523151,15,6,1,2,3,1,0,0,0,3,1,1,4,1,0,0,1,3,5,5,
632523152,12,7,3,2,1,0,1,1,5,2,0,1,5,0,0,4,0,0,9,2,
632523153,13,9,0,0,1,1,2,2,0,1,3,0,3,1,0,3,1,1,5,
632523154,13,5,2,0,0,4,3,3,2,3,1,0,0,0,0,2,2,2,5,1,
632523155,10,10,3,2,1,2,2,1,0,3,1,1,1,2,2,1,0,2,7,
632523156,6,9,2,0,2,1,1,2,3,1,1,0,2,1,0,1,0,2,2,1,
632523157,6,6,1,1,1,0,3,5,0,2,2,0,2,1,2,1,1,0,6,3,
632523158,13,10,3,3,1,2,3,1,1,1,2,0,4,1,2,1,3,1,4,2,
632523159,15,8,0,1,1,0,2,1,2,2,2,1,1,0,1,0,3,3,4,2,
632523160,15,12,1,1,0,1,6,2,0,1,1,0,2,1,1,1,1,2,5,
632523161,13,6,3,0,3,1,1,3,1,3,1,0,0,1,2,3,1,2,6,5,
632523162,21,5,0,1,1,3,3,1,3,4,1,0,0,0,2,4,0,1,4,1,
632523163,16,8,5,3,0,4,1,1,1,1,3,0,1,1,0,1,4,2,4,1,
632523164,9,7,1,1,0,2,2,3,4,1,2,1,1,0,0,2,2,2,6,3,
632523165,14,7,1,2,1,1,3,1,3,1,1,0,3,1,0,2,2,1,6,
632523166,15,9,1,0,1,1,2,1,0,3,0,1,4,0,1,2,1,1,6,2,
632523167,9,2,2,1,1,3,2,0,0,2,1,1,1,1,2,0,1,0,10,2,
632523168,12,9,0,4,0,2,2,1,1,1,4,1,2,3,1,2,1,1,9,
632523169,15,3,1,1,0,1,0,3,0,4,3,6,1,1,1,2,3,0,3,1,
632523170,13,7,1,2,0,3,3,1,1,1,2,0,2,2,0,2,1,2,5,3,
632523171,15,6,1,2,2,3,0,2,1,1,0,1,2,0,2,0,1,0,7,
632523172,11,13,3,4,1,3,1,0,1,3,3,1,3,0,1,2,2,2,4,3,
632523173,10,9,1,1,0,3,2,2,3,5,1,0,3,1,1,0,0,4,3,2,
632523174,14,7,1,1,0,2,1,0,3,1,2,1,0,0,0,0,0,5,2,1,
632523175,11,9,2,1,2,2,1,3,1,2,2,2,0,0,0,2,1,2,2,
632523176,9,5,1,4,2,1,1,2,3,0,3,0,1,0,2,1,2,1,4,
632523177,11,6,2,1,2,1,1,2,1,3,0,1,1,0,2,0,4,4,4,1,
632523178,10,6,2,1,1,2,1,2,2,7,1,2,0,0,1,0,0,1,5,1,
632523179,10,9,0,1,1,1,5,1,0,1,3,1,2,1,1,1,1,2,3,4,
632523180,13,9,3,1,2,1,4,1,0,0,0,0,5,1,1,1,0,0,7,1,
632523181,10,6,4,1,2,2,3,1,1,1,1,2,0,0,0,2,4,0,2,
632523182,11,8,1,2,0,0,2,1,1,1,1,1,0,1,2,1,1,1,3,
632523183,12,5,0,0,0,1,1,0,0,1,3,1,2,2,1,0,0,2,2,
632523184,10,8,0,4,3,2,4,0,2,3,3,2,0,1,0,0,1,4,8,
632523185,8,14,3,3,3,2,4,2,3,2,2,0,3,1,1,0,5,1,5,2,
632523186,9,5,4,1,1,0,5,1,2,1,1,1,1,1,2,1,1,2,6,1,
632523187,8,4,3,2,0,0,1,3,4,0,4,1,1,0,3,2,2,3,5,2,
632523188,16,4,0,0,1,0,2,1,1,2,1,2,2,2,1,3,3,0,7,1,
632523189,14,5,2,3,2,1,0,1,1,6,1,0,1,1,0,1,2,1,7,2,
632523190,10,10,1,1,2,1,5,0,2,5,1,0,0,0,0,2,1,6,8,4,
632523191,11,6,3,1,0,1,2,0,2,6,0,0,0,2,2,1,2,1,6,2,
632523192,8,7,3,2,3,0,2,1,2,4,2,2,1,1,0,0,1,2,5,1,
632523193,12,7,4,3,3,2,3,2,0,5,0,1,6,1,0,1,0,2,5,3,
632523194,15,10,1,1,2,3,1,3,2,1,4,2,2,0,1,0,1,1,7,3,
632523195,12,13,3,0,0,3,5,0,1,1,1,3,3,1,0,2,3,5,2,
632523196,21,3,3,2,0,1,2,1,1,0,2,2,2,0,1,1,2,1,4,1,
632523197,11,9,1,1,0,0,4,0,1,3,1,1,1,0,1,2,1,0,4,1,
632523198,11,4,0,2,0,3,6,1,0,4,0,2,0,3,0,1,2,1,8,2,
632523199,6,8,1,3,3,1,0,2,1,2,2,1,3,0,0,1,0,0,2,3,
632523200,6,5,3,1,5,0,3,2,1,2,0,0,2,3,1,2,1,2,7,1,
632523201,11,11,1,1,1,4,2,2,1,4,3,0,3,2,0,2,0,2,3,
632523202,8,9,1,2,2,1,1,0,2,0,2,0,2,0,0,0,2,1,8,
632523203,12,6,3,1,3,0,1,0,4,1,2,1,1,1,1,0,1,2,5,
632523204,13,7,1,2,1,2,0,1,0,4,6,0,2,0,1,0,0,2,2,1,
632523205,12,9,2,2,3,1,0,2,1,4,2,1,0,2,0,1,1,1,6,1,
632523206,9,6,1,1,2,2,5,1,3,2,2,1,0,2,1,1,3,1,2,2,
632523207,12,4,2,3,1,5,0,1,1,2,3,1,3,4,0,0,0,3,6,1,
632523208,8,14,0,2,2,0,0,2,1,2,1,2,1,1,0,1,2,2,3,4,
632523209,6,4,5,4,0,2,2,1,3,7,2,1,1,1,0,3,0,1,4,
632523210,12,5,2,2,1,0,2,1,2,0,2,0,3,1,0,1,0,0,4,1,
632523211,10,10,0,2,0,3,0,3,2,2,1,1,1,3,0,1,0,1,3,1,
632523212,14,8,1,4,1,1,5,0,2,5,1,2,2,0,1,2,2,2,3,1,
632523213,13,5,2,4,0,7,0,1,1,1,1,1,2,2,2,3,2,1,3,1,
632523214,11,8,3,1,2,1,0,1,1,3,0,2,1,1,1,0,0,0,6,
632523215,9,5,2,1,2,5,1,1,1,4,3,3,0,1,2,2,3,1,7,4,
632523216,6,6,2,1,1,3,1,1,2,1,1,0,2,0,1,2,0,1,3,2,
632523217,13,9,2,2,2,5,0,0,3,4,2,3,2,2,2,1,0,1,5,2,
632523218,11,11,1,2,0,3,0,0,0,1,0,0,0,0,1,1,2,0,7,1,
632523219,15,2,2,1,2,1,1,1,1,1,2,0,0,2,3,1,1,1,6,2,
632523220,11,14,3,2,1,3,0,2,2,5,3,0,2,0,0,0,1,0,8,3,
632523221,19,6,0,3,1,2,0,1,0,2,3,4,1,0,0,1,0,1,3,
632523222,11,9,3,2,3,0,0,0,3,3,0,0,3,2,1,1,1,0,6,2,
632523223,15,5,2,3,3,2,6,1,1,4,1,3,3,1,0,1,4,0,9,3,
632523224,8,8,0,2,1,0,5,1,0,1,4,0,1,1,2,0,0,1,6,
632523225,7,7,5,1,0,4,1,1,2,2,1,1,4,2,2,0,0,2,5,1,
632523226,14,9,2,3,0,2,1,2,2,0,2,3,2,2,0,2,1,2,8,
632523227,20,8,0,0,1,1,0,0,0,0,2,1,2,1,2,0,1,2,6,1,
632523228,13,8,4,3,1,3,3,1,1,5,1,2,1,2,1,1,0,0,2,
632523229,11,4,1,0,3,3,4,1,3,0,0,0,3,0,0,0,1,1,4,2,
632523230,19,12,3,3,1,4,4,2,2,2,2,0,3,0,1,3,0,1,8,1,
632523231,12,7,2,2,2,1,3,0,5,1,2,0,0,3,0,0,0,0,8,1,
632523232,9,1,0,1,3,1,2,3,3,3,2,1,1,1,2,2,1,3,3,
632523233,14,5,3,2,1,1,4,1,3,7,1,2,1,1,2,1,1,3,8,1,
632523234,10,4,0,1,1,2,7,2,3,2,3,2,1,2,2,0,1,2,7,2,
632523235,16,4,1,0,1,1,2,1,2,3,2,0,1,0,1,1,1,0,4,1,
632523236,9,7,3,0,0,2,2,1,0,2,1,1,2,0,2,1,0,1,7,1,
632523237,12,4,0,4,2,1,5,2,1,1,1,2,1,1,3,2,1,0,6,5,
632523238,13,5,2,0,0,0,5,1,0,1,0,1,0,0,0,2,1,3,4,1,
632523239,15,5,1,0,2,0,2,2,2,1,0,2,1,0,1,2,2,0,4,
632523240,20,4,4,0,2,2,1,1,1,5,0,0,2,1,1,0,3,1,4,1,
632523241,6,8,2,2,1,0,0,2,0,5,0,0,0,2,2,1,2,0,3,
632523242,15,2,1,3,1,2,1,1,3,5,1,0,2,1,3,0,2,1,5,2,
632523243,13,8,0,2,0,0,2,0,0,2,1,1,3,1,1,1,2,0,10,4,
632523244,5,13,1,2,1,2,3,2,1,1,2,0,3,2,2,1,1,2,4,1,
632523245,14,8,0,1,1,0,1,2,1,1,1,1,1,1,1,3,0,1,5,1,
632523246,11,5,3,1,1,1,3,4,1,4,2,1,5,2,2,2,0,1,4,4,
632523247,13,6,2,1,0,0,3,0,3,3,2,0,2,1,1,0,0,3,4,
632523248,10,8,0,3,3,3,1,0,2,1,3,1,3,0,2,2,3,0,5,1,
632523249,5,5,2,1,2,0,2,1,0,3,0,0,2,2,1,1,5,1,7,1,
632523250,8,2,1,0,0,3,1,0,1,2,0,1,2,1,0,0,0,2,5,1,
632523251,14,7,5,4,1,0,1,1,1,3,4,1,3,1,1,4,0,0,7,2,
632523252,5,8,1,1,2,2,0,1,1,2,0,0,1,0,1,0,2,1,6,3,
632523253,7,3,2,0,2,2,2,4,0,2,3,3,0,3,0,4,3,1,9,3,
632523254,12,11,0,5,1,0,1,1,0,2,1,1,0,0,0,0,0,2,7,1,
632523255,9,8,1,0,0,1,2,2,1,4,4,0,2,2,0,1,0,1,2,2,
632523256,10,1,1,1,0,2,2,2,2,0,2,2,3,1,0,0,0,0,5,3,
632523257,13,7,4,3,0,0,2,0,2,2,4,0,1,0,0,1,0,0,10,3,
632523258,12,10,0,5,0,1,1,0,2,3,2,0,0,1,0,3,1,2,6,2,
632523259,16,5,2,2,2,2,2,2,0,4,1,2,1,2,0,1,0,3,8,2,
632523260,18,7,4,0,0,0,2,0,1,4,1,1,1,0,0,2,0,1,5,1,
632523261,11,9,3,2,2,4,2,1,0,2,0,1,0,1,0,0,2,2,2,4,
632523262,10,9,2,0,2,1,3,1,1,0,1,0,0,0,0,0,1,1,5,2,
632523263,14,8,1,1,4,6,2,3,1,0,1,2,2,0,1,1,0,4,10,
632523264,8,9,2,0,3,1,4,0,2,4,1,3,1,0,2,2,0,0,9,2,
632523265,15,8,3,2,2,2,2,5,2,6,1,0,6,0,0,0,1,1,3,1,
632523266,10,8,3,3,1,3,1,1,1,1,0,1,1,0,1,0,1,1,1,2,
632523267,7,11,5,1,1,0,2,0,2,2,2,1,0,2,0,1,1,2,3,1,
632523268,8,13,1,0,3,1,5,1,3,2,3,0,2,2,0,2,1,1,8,1,
632523269,12,17,1,4,0,1,1,1,2,3,1,0,0,2,0,2,0,0,4,
632523270,16,3,2,0,4,2,0,1,0,4,2,0,3,0,0,0,0,3,7,2,
632523271,9,6,3,3,0,1,1,0,1,1,1,3,3,2,1,0,2,4,8,1,
632523272,13,10,2,2,1,2,1,2,4,1,2,1,0,1,0,0,2,0,5,2,
632523273,12,7,0,4,2,1,2,2,2,6,0,1,0,0,1,0,3,2,8,1,
632523274,7,15,2,2,0,2,4,1,2,0,2,0,2,1,0,0,3,1,4,1,
632523275,8,5,1,2,3,2,1,1,0,6,3,2,1,1,1,2,0,1,3,
632523276,14,9,1,1,2,1,2,2,0,4,4,0,0,0,0,2,1,1,3,2,
632523277,14,5,2,0,1,2,2,0,2,3,0,2,0,0,2,1,0,0,2,2,
632523278,13,8,0,0,0,1,5,0,5,6,2,0,1,0,0,1,1,0,4,3,
632523279,10,10,2,0,0,0,4,2,0,2,3,0,0,1,0,1,0,2,8,3,
632523280,11,7,2,4,0,2,1,0,3,4,3,1,0,0,0,1,0,1,2,6,
632523281,14,7,4,2,1,2,0,4,2,4,2,1,3,0,1,1,2,2,4,2,
632523282,8,8,1,4,0,2,3,0,2,7,2,0,0,2,0,2,1,1,7,
632523283,7,8,1,3,3,1,1,0,1,6,1,1,2,2,0,3,0,0,5,3,
632523284,13,10,1,3,0,3,1,2,6,2,4,1,0,1,0,1,0,0,3,1,
632523285,19,11,0,0,2,1,1,0,4,2,6,1,1,1,1,0,3,1,1,3,
632523286,9,8,1,2,0,5,3,0,0,1,0,5,0,1,0,0,0,1,6,1,
632523287,8,6,2,6,0,0,0,3,2,4,3,0,4,2,1,1,3,3,7,1,
632523288,11,12,0,2,0,5,1,2,2,2,2,0,2,0,0,0,2,0,5,
632523289,19,5,0,2,0,1,1,2,1,2,1,2,2,1,1,0,1,1,5,1,
632523290,9,5,2,2,3,3,1,2,4,2,4,0,3,2,0,0,1,0,3,2,
632523291,15,3,2,1,1,1,2,1,2,2,1,1,4,1,0,2,3,0,4,1,
632523292,20,7,2,5,2,2,3,2,0,5,3,3,4,1,0,0,2,1,8,
632523293,12,2,2,4,3,2,1,2,3,4,4,5,1,0,3,2,1,1,5,3,
632523294,14,10,2,3,0,3,0,0,3,2,1,0,3,0,0,1,1,1,8,
632523295,17,3,2,1,0,0,1,0,0,3,6,1,3,1,2,3,2,2,3,3,
632523296,22,6,0,1,2,2,3,0,3,0,1,0,3,0,0,1,0,3,2,1,
632523297,13,6,0,3,2,1,2,0,2,4,2,0,1,1,0,1,0,3,5,1,
632523298,19,8,1,4,0,2,2,0,1,4,2,2,4,2,2,1,1,0,9,
632523299,13,5,2,3,2,2,3,1,1,2,2,0,0,1,1,1,2,1,6,4,
632523300,12,5,2,1,1,3,3,1,2,4,2,0,3,1,1,0,1,1,4,
632523301,11,8,1,0,1,1,2,1,1,3,1,0,1,0,0,1,0,0,6,
632523302,6,10,0,2,3,1,2,2,0,3,3,0,0,0,1,3,0,3,5,
632523303,3,8,0,3,2,0,1,2,3,2,2,0,2,1,0,2,4,5,4,2,
632523304,15,7,3,1,2,2,1,1,2,2,2,6,1,3,1,3,1,1,9,1,
632523305,16,9,1,0,0,4,1,2,0,2,1,1,1,0,0,3,0,0,9,1,
632523306,15,4,1,0,0,2,0,1,1,0,3,1,2,2,1,1,0,1,5,2,
632523307,17,3,4,2,0,2,1,1,1,6,1,1,2,0,1,0,3,1,8,3,
632523308,8,7,2,3,1,5,1,1,0,4,1,0,3,0,0,0,1,3,5,3,
632523309,13,6,3,1,0,3,4,0,0,2,0,1,2,3,0,2,2,1,4,3,
632523310,14,8,0,1,1,1,1,0,1,1,2,2,0,1,1,0,1,1,11,3,
632523311,13,5,1,2,2,1,1,0,1,3,3,0,1,2,0,2,0,2,7,
632523312,13,4,3,0,1,3,1,1,0,3,3,1,2,1,1,0,2,2,4,2,
632523313,15,3,4,1,1,2,0,0,1,0,1,1,0,1,1,1,3,0,6,1,
632523314,10,7,1,2,2,0,1,0,3,3,3,0,2,1,1,2,1,1,3,
632523315,11,7,0,1,0,2,0,2,0,2,0,0,2,0,0,1,2,1,1,2,
632523316,15,6,2,2,2,1,4,2,2,0,3,0,2,1,0,1,0,1,5,2,
632523317,18,9,2,2,1,0,1,1,2,1,2,1,2,0,0,0,2,0,2,4,
632523318,13,7,2,2,1,3,0,0,4,4,2,0,2,0,2,0,2,0,3,5,
632523319,18,8,0,1,4,2,0,1,2,4,1,1,0,0,1,2,2,0,6,4,
632523320,16,8,2,3,0,3,3,2,3,3,5,0,1,1,0,1,0,2,4,2,
632523321,9,4,1,2,1,1,1,2,2,6,4,0,1,2,0,0,1,4,5,5,
632523322,8,4,2,5,1,1,2,3,3,4,4,0,1,1,1,0,0,1,6,2,
632523323,12,12,2,2,0,0,4,0,1,6,5,0,1,2,1,0,1,1,5,
632523324,16,6,1,2,3,2,4,3,1,2,3,1,0,5,1,0,0,3,6,1,
632523325,10,9,3,2,0,0,4,1,1,3,2,0,3,0,1,0,0,2,7,1,
632523326,19,9,1,2,1,4,1,0,2,1,3,3,1,1,3,0,1,3,8,
632523327,10,7,2,3,1,1,3,1,2,1,2,1,2,1,0,4,1,1,10,3,
632523328,20,5,0,1,0,2,6,0,5,2,1,2,1,0,0,5,0,2,8,2,
632523329,12,6,3,2,3,0,2,3,3,1,0,1,2,0,0,0,0,1,8,3,
632523330,7,11,1,0,1,1,3,1,2,1,4,0,3,0,0,0,1,1,11,1,
632523331,13,8,0,0,1,1,2,0,2,3,1,0,4,0,3,2,0,2,5,3,
632523332,13,5,3,1,3,3,3,0,2,2,1,1,1,0,0,1,2,1,7,
632523333,13,5,0,2,2,2,2,2,3,3,2,1,4,0,1,0,2,1,4,2,
632523334,6,8,1,3,4,0,3,3,3,5,3,1,1,1,0,2,1,3,6,1,
632523335,14,7,1,0,3,4,1,2,0,6,2,2,4,1,0,2,0,2,7,3,
632523336,7,10,2,4,3,0,2,5,1,4,2,3,3,0,1,1,0,3,9,
632523337,11,4,3,1,2,2,3,1,1,5,3,0,1,1,0,0,0,4,3,2,
