deviceID,total points,overflow points,overflow percentage, overflow time(ms)
630102001,99,51,0.5151515151515151,358694868
630102301,102,50,0.49019607843137253,357182258
630102302,104,61,0.5865384615384616,432019850
630102303,80,33,0.4125,230918638
630102304,103,44,0.42718446601941745,310307536
630102305,116,50,0.43103448275862066,355522428
630102306,114,68,0.5964912280701754,479189861
630102307,99,56,0.5656565656565656,395696976
630102308,91,40,0.43956043956043955,280786660
630102309,99,45,0.45454545454545453,316623178
630102310,102,53,0.5196078431372549,367022263
630102311,104,57,0.5480769230769231,400054822
630102312,109,54,0.4954128440366973,382226946
630102313,111,55,0.4954954954954955,382813622
630102314,119,56,0.47058823529411764,394542695
630102315,111,53,0.4774774774774775,378333005
630102316,111,40,0.36036036036036034,282075617
630102317,97,51,0.5257731958762887,359797706
630102318,116,62,0.5344827586206896,422389688
630102319,108,54,0.5,378226413
630102320,99,41,0.41414141414141414,288183587
630102321,93,55,0.5913978494623656,383030318
630102322,111,54,0.4864864864864865,383748799
630102323,104,45,0.4326923076923077,318366764
630102324,91,51,0.5604395604395604,358619040
630102325,104,64,0.6153846153846154,449841357
630102326,94,42,0.44680851063829785,297607925
630102327,105,52,0.49523809523809526,372506683
630102328,119,52,0.4369747899159664,366558505
630102329,103,49,0.47572815533980584,346128247
630102330,103,55,0.5339805825242718,387711539
630102331,106,44,0.41509433962264153,309451072
630102332,94,50,0.5319148936170213,351762300
630102333,120,62,0.5166666666666667,439074522
630102334,99,35,0.35353535353535354,248892164
630102335,95,53,0.5578947368421052,366825754
630102336,109,60,0.5504587155963303,418822210
630102337,101,50,0.49504950495049505,351999553
630102338,111,58,0.5225225225225225,405931758
630102339,101,50,0.49504950495049505,353473098
630102340,98,58,0.5918367346938775,403582023
630102341,121,57,0.47107438016528924,405631038
630102342,103,48,0.46601941747572817,337791749
630102401,92,43,0.4673913043478261,304662372
630102402,112,58,0.5178571428571429,411537203
630102403,103,47,0.4563106796116505,334014171
630102404,108,50,0.46296296296296297,355126183
630102405,119,61,0.5126050420168067,431465194
630102406,107,56,0.5233644859813084,395746752
630102407,103,48,0.46601941747572817,340687283
630102501,120,66,0.55,467384783
630102502,96,43,0.4479166666666667,304660888
630102503,93,42,0.45161290322580644,297317830
630102504,94,44,0.46808510638297873,310226998
630102505,110,50,0.45454545454545453,351993989
630102506,110,43,0.39090909090909093,304300697
630102507,109,53,0.48623853211009177,377219250
630102508,111,48,0.43243243243243246,339385763
630102509,104,52,0.5,369858143
630102510,112,56,0.5,395514023
630102511,104,59,0.5673076923076923,415830314
630102512,113,52,0.46017699115044247,369996714
630102513,104,57,0.5480769230769231,396818050
630102601,108,56,0.5185185185185185,392073541
630102701,95,56,0.5894736842105263,387951480
630102702,97,45,0.4639175257731959,315074570
630102703,97,49,0.5051546391752577,337841644
630102704,90,37,0.4111111111111111,265355214
630102705,111,60,0.5405405405405406,424695446
630102706,98,55,0.5612244897959183,382078152
630102707,96,51,0.53125,350576959
630102708,88,40,0.45454545454545453,279139364
630102709,94,44,0.46808510638297873,299965448
630102710,111,59,0.5315315315315315,414985132
630102901,82,44,0.5365853658536586,313174063
