,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,0,15,29,1,
630102301,4,16,32,2,
630102302,1,17,37,
630102303,0,25,29,3,
630102304,2,13,37,3,
630102305,0,14,38,
630102306,1,11,28,1,
630102307,3,14,31,2,
630102308,1,28,22,
630102309,2,20,25,
630102310,0,18,27,3,
630102311,0,21,22,
630102312,1,11,27,1,
630102313,0,16,28,1,
630102314,0,20,18,1,
630102315,1,18,31,5,
630102316,0,24,24,
630102317,0,10,26,2,
630102318,0,17,26,2,
630102319,0,28,28,2,
630102320,2,17,35,1,
630102321,0,6,33,2,
630102322,0,18,31,5,
630102323,0,15,36,1,
630102324,0,13,32,2,
630102325,0,12,38,3,
630102326,0,19,29,1,
630102327,2,19,43,4,
630102328,0,10,24,5,
630102329,0,15,29,3,
630102330,0,13,28,2,
630102331,1,13,28,3,
630102332,2,12,20,2,
630102333,0,15,27,4,
630102334,0,13,38,2,
630102335,3,25,31,4,
630102336,0,23,33,4,
630102337,0,28,27,2,
630102338,2,19,41,4,
630102339,0,17,31,2,
630102340,2,21,28,2,
630102341,0,17,33,3,
630102342,2,22,37,1,
630102401,0,21,24,5,
630102402,0,14,38,3,
630102403,0,12,30,1,
630102404,0,18,22,4,
630102405,2,11,37,1,
630102406,0,14,25,2,
630102407,1,11,30,5,
630102501,0,15,27,3,
630102502,3,17,33,
630102503,2,26,32,5,
630102504,0,17,32,1,
630102505,1,30,29,5,
630102506,8,12,32,
630102507,4,21,28,
630102508,3,12,27,5,
630102509,1,17,34,1,
630102510,0,22,23,2,
630102511,0,17,26,1,
630102512,1,14,39,5,
630102513,0,14,29,1,
630102601,1,19,17,3,
630102701,0,18,29,2,
630102702,0,10,31,3,
630102703,1,15,28,
630102704,1,20,33,2,
630102705,0,15,27,1,
630102706,4,12,29,
630102707,0,22,34,
630102708,1,12,26,3,
630102709,4,9,29,1,
630102710,0,16,37,4,
630102901,0,11,27,2,
632523101,0,18,18,1,
