deviceID,total points,overflow points,overflow percentage, overflow time(ms)
630102001,89,31,0.34831460674157305,1928689893
630102301,89,23,0.25842696629213485,1439465574
630102302,86,23,0.26744186046511625,1419500923
630102303,80,25,0.3125,1564121864
630102304,84,41,0.4880952380952381,2517331820
630102305,74,18,0.24324324324324326,1042409063
630102306,73,20,0.273972602739726,1194625054
630102307,74,21,0.28378378378378377,1280122356
630102308,83,25,0.30120481927710846,1532936565
630102309,93,29,0.3118279569892473,1753987956
630102310,90,37,0.4111111111111111,2325665222
630102311,83,25,0.30120481927710846,1538556667
630102312,66,23,0.3484848484848485,1401806020
630102313,83,22,0.26506024096385544,1342334304
630102314,105,32,0.3047619047619048,1962468089
630102315,71,22,0.30985915492957744,1337803720
630102316,103,24,0.23300970873786409,1464786155
630102317,89,23,0.25842696629213485,1428165797
630102318,80,29,0.3625,1766433651
630102319,91,28,0.3076923076923077,1732378850
630102320,99,32,0.32323232323232326,1991837551
630102321,90,33,0.36666666666666664,2010073773
630102322,81,10,0.12345679012345678,622316757
630102323,96,29,0.3020833333333333,1791808806
630102324,69,17,0.2463768115942029,1040591689
630102325,97,32,0.32989690721649484,1924078275
630102326,88,25,0.2840909090909091,1536384083
630102327,91,31,0.34065934065934067,1783803191
630102328,87,23,0.26436781609195403,1408841520
630102329,92,20,0.21739130434782608,1213821832
630102330,85,26,0.3058823529411765,1565805542
630102331,95,32,0.3368421052631579,1954583293
630102332,80,29,0.3625,1764776036
630102333,87,24,0.27586206896551724,1440366613
630102334,88,30,0.3409090909090909,1855936108
630102335,83,27,0.3253012048192771,1667948286
630102336,93,26,0.27956989247311825,1514675481
630102337,87,28,0.3218390804597701,1686717424
630102338,78,26,0.3333333333333333,1583145841
630102339,69,20,0.2898550724637681,1227795610
630102340,91,22,0.24175824175824176,1346774670
630102341,83,25,0.30120481927710846,1552638729
630102342,102,35,0.3431372549019608,2123402567
630102401,80,19,0.2375,1149515122
630102402,93,26,0.27956989247311825,1629269918
630102403,67,19,0.2835820895522388,1155667514
630102404,90,35,0.3888888888888889,2143973720
630102405,68,18,0.2647058823529412,1101032900
630102406,101,28,0.27722772277227725,1728367334
630102407,70,21,0.3,1310610441
630102501,78,22,0.28205128205128205,1370606881
630102502,74,24,0.32432432432432434,1463622696
630102503,79,25,0.31645569620253167,1512228365
630102504,90,31,0.34444444444444444,1890970877
630102505,87,16,0.1839080459770115,989051965
630102506,86,26,0.3023255813953488,1564906963
630102507,73,29,0.3972602739726027,1760125082
630102508,90,25,0.2777777777777778,1560112236
630102509,84,28,0.3333333333333333,1694317765
630102510,85,32,0.3764705882352941,1947233580
630102511,73,25,0.3424657534246575,1519421113
630102512,82,22,0.2682926829268293,1330726500
630102513,92,25,0.2717391304347826,1550241007
630102601,84,25,0.2976190476190476,1531446868
