,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,0,16,25,10,
630102301,5,7,33,10,
630102302,3,4,29,10,
630102303,5,6,26,8,
630102304,1,8,29,10,
630102305,0,2,35,9,
630102306,0,10,32,7,
630102307,0,6,27,11,
630102308,1,12,36,6,
630102309,0,3,33,8,
630102310,0,9,19,9,
630102311,0,5,37,12,
630102312,0,10,27,11,
630102313,1,11,26,14,
630102314,2,16,25,12,
630102315,0,9,30,17,
630102316,0,12,35,9,
630102317,0,7,25,11,
630102318,0,8,29,12,
630102319,0,6,34,8,
630102320,0,7,22,9,
630102321,0,15,22,15,
630102322,0,10,34,7,
630102323,0,5,32,11,
630102324,0,12,36,15,
630102325,0,4,22,6,
630102326,0,9,25,12,
630102327,0,8,43,10,
630102328,0,3,29,9,
630102329,1,7,24,16,
630102330,5,16,35,10,
630102331,1,12,20,7,
630102332,1,11,40,10,
630102333,0,9,51,4,
630102334,3,21,26,10,
630102335,5,12,24,8,
630102336,2,14,35,5,
630102337,3,10,31,5,
630102338,0,8,27,12,
630102339,0,7,28,1,
630102340,0,10,36,10,
630102341,2,19,27,9,
630102342,0,9,24,9,1,
630102401,1,7,33,10,
630102402,0,13,29,11,
630102403,0,9,31,3,
630102404,1,8,25,12,1,
630102405,0,11,31,8,
630102406,0,13,33,9,
630102407,0,6,39,3,
630102501,0,15,32,6,
630102502,3,9,40,5,
630102503,0,7,26,12,
630102504,0,8,30,7,
630102505,0,5,31,8,
630102506,0,6,26,12,
630102507,0,10,32,11,
630102508,0,8,30,9,
630102509,0,6,30,9,
630102510,1,7,29,7,
630102511,0,4,24,4,
630102512,0,2,34,11,
630102513,1,6,39,10,
630102601,0,4,32,12,
630102701,2,13,24,7,
630102702,0,9,30,9,
630102703,0,7,33,11,
630102704,0,2,28,3,
630102705,5,8,36,14,
630102706,0,12,26,7,
630102707,0,12,28,11,
630102708,0,13,44,8,
630102709,0,6,32,8,
630102710,0,6,22,11,
630102901,1,4,28,10,
632523101,0,10,18,12,
632523102,0,9,21,4,
632523103,1,8,29,6,
632523104,1,8,31,13,
632523105,2,9,28,6,
632523106,3,5,25,9,
632523107,1,5,19,10,
632523108,2,9,25,7,
632523109,1,9,28,8,
632523110,2,11,31,11,1,
632523111,2,7,27,10,
