deviceID,total points,overflow points,overflow percentage, overflow time(ms)
630102001,126,57,0.4523809523809524,267804832
630102301,112,58,0.5178571428571429,261437576
630102302,101,51,0.504950495049505,260708040
630102303,109,45,0.41284403669724773,196704585
630102304,107,54,0.5046728971962616,251185905
630102305,108,51,0.4722222222222222,226728747
630102306,126,63,0.5,301649601
630102307,133,66,0.49624060150375937,304920899
630102308,119,60,0.5042016806722689,270885064
630102309,122,46,0.3770491803278688,208581148
630102310,107,58,0.5420560747663551,277538876
630102311,99,52,0.5252525252525253,235160334
630102312,111,59,0.5315315315315315,275284437
630102313,120,57,0.475,274866717
630102314,94,37,0.39361702127659576,170746935
630102315,118,54,0.4576271186440678,243921449
630102316,117,48,0.41025641025641024,231541985
630102317,110,58,0.5272727272727272,269345159
630102318,117,64,0.5470085470085471,301300090
630102319,126,57,0.4523809523809524,278913424
630102320,124,67,0.5403225806451613,303678862
630102321,115,62,0.5391304347826087,272761284
630102322,105,52,0.49523809523809526,239869107
630102323,93,42,0.45161290322580644,191810858
630102324,109,54,0.4954128440366973,251262335
630102325,123,69,0.5609756097560976,340595965
630102326,129,60,0.46511627906976744,295247367
630102327,123,64,0.5203252032520326,295932243
630102328,103,46,0.44660194174757284,202712404
630102329,106,41,0.3867924528301887,187370918
630102330,112,52,0.4642857142857143,238291220
630102331,115,61,0.5304347826086957,282982573
630102332,124,57,0.4596774193548387,268951487
630102333,122,56,0.45901639344262296,258127514
630102334,105,51,0.4857142857142857,234918997
630102335,102,55,0.5392156862745098,261526141
630102336,112,55,0.49107142857142855,250955043
630102337,116,50,0.43103448275862066,230544783
630102338,127,69,0.5433070866141733,321054140
630102339,125,60,0.48,255715060
630102340,114,49,0.4298245614035088,240089871
630102341,104,59,0.5673076923076923,256595004
630102342,105,45,0.42857142857142855,213189966
630102401,118,54,0.4576271186440678,253010382
630102402,120,58,0.48333333333333334,259294964
630102403,105,50,0.47619047619047616,238832360
630102404,122,59,0.48360655737704916,272748190
