,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,35,8,1,
630102301,27,5,1,
630102302,36,14,
630102303,30,11,
630102304,32,11,1,
630102305,33,9,
630102306,23,8,1,
630102307,29,6,2,
630102308,36,9,
630102309,38,3,0,1,
630102310,41,11,2,
630102311,25,7,
630102312,34,8,
630102313,26,14,2,
630102314,34,12,
630102315,29,11,
630102316,30,7,1,
630102317,34,12,2,
630102318,32,11,1,
630102319,35,10,
630102320,27,9,
630102321,31,11,1,
630102322,40,7,
630102323,38,4,
630102324,25,12,1,
630102325,35,10,
630102326,25,10,1,
630102327,25,8,1,
630102328,22,11,
630102329,33,10,0,0,1,
630102330,25,14,
630102331,36,7,
630102332,29,8,
630102333,27,9,
630102334,29,8,1,
630102335,35,6,
630102336,30,9,
630102337,29,9,
630102338,28,11,1,
630102339,26,16,1,
630102340,24,6,3,
630102341,34,8,
630102342,32,6,0,1,
630102401,28,13,
630102402,23,6,
630102403,30,4,
630102404,37,13,
630102405,32,14,
630102406,36,9,
630102407,29,11,
630102501,33,6,
630102502,23,12,
630102503,32,6,
630102504,31,8,
630102505,29,6,1,
630102506,26,9,1,
630102507,25,7,
630102508,36,6,
630102509,31,6,1,
630102510,28,10,1,
630102511,27,7,
630102512,26,6,
630102513,28,11,
630102601,32,11,
630102701,24,10,1,
630102702,25,15,
630102703,39,5,1,0,1,
630102704,31,11,
630102705,41,12,
630102706,28,13,
630102707,39,10,2,
630102708,31,9,1,
630102709,25,14,
630102710,36,11,
630102901,16,15,
632523101,29,7,
632523102,35,4,
632523103,34,8,
632523104,23,10,0,1,
632523105,21,14,1,
632523106,23,5,
632523107,22,4,
632523108,32,8,
632523109,29,14,
632523110,28,7,
632523111,25,5,
632523112,26,12,
632523113,18,8,
632523114,22,9,
632523115,26,8,1,
632523116,18,11,
632523117,18,9,
632523118,21,12,1,
632523119,37,19,1,
632523120,24,6,
632523121,19,6,1,
632523122,20,10,1,
632523123,30,5,
632523124,26,7,
632523125,26,8,
632523126,28,9,
632523127,29,9,
632523128,26,9,
632523129,23,11,1,
632523130,27,3,
632523131,28,10,1,
632523132,37,15,
632523133,26,10,1,
632523134,29,10,
632523135,27,7,0,1,
632523136,32,7,1,
632523137,28,5,1,
632523138,30,13,
632523139,30,7,1,
632523140,31,9,
632523141,23,10,2,
632523142,29,18,1,
632523143,26,10,
632523144,26,12,
632523145,29,11,
632523146,29,9,
632523147,26,7,
632523148,23,8,
632523149,16,6,
632523150,29,14,1,
632523151,24,5,
632523152,35,5,
632523153,26,11,0,1,
632523154,21,10,1,
632523155,29,8,
632523156,20,9,1,
632523157,27,4,
632523158,25,14,
632523159,27,9,
632523160,28,9,
632523161,24,5,1,
632523162,30,6,
632523163,37,11,1,
632523164,33,9,
632523165,30,14,1,
632523166,36,4,1,
632523167,21,4,
632523168,30,7,
632523169,31,8,1,
632523170,27,13,
632523171,21,5,
632523172,36,8,
632523173,35,6,1,
632523174,26,6,
632523175,29,4,
632523176,29,6,
632523177,29,15,2,
632523178,24,4,
632523179,19,6,
632523180,22,3,
632523181,21,14,
632523182,26,9,1,
632523183,27,14,
632523184,27,8,
632523185,33,11,1,
632523186,28,5,
632523187,26,7,
632523188,32,2,
632523189,33,5,
632523190,28,7,
632523191,35,4,
632523192,29,9,1,
632523193,32,6,
632523194,32,13,
632523195,26,9,2,
632523196,32,9,
632523197,27,17,1,
632523198,34,5,
632523199,20,7,1,
632523200,18,8,
632523201,22,5,
632523202,24,9,
632523203,30,8,
632523204,22,8,1,
632523205,31,5,2,
632523206,35,8,
632523207,24,9,
632523208,36,14,1,
632523209,27,5,
632523210,28,8,
632523211,24,6,
632523212,29,8,2,
632523213,27,4,
632523214,34,12,
632523215,33,12,1,
632523216,26,5,
632523217,25,10,
632523218,27,5,
632523219,25,8,
632523220,23,16,
632523221,24,8,1,
632523222,26,6,
632523223,27,11,2,
632523224,28,6,
632523225,20,9,1,
632523226,28,10,2,
632523227,22,9,
632523228,25,3,1,
632523229,24,3,
632523230,31,11,1,
632523231,29,7,
632523232,24,7,
632523233,22,13,
632523234,30,13,
632523235,22,9,
632523236,24,9,0,1,
632523237,26,14,
632523238,21,12,
632523239,27,3,
632523240,30,14,1,1,
632523241,25,8,
632523242,26,11,
632523243,28,10,
632523244,39,9,
632523245,38,11,
632523246,28,13,
632523247,35,3,
632523248,26,15,
632523249,31,8,
632523250,35,5,1,
632523251,25,5,
632523252,41,4,1,
632523253,27,11,
632523254,28,12,
632523255,25,12,
632523256,17,12,
632523257,32,7,
632523258,25,9,
632523259,35,8,
632523260,29,12,
632523261,27,9,1,
632523262,36,4,1,
632523263,25,10,
632523264,24,10,1,
632523265,33,9,
632523266,15,10,
632523267,37,5,
632523268,25,14,
632523269,28,11,1,
632523270,33,8,
632523271,22,7,1,
632523272,26,12,
632523273,30,11,2,
632523274,24,2,
632523275,30,4,
632523276,28,9,
632523277,39,6,
632523278,22,14,
632523279,21,9,
632523280,22,13,
632523281,30,11,
632523282,27,7,
632523283,21,6,
632523284,30,5,1,
632523285,26,9,2,
632523286,25,9,1,
632523287,35,9,
632523288,26,12,1,
632523289,27,15,
632523290,23,12,
632523291,32,4,
632523292,32,12,1,
632523293,19,8,1,
632523294,30,4,
632523295,27,8,1,
632523296,26,10,
632523297,24,7,
632523298,25,9,
632523299,21,11,
632523300,34,6,
632523301,37,9,
632523302,36,3,
632523303,26,11,
632523304,21,9,
632523305,26,9,1,
632523306,30,8,1,
632523307,27,5,1,1,
632523308,29,9,
632523309,16,5,1,1,
632523310,18,6,
632523311,26,12,
632523312,34,13,
632523313,26,1,
632523314,30,6,2,
632523315,22,10,
632523316,25,7,
632523317,17,14,
632523318,20,10,
632523319,28,7,
632523320,25,10,
632523321,30,9,
632523322,39,5,
632523323,33,13,
632523324,33,8,
632523325,21,6,1,
632523326,22,9,1,
632523327,29,7,1,
632523328,23,8,
632523329,24,14,1,
632523330,24,10,
632523331,26,11,0,1,
632523332,14,8,
632523333,31,3,
632523334,25,4,
632523335,31,4,1,
632523336,34,12,
632523337,32,9,
632523338,27,7,1,
632523339,27,8,
632523340,20,14,1,
632523501,35,12,
632523502,30,11,1,
632523503,29,12,
632523504,25,13,1,
632523505,25,5,3,
632523506,34,7,
632523507,34,8,
632523508,28,10,
632523509,26,9,
632523510,36,6,
632523511,32,11,1,
632523512,30,9,
632523513,22,4,1,
632523514,33,7,2,
632523515,34,10,
632523516,20,13,1,
632523517,28,8,2,
632523518,27,14,
632523519,31,8,
632523520,27,15,
632523521,38,14,
632523522,35,6,
632523523,26,4,
632523524,27,13,
632523525,30,5,0,1,
632523526,22,9,
632523527,29,12,
632523528,19,11,
632523529,37,11,1,
632523530,35,11,1,1,
632523531,21,11,1,
632523532,28,12,
632523533,25,7,1,
632523534,30,8,1,
632523535,25,8,1,
632523536,23,9,1,
632523537,31,4,
632523538,26,8,
632523539,25,5,
632523540,30,10,
632523601,28,13,
632523602,22,7,0,1,
632523603,26,9,
632523604,29,4,1,
632523605,30,6,1,
632523606,33,9,
632523607,20,11,1,
632523608,16,5,
632523609,23,4,
632523610,26,9,
632523611,25,11,1,
632523612,29,7,
632523613,24,8,1,
632523614,18,6,
632523615,30,7,
632523616,23,13,1,
632523617,30,9,1,
632523618,39,7,1,
632523619,31,10,
632523620,34,7,
632523901,26,8,1,
632523902,14,4,
632523903,32,5,
632523904,13,5,
632523905,34,7,1,
632523906,24,6,1,
632523907,30,14,1,
632523908,43,7,
632523909,35,13,
632523910,34,7,
632524201,13,
632524202,19,
632524203,20,
632524204,11,
632524205,24,
632524206,9,
632524207,16,
632524208,20,
632524209,7,
632524210,19,
632524211,21,
632524212,21,
632524501,14,
632524502,11,
632525001,14,
632525002,16,
632525003,20,
632525004,11,
632525005,17,
632525006,13,
632525007,9,
632525008,22,
632525009,15,
632525010,23,
632525011,21,
632525012,16,
632525013,13,
632525014,18,
632525015,11,
632525016,11,
632525017,13,
632525018,18,
632525019,8,
632525020,9,
632525021,16,
632525022,13,
632525023,15,
632525024,13,
632525025,18,
632525026,17,
632525027,13,
632525028,16,
632525029,14,
632525030,15,
632525031,11,
632525032,11,
632525033,18,
632525034,13,
632525035,12,
632525036,11,
632525037,25,
632525038,18,
632525039,30,
632525040,27,
632525041,31,
632525042,17,
632525043,18,
632525044,12,
632525045,14,
632525046,10,
632525047,12,
632525048,15,
632525049,15,
632525050,14,
632525051,11,
632525052,14,
632525053,27,
632525054,13,
632525055,10,
632525056,8,
632525057,22,
632525058,22,
632525059,18,
632525060,17,
632525061,20,
632525062,14,
632525063,17,
632525064,14,
632525065,12,
632525066,14,
632525067,11,
632525068,11,
632525069,7,
632525070,17,
632525071,11,
632525072,8,
632525073,19,
632525074,22,
632525075,19,
632525076,18,
632525077,13,
632525078,19,
632525079,16,
632525080,13,
632525081,11,
632525082,9,
632525083,16,
632525084,8,
632525085,27,
632525086,10,
632525087,19,
632525088,9,
632525089,8,
632525090,15,
632525091,9,
632525092,13,
632525093,8,
632525094,21,
632525095,4,
632525096,15,
632525097,23,
632525098,17,
632525099,29,
632525100,20,
632525101,12,
632525102,16,
632525103,21,
632525104,9,
632525105,17,
632525106,14,
632525107,10,
632525108,13,
632525109,15,
632525110,11,
632525111,15,
632525112,10,
632525113,7,
632525114,11,
632525115,18,
632525116,16,
632525117,6,
632525118,13,
632525119,12,
632525120,17,
632525121,17,
632525122,17,
632525123,15,
632525124,19,
632525125,19,
632525126,17,
632525127,20,
632525128,18,
632525129,13,
632525130,23,
632525131,16,
632525132,15,
632525133,13,
632525134,19,
632525135,17,
632525136,15,
632525137,21,
632525138,12,
632525139,19,
632525140,12,
632525141,12,
632525142,11,
632525143,16,
632525144,19,
632525145,16,
632525146,15,
632525147,12,
632525148,10,
