,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,29,3,
630102301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28,4,
630102302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,42,5,
630102303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,5,
630102304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,38,8,
630102305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,6,
630102306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,10,
630102307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,7,
630102308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43,8,
630102309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,51,9,
630102310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,27,4,
630102311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39,3,
630102312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,39,10,
630102313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,45,8,
630102314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,31,6,
630102315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,37,3,
630102316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,32,6,
630102317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,6,
630102318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,31,4,
630102319,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,9,
630102320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,41,6,
630102321,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,44,4,
630102322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,51,8,
630102323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,39,4,
630102324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,26,1,
630102325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,41,2,
630102326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,3,
630102327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,41,1,
630102328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,35,11,
630102329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,48,6,
630102330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,7,
630102331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,48,4,
630102332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,37,5,
630102333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49,10,
