,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
632523608,7,9,0,9,4,10,4,
632523609,4,6,10,9,4,10,
632523610,4,6,4,5,5,3,6,
632523611,5,4,7,7,5,6,2,
632523612,5,5,9,11,4,6,2,
632523613,2,5,5,6,8,1,3,
632523614,5,5,14,4,8,11,1,
632523615,5,8,2,7,5,5,3,
632523616,6,10,3,6,4,4,4,
632523617,10,9,6,3,7,5,2,
632523618,6,3,11,6,8,10,2,
632523619,5,2,5,6,13,6,7,
632523620,7,9,5,4,11,7,3,
632523901,8,10,5,8,8,13,3,
632523902,5,10,5,13,4,12,
632523903,5,11,9,8,6,12,
632523904,7,2,7,6,9,6,4,
632523905,9,4,7,8,9,7,3,
632523906,6,5,3,6,8,4,1,
632523907,7,7,3,3,10,5,3,
632523908,4,7,3,6,13,7,4,
632523909,3,10,9,9,4,10,5,
632523910,4,11,6,5,11,6,
632524201,5,5,9,7,8,6,3,
632524202,15,8,3,9,7,11,
632524203,3,12,9,1,10,8,3,
632524204,12,4,6,9,13,7,2,
632524205,5,10,2,5,9,9,
632524206,5,6,13,5,4,6,3,
632524207,8,9,9,5,7,7,4,
632524208,5,8,9,5,6,10,4,
632524209,1,6,3,8,8,9,2,
632524210,3,9,8,7,2,11,4,
632524211,5,5,8,9,10,8,4,
632524212,8,7,11,5,7,4,6,
632524213,7,4,3,3,8,5,3,
632524214,10,7,5,7,9,11,2,
632524215,4,10,8,6,10,8,1,
632524216,9,7,5,6,8,5,5,
632524217,8,6,8,10,9,8,4,
632524218,4,10,11,7,7,7,4,
632524219,7,8,5,6,11,9,1,
632524220,3,7,5,13,8,3,1,
632524221,7,8,8,7,6,8,2,
632524222,6,5,7,9,7,5,4,
632524223,3,7,3,5,7,10,1,
632524224,10,11,1,11,5,6,2,
632524225,3,9,9,3,9,11,2,
632524226,3,3,3,9,7,10,2,
632524227,8,8,7,3,4,10,4,
632524228,3,11,7,4,8,9,6,
632524229,10,9,4,5,5,13,2,1,
632524230,5,12,8,11,3,4,2,
632524231,5,5,7,7,7,7,4,
632524232,9,10,1,8,7,7,2,
632524233,12,6,1,13,12,5,5,
632524234,6,8,6,7,6,12,
632524235,15,15,2,5,9,7,4,
632524236,7,9,2,9,11,2,1,
632524237,4,4,8,7,12,14,4,
632524238,6,8,3,7,10,9,1,
632524239,12,3,5,6,8,10,5,
632524240,2,7,5,9,11,15,2,
632524241,7,9,6,7,7,7,
632524242,7,9,8,8,4,5,2,
632524243,7,4,5,4,6,10,2,
632524244,4,8,6,8,6,13,4,
632524245,5,7,7,4,13,2,2,
632524246,5,12,8,4,5,8,2,
632524247,7,10,2,8,7,10,3,
632524248,7,7,7,5,6,7,2,
632524249,5,7,2,6,11,4,4,
632524250,3,6,4,6,10,5,5,
632524251,3,9,5,4,11,6,1,
632524252,6,8,0,7,12,5,2,
632524253,2,12,7,4,9,2,6,
632524254,7,6,6,8,5,10,3,
632524255,4,15,3,6,5,6,4,
632524256,6,6,6,8,9,6,3,
632524257,5,9,3,6,8,10,1,
632524258,6,4,5,12,6,10,3,
632524259,10,5,10,2,11,5,6,
632524260,7,6,4,7,11,12,4,
632524261,8,4,8,7,5,11,5,
632524262,4,6,4,6,12,11,6,
632524263,5,15,9,3,9,4,
632524264,7,5,4,7,10,5,5,
632524265,1,5,4,7,7,5,
632524266,9,8,7,8,9,8,2,
632524267,6,6,9,6,6,5,3,
632524268,6,6,4,9,11,8,3,
632524269,2,5,6,4,9,4,2,1,
632524270,13,3,9,8,11,4,2,
632524271,6,4,10,10,10,10,1,
632524272,6,9,10,4,13,4,
632524273,2,7,9,4,14,7,1,
632524274,2,6,4,5,11,12,3,
632524275,11,6,12,7,3,7,3,
632524276,2,8,9,4,15,4,2,
632524277,4,15,5,6,7,6,1,
632524278,5,5,5,5,12,9,3,
632524279,8,3,6,8,8,5,3,1,
632524280,6,2,7,8,2,4,3,
632524281,5,6,5,7,6,10,4,
632524282,6,12,7,6,5,5,6,
632524283,3,8,4,5,4,9,5,
632524284,3,7,6,12,2,8,3,1,
632524285,1,8,11,3,11,2,1,
632524286,3,9,3,4,5,6,1,
632524287,5,4,5,7,10,8,4,
632524288,6,6,4,6,3,7,
632524289,10,2,6,8,6,12,3,
632524290,8,6,3,16,6,10,2,
632524291,4,11,5,8,9,9,4,
632524292,8,10,2,10,13,4,
632524293,5,8,7,11,10,9,4,
632524294,6,13,3,11,7,8,3,
632524295,8,3,4,8,9,7,4,1,
632524296,4,19,5,4,9,8,7,
632524297,5,12,7,7,9,11,3,
632524298,6,14,7,5,7,6,3,1,
632524299,6,8,7,4,12,5,4,
632524300,6,16,7,12,10,12,1,
632524301,5,8,6,10,11,6,2,
632524302,8,6,8,8,2,6,5,
632524303,7,6,2,7,8,5,3,
632524501,5,6,9,9,6,10,2,
632524502,5,7,6,3,10,10,2,
632524503,3,5,5,7,9,1,3,
632524504,8,5,4,4,11,9,2,
632524505,8,7,9,11,12,9,1,
632524506,5,10,7,5,5,4,3,
632524507,3,6,9,6,7,7,
632524508,7,9,5,6,5,7,
632524509,4,10,0,14,9,11,1,
632524510,5,7,8,5,10,9,
632524511,2,3,8,6,15,5,2,
632524512,6,10,6,6,8,4,2,
632524513,4,8,5,6,6,6,1,
632524514,2,7,7,4,4,9,6,
632524515,12,9,7,9,12,5,3,
632524516,6,9,8,4,9,6,5,
632524601,7,3,6,8,10,10,4,
632524602,8,10,5,8,8,10,5,
632524603,6,9,5,6,8,4,3,
632524604,4,6,10,4,9,4,2,
632524605,4,9,2,5,13,9,2,
632524606,5,6,13,4,8,11,1,
632524607,5,11,9,7,7,7,4,
632524608,1,8,10,3,6,12,4,
632524801,6,6,3,10,10,9,
632524901,4,8,7,8,10,4,
632525001,8,4,5,5,8,5,3,1,
632525002,9,7,7,9,8,5,1,
632525003,7,8,8,10,9,5,4,
632525004,4,2,4,3,13,8,2,
632525005,4,10,8,4,11,9,2,
632525006,7,7,7,4,10,7,2,
632525007,5,16,3,10,8,14,1,
632525008,5,5,6,8,7,4,
632525009,6,10,5,13,9,8,3,
632525010,12,7,4,6,9,11,
632525011,11,4,3,6,12,5,3,
632525012,9,2,7,7,4,5,5,
632525013,11,8,4,8,3,6,2,
632525014,6,9,4,9,16,8,2,
632525015,11,4,7,5,9,5,5,
632525016,9,11,8,12,14,4,3,
632525017,3,5,8,3,13,10,
632525018,2,3,9,4,7,4,
632525019,6,10,4,5,9,9,1,
632525020,8,11,3,7,5,8,2,
632525021,5,15,3,5,6,8,3,
632525022,3,14,2,6,9,7,3,
632525023,5,7,8,8,11,7,3,
632525024,6,9,8,4,6,7,5,1,
632525025,8,14,6,9,9,8,1,
632525026,8,8,9,2,8,3,4,
632525027,6,15,3,7,6,10,1,
632525028,4,6,5,6,7,8,1,
632525029,4,5,5,6,9,13,2,
632525030,3,9,3,2,13,6,2,1,
632525031,2,10,5,2,11,11,4,
632525032,5,8,5,8,7,7,2,2,
632525033,11,13,7,6,7,14,6,
632525034,6,2,5,5,6,5,4,
632525035,6,8,12,4,8,4,2,1,
632525036,11,11,3,8,8,11,7,
632525037,2,4,5,3,4,8,3,
632525038,1,10,6,5,3,8,2,
632525039,5,11,10,7,7,9,5,
632525040,3,11,7,6,3,5,7,
632525041,7,11,2,7,10,3,3,
632525042,8,8,5,7,11,9,4,
632525043,11,8,11,3,5,10,2,
632525044,8,7,2,9,8,4,4,
632525045,9,9,6,4,7,4,3,
632525046,4,8,5,6,4,7,4,
632525047,7,7,12,16,3,2,3,1,
632525048,10,12,7,8,7,7,1,
632525049,10,8,5,6,10,5,2,
632525050,7,2,3,7,9,6,1,1,
632525051,8,12,1,6,10,5,5,1,
632525052,6,4,3,5,10,7,
632525053,9,8,4,9,11,8,2,
632525054,2,10,9,5,14,12,2,
632525055,1,5,4,3,10,5,1,
632525056,1,14,2,6,9,4,1,
632525057,9,2,6,5,4,6,3,
632525058,6,12,4,5,9,7,7,
632525059,11,9,4,3,4,5,2,
632525060,7,18,4,9,6,7,4,
632525061,4,12,6,3,7,5,1,
632525062,3,4,4,4,4,9,3,1,
632525063,8,12,8,4,7,5,6,
632525064,2,6,2,12,4,10,5,
632525065,6,8,2,14,7,8,2,
632525066,5,6,7,7,12,7,2,
632525067,5,10,6,6,3,6,1,
632525068,8,8,7,3,6,9,5,
632525069,7,10,2,8,5,5,4,
632525070,5,7,7,5,9,8,3,
632525071,4,7,10,8,5,11,1,
632525072,5,7,2,9,16,3,4,
632525073,5,11,8,6,7,15,8,
632525074,12,8,4,8,6,15,2,
632525075,3,9,3,8,5,7,3,
632525076,3,10,8,6,9,8,5,1,
632525077,4,10,3,8,10,11,2,1,
632525078,7,11,4,11,8,11,5,
632525079,4,9,4,11,5,9,
632525080,4,15,4,6,8,12,0,1,
632525081,3,7,4,6,5,4,2,
632525082,5,8,5,7,16,5,
632525083,11,8,5,12,8,7,1,
632525084,3,13,7,3,11,7,
632525085,5,4,2,7,11,6,2,
632525086,13,11,2,9,9,8,3,
632525087,9,6,8,4,6,4,5,
632525088,4,14,0,7,10,5,5,1,
632525089,10,8,6,9,6,7,2,
632525090,5,5,7,5,8,9,
632525091,3,8,9,5,2,7,
632525092,7,5,2,8,3,3,
632525093,7,16,7,5,5,7,2,
632525094,4,9,7,5,14,9,3,
632525095,7,7,6,8,5,6,
632525096,5,9,10,3,6,5,2,
632525097,8,7,14,5,8,8,6,
632525098,4,2,3,5,9,6,3,1,
632525099,5,5,6,7,10,8,1,
632525100,8,8,3,3,9,8,5,
632525101,4,8,1,8,9,4,1,
632525102,9,3,6,6,10,6,2,
632525103,8,10,4,6,6,10,5,
632525104,4,3,4,11,7,8,2,
632525105,6,8,5,9,5,5,2,
632525106,3,9,5,3,9,5,3,
632525107,8,6,5,11,3,12,
632525108,6,4,2,9,3,2,6,
632525109,10,11,5,15,9,7,4,
632525110,5,9,3,5,8,10,8,
632525111,9,3,6,14,3,9,4,
632525112,10,9,6,8,9,7,2,
632525113,10,6,7,11,12,13,1,
632525114,9,11,1,2,8,8,
632525115,4,7,5,5,9,8,4,
632525116,5,5,8,8,9,8,4,
632525117,6,10,6,4,9,4,3,
632525118,3,8,6,5,7,6,4,
632525119,5,7,5,4,10,7,2,
632525120,5,9,3,7,10,10,1,
632525121,6,7,8,5,13,5,2,
632525122,2,3,9,9,10,4,1,
632525123,5,7,6,6,9,10,5,
632525124,7,12,8,8,6,11,2,1,
632525125,5,15,4,9,3,1,3,
632525126,8,10,5,5,9,6,7,
632525127,6,7,5,3,9,6,3,
632525128,7,10,7,7,6,11,1,
632525129,9,11,1,9,3,6,3,
632525130,10,8,5,7,11,10,3,
632525131,8,13,4,3,6,7,2,2,
632525132,3,5,9,6,6,10,4,
632525133,3,10,9,2,11,9,2,
632525134,11,5,5,8,8,4,2,
632525135,5,11,6,8,8,4,2,
632525136,2,6,6,5,5,5,4,
632525137,4,7,7,1,4,7,2,
632525138,4,7,7,10,2,4,2,
632525139,4,8,1,6,8,11,4,
632525140,11,6,0,7,5,9,2,
632525141,8,10,5,5,6,4,3,
632525142,7,7,6,6,4,6,2,
632525143,11,10,6,9,6,9,6,
632525144,4,13,2,4,7,7,1,
632525145,8,17,3,3,4,9,6,
632525146,4,10,8,9,7,6,4,
632525147,0,9,3,7,11,8,2,
632525148,9,5,7,6,11,12,
632525149,4,5,9,7,5,12,3,
632525150,2,4,3,10,10,2,5,
632525151,4,8,7,11,11,9,
632525152,9,4,4,7,6,10,1,1,
632525153,4,10,5,7,4,5,2,
632525154,3,9,8,5,6,6,4,
632525155,3,10,4,5,15,6,3,
632525156,8,6,11,5,10,5,3,
632525157,7,10,5,5,5,4,6,
632525158,3,10,6,7,8,6,1,
632525159,3,7,0,5,12,8,4,
632525160,5,8,5,5,4,7,3,
632525161,4,4,3,10,6,7,5,1,
632525162,8,5,9,9,3,8,5,
632525163,1,5,15,1,7,10,1,
632525164,4,13,10,5,8,5,3,
632525165,0,15,7,12,5,11,2,
632525166,4,11,1,4,9,5,3,
632525167,2,7,5,8,11,11,
632525168,5,9,6,8,9,12,
632525169,6,4,7,9,10,5,
632525170,7,3,7,6,9,15,4,
632525171,10,17,8,10,5,15,
632525172,4,6,2,6,13,8,1,
632525173,6,14,1,6,4,11,
632525174,7,6,4,8,4,5,4,
632525175,2,8,6,13,10,4,4,
632525176,9,9,8,13,10,5,4,
632525177,7,8,9,7,3,5,5,
632525178,3,3,4,7,10,7,3,
632525179,6,6,4,5,8,6,2,
632525180,8,3,9,6,7,10,4,
632525181,8,5,5,5,6,6,2,
632525182,3,10,6,9,12,5,1,
632525183,10,7,9,7,7,11,4,
632525184,3,9,7,10,9,9,3,
632525185,8,5,8,5,10,4,2,
632525186,6,13,3,8,9,12,1,
632525187,3,3,4,4,15,8,1,
632525188,6,11,3,5,6,9,2,
632525189,6,6,5,4,10,6,5,
632525190,11,12,11,1,7,8,
632525191,4,10,2,12,8,7,4,
632525192,4,5,0,11,12,11,
632525193,10,8,2,8,10,8,1,
632525194,6,12,4,9,7,3,6,
632525195,7,9,6,8,12,3,3,
632525196,6,5,5,7,6,9,3,
632525197,6,6,13,5,8,10,3,
632525198,2,5,5,12,5,11,2,1,
632525199,4,9,7,5,6,11,4,
632525200,2,5,5,12,6,6,4,
632525201,4,8,7,5,7,5,3,
632525202,5,4,11,5,5,10,2,
632525203,6,7,6,1,12,3,2,
632525204,3,8,9,5,6,4,1,
632525205,4,7,9,4,6,10,1,
632525206,3,3,6,7,6,8,5,
632525207,4,13,5,3,7,11,1,
632525208,2,10,4,3,7,6,3,
632525209,6,11,7,6,9,11,1,
632525210,7,6,4,7,5,10,3,
632525211,5,8,4,7,7,7,8,1,
632525212,5,6,6,8,8,6,6,
632525213,8,11,0,14,10,8,7,
632525214,3,11,10,5,12,13,6,
632525215,4,5,6,6,13,10,4,
632525216,8,16,6,3,10,11,2,1,
