,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,0,0,0,4,20,5,13,15,5,
630102301,0,0,0,19,10,7,11,11,11,
630102302,0,0,0,1,11,11,16,8,5,
630102303,0,1,0,2,13,8,11,13,7,
630102304,0,0,0,5,17,11,9,14,7,
630102305,0,0,0,3,12,4,9,12,4,
630102306,0,0,0,5,10,8,13,11,12,
630102307,0,0,0,7,14,10,4,10,8,
630102308,0,0,0,6,11,11,8,11,4,
630102309,0,1,0,3,12,12,11,15,12,
630102310,0,0,1,6,22,11,10,20,6,
630102311,0,1,0,10,13,9,9,25,7,
630102312,0,0,0,7,15,12,7,14,5,
630102313,0,0,0,6,13,6,7,10,5,
630102314,0,1,1,9,13,8,12,9,11,
630102315,0,0,0,7,6,9,5,11,8,
630102316,0,0,0,5,11,10,10,15,6,
630102317,0,0,0,5,17,7,10,13,10,
630102318,0,0,0,10,13,5,5,6,8,
630102319,0,0,0,10,9,9,11,17,4,
630102320,0,0,0,4,13,4,6,24,
630102321,0,0,0,6,18,10,6,17,5,
630102322,0,0,0,3,19,10,8,16,4,
630102323,0,0,0,4,9,9,8,16,4,
630102324,0,0,0,7,14,7,8,15,8,
630102325,0,0,3,2,12,11,7,10,7,
630102326,0,0,3,6,18,6,10,14,10,
630102327,0,0,0,5,13,3,10,9,4,
630102328,0,1,0,1,8,9,13,15,6,
630102329,0,0,0,3,7,10,9,6,8,
630102330,0,0,0,6,19,12,8,12,14,
630102331,0,0,0,4,12,8,10,16,4,
630102332,0,0,0,8,14,7,2,12,9,
630102333,0,0,0,5,8,10,12,14,11,
630102334,0,1,0,3,12,9,10,11,4,
630102335,0,0,0,8,18,3,12,17,9,
630102336,0,1,0,7,17,3,11,13,7,
630102337,0,0,4,1,10,8,12,19,4,
630102338,0,0,0,5,13,5,6,17,4,
630102339,0,1,0,7,8,6,7,14,5,
630102340,0,0,0,1,12,6,8,12,3,
630102341,0,0,1,8,9,11,5,7,7,
630102342,0,0,0,4,14,8,14,9,10,
630102401,0,0,0,9,13,5,8,7,4,
630102402,0,1,0,3,11,6,7,3,5,
630102403,0,0,0,7,13,8,7,16,5,
630102404,0,0,0,6,11,5,14,11,7,
630102405,0,0,0,5,12,6,8,12,11,
630102406,0,1,0,4,18,9,8,17,3,
630102407,0,0,0,9,4,7,10,15,4,
630102501,0,0,1,5,12,8,6,10,2,
630102502,0,0,0,8,8,4,6,13,10,
630102503,0,0,0,6,12,13,7,14,10,
630102504,0,0,0,7,13,6,7,10,7,
630102505,0,0,0,7,14,11,8,14,7,
630102506,0,1,0,5,16,10,7,13,5,
630102507,0,0,0,7,10,8,9,11,6,
630102508,0,0,0,6,12,6,9,13,11,
630102509,0,0,0,10,7,6,5,12,9,
630102510,0,0,0,8,15,13,15,16,6,
630102511,1,0,0,3,17,8,13,17,10,
630102512,0,0,0,4,6,15,7,13,5,
630102513,0,0,0,7,13,8,4,8,7,
630102601,0,0,0,6,9,8,9,17,7,
630102701,0,0,0,14,13,5,8,11,5,
630102702,0,0,0,5,17,8,8,9,11,
630102703,0,0,0,4,9,10,10,19,4,
630102704,0,0,0,9,9,11,9,8,6,
630102705,0,0,0,4,13,6,11,16,5,
630102706,0,0,1,7,6,10,9,9,11,
630102707,0,1,0,6,14,7,7,20,
630102708,0,0,0,6,14,9,7,9,7,
630102709,0,0,1,4,14,9,9,9,6,
630102710,0,0,0,8,19,6,4,8,1,
630102901,0,0,0,7,11,10,7,13,6,
632523101,0,0,1,4,13,9,4,14,3,
632523102,0,0,0,11,11,7,9,6,6,
632523103,0,0,0,9,5,8,9,8,3,
632523104,0,0,0,7,13,6,3,12,14,
632523105,0,0,2,3,6,6,12,8,9,
632523106,0,0,1,4,6,8,10,8,13,
632523107,0,0,0,8,4,8,7,11,3,
632523108,0,0,0,8,13,9,10,15,4,
632523109,0,0,0,11,12,7,7,14,6,
632523110,0,0,0,7,10,8,7,15,2,
632523111,0,0,1,10,9,10,14,19,3,
632523112,0,1,0,4,11,8,4,12,3,
632523113,0,0,0,12,10,8,5,17,6,
