,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,6,23,6,
630102301,3,40,6,
630102302,3,29,6,
630102303,4,41,4,
630102304,5,26,5,
630102305,12,23,9,
630102306,4,31,11,
630102307,7,22,9,
630102308,4,23,2,
630102309,5,38,6,
630102310,0,45,9,
630102311,5,25,3,
630102312,5,38,4,
630102313,7,32,2,
630102314,4,29,9,
630102315,5,29,5,
630102316,6,31,6,
630102317,12,29,4,
630102318,5,25,7,
630102319,2,36,12,
630102320,5,32,8,
630102321,1,32,10,
630102322,2,32,8,
630102323,10,27,2,
630102324,4,32,10,
630102325,4,37,11,
630102326,9,34,5,
630102327,7,43,3,
630102328,2,33,10,
630102329,0,30,6,
630102330,7,32,10,
630102331,6,29,4,
630102332,2,39,10,
630102333,4,23,6,
630102334,4,36,8,
630102335,4,25,8,
630102336,7,19,8,
630102337,8,20,4,
630102338,7,35,3,
630102339,5,26,5,
630102340,4,27,8,
630102341,7,33,6,
630102342,1,29,5,
630102401,9,37,7,
630102402,6,24,4,
630102403,2,36,8,
630102404,7,28,5,
630102405,10,29,2,
630102406,3,34,5,
630102407,2,17,5,
630102501,2,33,3,
630102502,3,38,9,
630102503,9,40,7,
630102504,5,22,3,
630102505,2,33,9,
630102506,7,26,10,
630102507,0,31,9,
630102508,7,23,6,
630102509,3,24,12,
630102510,1,33,6,
630102511,6,30,6,
630102512,8,35,8,
630102513,4,29,8,
630102601,7,33,9,
630102701,3,34,11,
630102702,4,34,7,
630102703,7,30,4,
630102704,9,36,10,
630102705,8,35,4,
630102706,7,32,5,
630102707,5,33,7,
630102708,6,46,5,
630102709,6,42,8,
630102710,4,34,5,
630102901,6,30,7,
632523101,4,32,5,
632523102,6,29,8,
632523103,4,32,5,
632523104,1,31,5,
632523105,2,46,4,
632523106,2,33,6,
632523107,2,37,8,
632523108,0,34,5,
632523109,5,24,12,
632523110,7,37,7,
632523111,7,47,11,
632523112,5,29,7,
632523113,6,28,6,
632523114,2,33,6,
632523115,4,30,5,
632523116,4,40,7,
632523117,4,24,7,
632523118,7,36,4,
632523119,6,45,6,
632523120,0,30,10,
632523121,2,35,9,
632523122,3,32,5,
632523123,3,44,7,
632523124,6,27,6,
632523125,1,40,9,
632523126,5,32,6,
632523127,4,31,4,
632523128,1,41,4,
632523129,5,31,5,
632523130,3,32,5,
632523131,6,33,7,
632523132,4,36,5,
632523133,5,33,7,
632523134,2,33,10,
632523135,6,28,9,
632523136,7,41,8,
632523137,6,31,7,
632523138,8,31,4,
632523139,1,34,3,
632523140,0,35,4,
632523141,4,25,2,
632523142,2,29,10,
632523143,2,42,6,
632523144,5,32,9,
632523145,1,30,4,
632523146,0,38,5,
632523147,8,38,2,
632523148,6,35,6,
632523149,2,44,13,
632523150,4,33,3,
632523151,4,32,5,
632523152,3,34,2,
632523153,4,34,4,
632523154,3,38,3,
632523155,4,42,9,
632523156,0,44,5,
632523157,6,28,1,
632523158,8,25,8,
632523159,6,20,9,
632523160,1,39,11,
632523161,10,33,1,
632523162,6,24,5,
632523163,4,34,11,
632523164,3,31,2,
632523165,1,39,7,
632523166,3,33,9,
632523167,2,41,4,
632523168,5,52,2,
632523169,5,42,8,
632523170,2,31,10,
632523171,4,44,8,
632523172,4,33,2,
632523173,3,32,9,
632523174,9,38,6,
632523175,6,29,7,
632523176,3,33,5,
632523177,4,40,4,
632523178,2,33,2,
632523179,3,35,3,
632523180,2,35,2,
632523181,11,38,4,
632523182,5,31,5,
632523183,3,24,8,
632523184,1,31,2,
632523185,4,37,11,
632523186,2,45,2,
632523187,2,28,10,
632523188,5,30,9,
632523189,3,41,3,
632523190,6,35,15,
632523191,4,32,4,
632523192,4,34,7,
632523193,1,40,6,
632523194,0,38,5,
632523195,1,40,6,
632523196,8,38,6,
632523197,1,36,4,
632523198,2,53,12,
632523199,2,36,2,
632523200,4,24,4,
632523201,3,33,7,
632523202,3,34,2,
632523203,9,30,4,
632523204,7,31,6,
632523205,0,38,5,
632523206,5,31,6,
632523207,2,40,6,
632523208,4,30,10,
632523209,0,43,1,
632523210,9,27,3,
632523211,2,46,6,
632523212,0,39,8,
632523213,6,29,4,
