,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,0,0,0,0,0,0,0,17,41,
630102301,0,0,0,0,0,0,5,13,38,
630102302,0,0,0,0,0,0,0,14,52,
630102303,0,0,0,0,0,0,0,23,22,
630102304,0,0,0,0,0,0,0,19,35,
630102305,0,0,0,0,0,0,1,27,35,
630102306,0,0,0,0,0,0,1,18,30,
630102307,0,0,0,0,0,0,0,14,38,
630102308,0,0,0,0,0,0,0,28,38,1,
630102309,0,0,0,0,0,0,0,25,24,1,
630102310,0,0,0,0,0,0,0,26,34,
630102311,0,0,0,0,0,0,5,15,31,
630102312,0,0,0,0,0,0,0,22,41,
630102313,0,0,0,0,0,0,0,16,33,
630102314,0,0,0,0,0,0,5,24,33,
630102315,0,0,0,0,0,0,1,10,47,
630102316,0,0,0,0,0,0,0,19,37,
630102317,0,0,0,0,0,0,0,24,34,
630102318,0,0,0,0,0,0,1,21,34,
630102319,0,0,0,0,0,0,2,22,32,
630102320,0,0,0,0,0,0,0,8,34,
630102321,0,0,0,0,0,0,0,26,26,
630102322,0,0,0,0,0,0,2,15,31,
630102323,0,0,0,0,0,0,5,15,29,1,
630102324,0,0,0,0,0,0,0,21,42,
630102325,0,0,0,0,0,0,4,14,32,2,
630102326,0,0,0,0,0,0,0,21,26,
630102327,0,0,0,0,0,0,0,20,35,
630102328,0,0,0,0,0,0,0,18,29,1,
630102329,0,0,0,0,0,0,0,13,35,
630102330,0,0,0,0,0,0,0,25,29,
630102331,0,0,0,0,0,0,0,19,38,
630102332,0,0,0,0,0,0,0,23,40,
630102333,0,0,0,0,0,0,0,18,29,
630102334,0,0,0,0,0,0,0,19,30,
630102335,0,0,0,0,0,0,0,14,31,
630102336,0,0,0,0,0,0,3,17,41,1,
630102337,0,0,0,0,0,0,1,18,28,
630102338,0,0,0,0,0,0,0,26,19,
630102339,0,0,0,0,0,0,0,12,35,
630102340,0,0,0,0,0,0,1,16,34,
630102341,0,0,0,0,0,0,1,25,30,
630102342,0,0,0,0,0,0,0,20,34,
630102401,0,0,0,0,0,0,0,20,33,
630102402,0,0,0,0,0,0,0,21,28,
630102403,0,0,0,0,0,0,0,20,30,
630102404,0,0,0,0,0,0,1,25,31,
630102405,0,0,0,0,0,0,0,20,42,
630102406,0,0,0,0,0,0,0,17,45,
630102407,0,0,0,0,0,0,1,19,30,
630102501,0,0,0,0,0,0,0,22,36,1,
630102502,0,0,0,0,0,0,0,11,38,
630102503,0,0,0,0,0,0,0,14,32,
630102504,0,0,0,0,0,0,0,13,33,
630102505,0,0,0,0,0,0,0,19,30,
630102506,0,0,0,0,0,0,1,23,28,
630102507,0,0,0,0,0,0,0,10,37,
630102508,0,0,0,0,0,0,0,22,41,
630102509,0,0,0,0,0,0,0,14,36,
630102510,0,0,0,0,0,0,0,17,35,
630102511,0,0,0,0,0,0,0,12,32,
630102512,0,0,0,0,0,0,0,12,44,
630102513,0,0,0,0,0,0,0,17,39,
630102601,0,0,0,0,0,0,2,14,32,
630102701,0,0,0,0,0,0,1,11,26,1,
630102702,0,0,0,0,0,0,2,20,31,
630102703,0,0,0,0,0,0,1,23,30,
630102704,0,0,0,0,0,0,0,19,38,
630102705,0,0,0,0,0,0,5,26,23,
630102706,0,0,0,0,0,0,4,24,26,1,
630102707,0,0,0,0,0,0,1,17,32,
630102708,0,0,0,0,0,0,0,19,37,
630102709,0,0,0,0,0,0,0,15,29,
630102710,0,0,0,0,0,0,7,12,30,
630102901,0,0,0,0,0,0,0,15,35,1,
632523101,0,0,0,0,0,0,0,17,48,1,
632523102,0,0,0,0,0,0,0,17,29,1,
632523103,0,0,0,0,0,0,0,20,29,
632523104,0,0,0,0,0,0,0,19,23,
632523105,0,0,0,0,0,0,3,16,30,
632523106,0,0,0,0,0,0,0,18,31,1,
