deviceID,total points,overflow points,overflow percentage, overflow time(ms)
630102001,145,35,0.2413793103448276,31894504
630102301,113,25,0.22123893805309736,26433294
630102302,107,34,0.3177570093457944,30116078
630102303,121,32,0.2644628099173554,26826471
630102304,135,31,0.22962962962962963,29895296
630102305,113,16,0.1415929203539823,15990049
630102306,133,26,0.19548872180451127,24468807
630102307,133,24,0.18045112781954886,20155970
630102308,135,34,0.2518518518518518,27810598
630102309,115,26,0.22608695652173913,19809465
630102310,119,25,0.21008403361344538,22460029
630102311,112,22,0.19642857142857142,20444780
630102312,148,39,0.2635135135135135,35965005
630102313,99,23,0.23232323232323232,25844507
630102314,101,26,0.25742574257425743,27274310
630102315,142,41,0.2887323943661972,37909204
630102316,137,37,0.27007299270072993,36791855
630102317,111,37,0.3333333333333333,32712477
630102318,136,28,0.20588235294117646,25720702
630102319,125,32,0.256,29796114
630102320,107,22,0.205607476635514,18887047
630102321,129,25,0.1937984496124031,22779294
630102322,109,35,0.3211009174311927,32034990
630102323,107,24,0.22429906542056074,22768750
630102324,121,35,0.2892561983471074,29136065
630102325,140,42,0.3,37922854
630102326,117,37,0.3162393162393162,31792403
630102327,119,37,0.31092436974789917,34639041
630102328,112,30,0.26785714285714285,28095581
630102329,113,36,0.3185840707964602,31660522
630102330,122,24,0.19672131147540983,22648896
630102331,135,32,0.23703703703703705,32629748
630102332,140,39,0.2785714285714286,36359424
630102333,126,31,0.24603174603174602,28382373
630102334,129,27,0.20930232558139536,21902131
630102335,119,26,0.2184873949579832,26232395
630102336,163,41,0.25153374233128833,40171266
630102337,123,29,0.23577235772357724,25256825
630102338,124,25,0.20161290322580644,25032890
630102339,134,37,0.27611940298507465,33169030
630102340,103,18,0.17475728155339806,14889589
630102341,124,35,0.28225806451612906,35630137
630102342,152,43,0.28289473684210525,37890397
630102401,108,25,0.23148148148148148,23304638
630102402,117,27,0.23076923076923078,25561823
630102403,114,28,0.24561403508771928,23059115
630102404,121,34,0.2809917355371901,27093597
630102405,127,33,0.25984251968503935,29899113
630102406,150,34,0.22666666666666666,33578566
630102407,138,37,0.26811594202898553,29275924
630102501,121,32,0.2644628099173554,32994470
630102502,129,27,0.20930232558139536,21913282
630102503,116,32,0.27586206896551724,30743522
630102504,140,44,0.3142857142857143,46743582
630102505,108,29,0.26851851851851855,28019529
630102506,122,30,0.2459016393442623,27593945
630102507,130,33,0.25384615384615383,32817767
630102508,142,36,0.2535211267605634,33886107
630102509,127,30,0.23622047244094488,31364191
630102510,117,27,0.23076923076923078,27457142
630102511,114,28,0.24561403508771928,26058053
630102512,119,27,0.226890756302521,25315063
630102513,113,31,0.2743362831858407,30321558
630102601,126,29,0.23015873015873015,23438172
630102701,132,28,0.21212121212121213,25201512
630102702,117,30,0.2564102564102564,27526216
