,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,12,
630102301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43,9,
630102302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,40,8,
630102303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,13,1,
630102304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,37,8,
630102305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,33,9,
630102306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,6,
630102307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,11,1,
630102308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,7,
630102309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,9,
630102310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,39,7,
630102311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,35,14,
630102312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,34,8,
630102313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,48,8,
630102314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,11,1,
630102315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,5,
630102316,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,33,10,1,
630102317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,14,
630102318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,3,
630102319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,
630102320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,10,
630102321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,9,
630102322,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,39,5,1,
630102323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,39,5,
630102324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54,6,
630102325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32,2,
630102326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48,8,
630102327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,13,
630102328,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,36,10,1,
630102329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,6,
630102330,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,40,6,
630102331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47,7,
630102332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,9,
630102333,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,44,12,
630102334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,9,
630102335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,41,10,
