deviceID,total points,overflow points,overflow percentage, overflow time(ms)
630102001,131,82,0.6259541984732825,5629928798
630102301,120,58,0.48333333333333334,4019049032
630102302,103,49,0.47572815533980584,3393693776
630102303,102,48,0.47058823529411764,3334224983
630102304,130,73,0.5615384615384615,5062041162
630102305,97,46,0.4742268041237113,3196994678
630102306,113,51,0.45132743362831856,3538987571
630102307,126,72,0.5714285714285714,5008109410
630102308,107,48,0.4485981308411215,3320755416
630102309,107,51,0.4766355140186916,3533722140
630102310,135,72,0.5333333333333333,4995247520
630102311,111,55,0.4954954954954955,3819670655
630102312,123,65,0.5284552845528455,4505411090
630102313,116,57,0.49137931034482757,3959255831
630102314,119,62,0.5210084033613446,4306243115
630102315,118,68,0.576271186440678,4716060168
630102316,105,57,0.5428571428571428,3947446527
630102317,109,50,0.45871559633027525,3459056129
630102318,134,72,0.5373134328358209,4997522398
630102319,131,64,0.48854961832061067,4439468603
630102320,117,65,0.5555555555555556,4513605124
630102321,130,63,0.4846153846153846,4387186196
630102322,115,56,0.48695652173913045,3896647046
630102323,110,64,0.5818181818181818,4451498166
630102324,109,67,0.6146788990825688,4579902466
630102325,121,63,0.5206611570247934,4394261763
630102326,121,53,0.4380165289256198,3671021152
630102327,110,55,0.5,3802550556
630102328,125,62,0.496,4303118079
630102329,102,51,0.5,3543100663
630102330,121,64,0.5289256198347108,4441945775
630102331,116,53,0.45689655172413796,3669830130
630102332,120,58,0.48333333333333334,4035175979
630102333,126,62,0.49206349206349204,4310874171
630102334,133,64,0.48120300751879697,4452209771
630102335,127,65,0.5118110236220472,4513352766
630102336,128,67,0.5234375,4650670818
630102337,114,57,0.5,3964457996
630102338,128,69,0.5390625,4777180381
630102339,119,59,0.4957983193277311,4067165866
630102340,121,49,0.4049586776859504,3387687015
630102341,104,51,0.49038461538461536,3514860638
630102342,121,60,0.49586776859504134,4174449667
630102401,125,62,0.496,4298651885
630102402,111,55,0.4954954954954955,3818717442
630102403,108,48,0.4444444444444444,3336962447
630102404,105,52,0.49523809523809526,3607994425
630102405,152,79,0.5197368421052632,5505333469
630102406,112,60,0.5357142857142857,4165041948
630102407,137,74,0.5401459854014599,5148005647
630102501,100,62,0.62,4287603695
630102502,103,51,0.49514563106796117,3533883434
630102503,124,53,0.4274193548387097,3679132525
630102504,126,54,0.42857142857142855,3747407598
630102505,110,58,0.5272727272727272,4021049481
630102506,119,52,0.4369747899159664,3601455869
630102507,117,55,0.4700854700854701,3810275764
630102508,129,62,0.4806201550387597,4297392923
630102509,121,47,0.3884297520661157,3273488220
630102510,106,63,0.5943396226415094,4359822022
630102511,114,66,0.5789473684210527,4595769071
630102512,128,60,0.46875,4153724716
630102513,119,60,0.5042016806722689,4169570842
630102601,113,53,0.4690265486725664,3669002185
630102701,119,63,0.5294117647058824,4369669033
630102702,116,47,0.4051724137931034,3256491373
630102703,142,76,0.5352112676056338,5278651459
630102704,112,56,0.5,3877937344
630102705,125,71,0.568,4956064643
630102706,120,57,0.475,3944111509
630102707,107,50,0.4672897196261682,3463524269
630102708,121,51,0.4214876033057851,3545445624
630102709,129,74,0.5736434108527132,5135604056
630102710,124,65,0.5241935483870968,4502335543
630102901,125,60,0.48,4170502830
632523101,114,58,0.5087719298245614,4039007835
632523102,98,47,0.47959183673469385,3275736398
