,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,7,41,13,
630102301,0,39,5,
630102302,2,35,7,
630102303,7,29,10,
630102304,0,44,13,
630102305,2,32,6,
630102306,0,33,7,
630102307,4,26,4,
630102308,5,44,6,
630102309,0,27,10,
630102310,1,29,9,
630102311,4,44,12,
630102312,7,37,5,
630102313,0,36,1,
630102314,5,29,4,
630102315,3,38,10,
630102316,4,36,6,
630102317,2,37,9,
630102318,4,29,7,
630102319,3,47,9,
630102320,2,42,13,
630102321,0,34,11,
630102322,3,28,10,
630102323,1,34,5,
630102324,2,40,5,
630102325,2,41,8,
630102326,6,35,14,
630102327,1,37,5,
630102328,0,31,15,
630102329,3,36,6,
630102330,4,43,4,
630102331,0,46,9,
630102332,0,46,12,
630102333,5,33,6,
630102334,0,44,7,
630102335,2,42,7,
630102336,0,50,8,
630102337,5,40,9,
630102338,2,46,8,
630102339,1,36,5,
630102340,2,43,2,
630102341,1,47,15,
630102342,2,35,14,
630102401,0,53,8,
630102402,3,44,16,
630102403,4,45,8,
630102404,1,41,14,
630102405,5,39,3,
630102406,1,38,11,
630102407,2,35,5,
630102501,1,40,8,
630102502,0,42,10,
630102503,0,32,10,
630102504,2,48,10,
630102505,4,47,6,
630102506,0,34,8,
630102507,3,32,3,
630102508,0,38,5,
630102509,0,31,5,
630102510,0,40,11,
630102511,6,32,11,
630102512,0,38,14,
630102513,3,29,6,
630102601,3,32,5,
630102701,1,31,10,
630102702,5,31,9,
630102703,3,38,13,
630102704,2,40,3,
630102705,3,42,11,
630102706,3,36,5,
630102707,3,40,5,
630102708,1,26,9,
630102709,1,42,5,
630102710,1,39,11,
630102901,3,38,8,
632523101,4,32,4,
632523102,0,28,7,
632523103,3,35,4,
632523104,2,29,10,
632523105,0,42,7,
632523106,2,42,6,
632523107,1,34,15,
632523108,2,38,6,
632523109,0,41,3,
632523110,0,38,8,
632523111,7,20,5,
632523112,0,39,7,
632523113,0,46,7,
632523114,2,46,8,
632523115,1,37,7,
632523116,1,43,15,
632523117,1,45,11,
632523118,4,49,4,
632523119,0,39,9,
632523120,0,29,8,
632523121,0,32,4,
632523122,2,34,12,
632523123,0,31,6,
632523124,0,43,3,
632523125,3,36,7,
632523126,2,37,8,
632523127,1,29,3,
632523128,2,38,5,
632523129,3,36,8,
632523130,0,52,9,
632523131,1,41,7,
632523132,0,36,3,
632523133,3,49,5,
632523134,2,32,9,
632523135,4,44,8,
632523136,0,42,10,
632523137,0,36,7,
632523138,0,34,12,
632523139,1,26,8,
632523140,3,30,4,
632523141,5,36,3,
632523142,1,30,10,
632523143,0,43,9,
632523144,2,32,6,
632523145,3,35,2,
632523146,5,28,7,
632523147,2,43,4,
632523148,0,33,8,
632523149,2,32,12,
632523150,0,38,12,
632523151,7,36,1,
632523152,4,26,9,
632523153,2,39,10,
632523154,4,27,11,
632523155,6,41,4,
632523156,2,29,8,
632523157,1,26,6,
632523158,0,29,5,
632523159,4,31,6,
632523160,0,38,10,
632523161,1,30,13,
