deviceID,total points,overflow points,overflow percentage, overflow time(ms)
630102001,145,38,0.2620689655172414,17724944
630102301,163,43,0.26380368098159507,20917206
630102302,147,30,0.20408163265306123,16072402
630102303,159,49,0.3081761006289308,29648672
630102304,180,44,0.24444444444444444,29387532
630102305,165,42,0.2545454545454545,25452688
630102306,151,32,0.2119205298013245,19132473
630102307,183,34,0.18579234972677597,18882641
630102308,172,48,0.27906976744186046,26955253
630102309,159,41,0.2578616352201258,25747413
630102310,160,41,0.25625,22174666
630102311,151,35,0.23178807947019867,18567889
630102312,163,40,0.24539877300613497,26553253
630102313,186,46,0.24731182795698925,29001809
630102314,152,35,0.23026315789473684,19882051
630102315,179,40,0.22346368715083798,26597182
630102316,172,43,0.25,25503668
630102317,160,39,0.24375,23380959
630102318,135,32,0.23703703703703705,20410216
630102319,188,52,0.2765957446808511,35386976
630102320,166,37,0.22289156626506024,25588309
630102321,146,34,0.2328767123287671,18790655
630102322,161,31,0.19254658385093168,21736674
630102323,154,33,0.21428571428571427,16784768
630102324,166,44,0.26506024096385544,26123836
630102325,186,54,0.2903225806451613,28542032
630102326,162,33,0.2037037037037037,20795956
630102327,146,26,0.1780821917808219,17146809
630102328,151,40,0.26490066225165565,19710294
630102329,154,31,0.2012987012987013,17552702
630102330,156,39,0.25,20946551
630102331,153,36,0.23529411764705882,17050797
630102332,178,39,0.21910112359550563,22901666
630102333,161,34,0.2111801242236025,20128793
630102334,171,52,0.30409356725146197,31161114
630102335,157,36,0.22929936305732485,27264785
630102336,170,50,0.29411764705882354,25317212
630102337,156,41,0.26282051282051283,26522373
630102338,156,41,0.26282051282051283,20141762
630102339,154,37,0.24025974025974026,21070636
630102340,157,44,0.2802547770700637,23724422
630102341,155,42,0.2709677419354839,26623923
630102342,163,31,0.1901840490797546,15858978
630102401,172,33,0.19186046511627908,21677236
630102402,157,33,0.21019108280254778,17609807
630102403,171,55,0.3216374269005848,29958191
630102404,141,33,0.23404255319148937,17580710
630102405,174,48,0.27586206896551724,24960680
630102406,161,37,0.22981366459627328,21859919
630102407,182,50,0.27472527472527475,28043692
630102501,163,36,0.22085889570552147,20892225
630102502,160,33,0.20625,19645854
630102503,177,44,0.24858757062146894,25654259
630102504,154,38,0.24675324675324675,18325860
630102505,169,41,0.24260355029585798,21439540
630102506,154,35,0.22727272727272727,22725570
630102507,161,46,0.2857142857142857,29407010
630102508,168,46,0.27380952380952384,29260456
630102509,153,33,0.21568627450980393,19659558
630102510,165,45,0.2727272727272727,25355002
630102511,155,33,0.2129032258064516,17887476
630102512,158,38,0.24050632911392406,22225198
630102513,182,46,0.25274725274725274,28786701
630102601,165,34,0.20606060606060606,18557809
630102701,146,41,0.2808219178082192,20961804
630102702,158,41,0.25949367088607594,20346842
630102703,172,35,0.20348837209302326,22099794
630102704,163,33,0.20245398773006135,18350717
630102705,150,24,0.16,10738209
630102706,178,41,0.2303370786516854,23699272
630102707,161,45,0.2795031055900621,24260723
630102708,165,48,0.2909090909090909,21033609
630102709,166,37,0.22289156626506024,18637987
630102710,150,34,0.22666666666666666,21484452
630102901,156,39,0.25,26856376
632523101,141,36,0.2553191489361702,20740856
632523102,129,31,0.24031007751937986,17246636
632523103,140,29,0.20714285714285716,16733327
632523104,162,41,0.25308641975308643,22290039
632523105,137,29,0.2116788321167883,14673366
632523106,145,46,0.31724137931034485,29466925
632523107,142,39,0.2746478873239437,23148376
632523108,143,40,0.27972027972027974,23866587
632523109,163,45,0.27607361963190186,27612857
632523110,137,32,0.23357664233576642,19993232
632523111,167,49,0.2934131736526946,28458602
632523112,118,33,0.2796610169491525,19466516
632523113,194,44,0.2268041237113402,24082094
632523114,155,38,0.24516129032258063,23029297
632523115,150,39,0.26,22651285
632523116,170,43,0.2529411764705882,24484343
632523117,160,39,0.24375,20379983
632523118,145,38,0.2620689655172414,26242022
632523119,164,34,0.2073170731707317,20371124
632523120,163,36,0.22085889570552147,23401464
632523121,134,25,0.1865671641791045,13681729
632523122,166,33,0.19879518072289157,15968954
632523123,148,43,0.2905405405405405,26748496
632523124,136,38,0.27941176470588236,25111154
632523125,138,26,0.18840579710144928,14924166
632523126,154,32,0.2077922077922078,15255661
632523127,149,38,0.2550335570469799,21108269
632523128,166,34,0.20481927710843373,15894376
632523129,119,26,0.2184873949579832,17103928
632523130,150,41,0.2733333333333333,21978006
632523131,171,41,0.23976608187134502,18969819
632523132,167,50,0.2994011976047904,29970926
632523133,164,43,0.2621951219512195,22757828
632523134,131,37,0.2824427480916031,24022027
632523135,143,37,0.25874125874125875,23037948
632523136,134,39,0.291044776119403,19392987
632523137,148,35,0.23648648648648649,20761240
632523138,163,42,0.25766871165644173,23526498
632523139,151,39,0.2582781456953642,19860456
632523140,142,32,0.22535211267605634,17932011
632523141,123,33,0.2682926829268293,18987796
632523142,132,37,0.2803030303030303,22750289
632523143,149,35,0.2348993288590604,23144288
632523144,151,37,0.24503311258278146,23909041
632523145,137,27,0.19708029197080293,14541489
632523146,161,42,0.2608695652173913,23381920
632523147,154,40,0.2597402597402597,24897254
632523148,145,40,0.27586206896551724,23114675
632523149,137,28,0.20437956204379562,13223920
632523150,168,45,0.26785714285714285,22740894
632523151,118,34,0.288135593220339,20961343
632523152,130,33,0.25384615384615383,17688206
632523153,146,37,0.2534246575342466,20936875
632523154,145,36,0.2482758620689655,20709565
632523155,163,38,0.2331288343558282,25940612
632523156,152,42,0.27631578947368424,23481255
632523157,138,34,0.2463768115942029,18166673
632523158,139,33,0.23741007194244604,22082678
632523159,158,45,0.2848101265822785,26799150
632523160,150,31,0.20666666666666667,22141845
632523161,132,29,0.2196969696969697,16548549
632523162,146,26,0.1780821917808219,15317504
632523163,152,46,0.3026315789473684,28214387
632523164,119,31,0.2605042016806723,15022886
632523165,144,32,0.2222222222222222,16174702
632523166,142,39,0.2746478873239437,21074648
632523167,142,39,0.2746478873239437,17834134
632523168,151,36,0.23841059602649006,21224282
632523169,121,33,0.2727272727272727,15817562
632523170,127,35,0.2755905511811024,16429522
632523171,149,42,0.28187919463087246,21198981
632523172,126,22,0.1746031746031746,13426472
632523173,177,44,0.24858757062146894,28535033
632523174,140,38,0.2714285714285714,20845734
632523175,139,35,0.2517985611510791,17520225
632523176,131,41,0.31297709923664124,24073533
632523177,174,45,0.25862068965517243,25934656
632523178,171,50,0.29239766081871343,35402062
632523179,150,37,0.24666666666666667,22425624
632523180,167,56,0.33532934131736525,36977687
632523181,157,36,0.22929936305732485,18794115
632523182,154,42,0.2727272727272727,24157342
632523183,136,37,0.27205882352941174,20445305
632523184,140,37,0.2642857142857143,21353398
632523185,181,34,0.1878453038674033,21360136
632523186,135,35,0.25925925925925924,17143050
632523187,144,34,0.2361111111111111,19588133
632523188,158,35,0.22151898734177214,19003965
632523189,155,29,0.1870967741935484,19585408
632523190,155,37,0.23870967741935484,17501423
632523191,129,26,0.20155038759689922,14820838
632523192,144,39,0.2708333333333333,20549083
632523193,140,29,0.20714285714285716,16688276
632523194,154,35,0.22727272727272727,22895615
