,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,12,42,
630102301,7,41,
630102302,12,33,
630102303,13,28,
630102304,14,26,
630102305,12,40,
630102306,11,46,
630102307,12,33,
630102308,8,34,
630102309,5,49,
630102310,9,41,
630102311,7,32,
630102312,10,41,
630102313,13,40,
630102314,12,28,
630102315,8,41,
630102316,2,47,
630102317,10,46,
630102318,5,33,
630102319,8,43,
630102320,16,30,
630102321,12,36,
630102322,4,34,
630102323,13,34,
630102324,16,26,
630102325,17,38,
630102326,12,36,
630102327,9,40,
630102328,5,44,
630102329,12,39,
630102330,14,42,
630102331,10,33,
630102332,11,33,
630102333,9,33,
630102334,8,38,
630102335,9,35,
630102336,4,42,
630102337,7,48,
630102338,12,42,
630102339,14,39,
630102340,6,44,
630102341,11,27,
630102342,9,38,
630102401,6,37,
630102402,12,41,
630102403,5,31,
630102404,17,40,
630102405,15,43,
630102406,14,33,
630102407,4,40,
630102501,5,35,
630102502,15,45,
630102503,10,41,
630102504,7,44,
630102505,11,37,
630102506,5,35,
630102507,4,34,
630102508,10,42,
630102509,5,36,
630102510,8,32,
630102511,13,37,
630102512,10,43,
630102513,9,30,
630102601,6,34,
630102701,8,31,
630102702,20,35,
630102703,8,32,
630102704,14,28,
630102705,8,34,
630102706,8,28,
630102707,6,38,
630102708,6,40,
630102709,9,35,
630102710,8,37,
630102901,14,36,
632523101,6,25,
632523102,13,24,
632523103,8,31,
632523104,12,31,
632523105,12,31,
632523106,5,41,
632523107,7,29,
632523108,9,37,
632523109,8,40,
632523110,15,31,
632523111,6,29,
632523112,11,29,
632523113,14,40,
632523114,5,34,
632523115,12,32,
632523116,11,38,
632523117,11,32,
632523118,7,21,
632523119,10,35,
632523120,12,38,
632523121,17,32,
632523122,5,38,
632523123,11,37,
632523124,11,38,
632523125,10,30,
632523126,9,43,
632523127,12,28,
632523128,8,27,
632523129,7,41,
632523130,14,39,
632523131,11,33,
632523132,11,27,
632523133,10,33,
632523134,17,31,
632523135,5,36,
632523136,7,22,
632523137,0,33,
632523138,8,32,
632523139,4,25,
632523140,13,35,
632523141,11,26,
632523142,6,23,
632523143,10,32,
632523144,3,37,
632523145,14,35,
632523146,14,34,
632523147,12,33,
632523148,14,28,
632523149,17,24,
632523150,6,46,
632523151,14,30,
632523152,12,31,
632523153,7,40,
632523154,12,30,
632523155,6,42,
632523156,6,29,
632523157,9,36,
632523158,4,31,
632523159,5,31,
632523160,6,44,
632523161,12,53,
632523162,3,25,
632523163,10,39,
632523164,8,29,
632523165,17,28,
632523166,11,30,
632523167,7,28,
632523168,10,40,
632523169,18,44,
632523170,8,25,
632523171,7,27,
632523172,14,34,
632523173,8,34,
632523174,20,28,
632523175,3,43,
632523176,13,19,
632523177,15,26,
632523178,11,23,
632523179,13,31,
632523180,16,36,
632523181,11,24,
632523182,7,25,
632523183,10,21,
632523184,11,28,
632523185,12,34,
632523186,8,38,
632523187,5,34,
632523188,10,27,
632523189,14,31,
632523190,8,32,
632523191,16,30,
632523192,9,37,
632523193,10,22,
632523194,11,38,
632523195,16,35,
632523196,7,28,
632523197,16,18,
632523198,3,41,
632523199,14,24,
632523200,11,27,
632523201,19,34,
632523202,11,30,
632523203,15,27,
632523204,6,38,
632523205,16,24,
632523206,14,26,
632523207,9,35,
632523208,14,32,
632523209,12,28,
632523210,10,27,
632523211,15,40,
632523212,7,45,
632523213,4,32,
632523214,12,32,
632523215,7,41,
632523216,3,38,
632523217,9,32,
632523218,3,41,
632523219,7,32,
632523220,8,36,
632523221,17,24,
632523222,10,34,
632523223,18,29,
632523224,9,31,
632523225,9,41,
632523226,13,41,
632523227,10,39,
632523228,12,25,
632523229,3,30,
632523230,15,33,
632523231,5,38,
632523232,9,29,
632523233,9,33,
632523234,7,47,
632523235,6,27,
632523236,14,34,
632523237,9,39,
632523238,7,29,
632523239,11,29,
632523240,27,28,
632523241,6,27,
632523242,8,34,
632523243,12,19,
632523244,14,45,
632523245,11,21,
632523246,11,39,
632523247,7,31,
632523248,7,41,
632523249,12,30,
632523250,23,27,
632523251,7,43,
632523252,8,31,
632523253,9,19,
632523254,9,30,
632523255,10,39,
632523256,7,34,
632523257,14,23,
632523258,13,27,
632523259,12,31,
632523260,8,32,
632523261,6,35,
632523262,12,25,
632523263,7,40,
632523264,7,38,
632523265,6,37,
632523266,8,30,
632523267,9,30,
632523268,15,35,
632523269,5,32,
632523270,11,32,
632523271,10,39,
632523272,4,40,
632523273,3,44,
632523274,5,32,
632523275,8,42,
632523276,13,36,
632523277,8,30,
632523278,6,30,
632523279,17,38,
632523280,19,28,
632523281,12,32,
632523282,14,42,
632523283,11,42,
632523284,6,23,
632523285,4,36,
632523286,8,37,
632523287,6,38,
632523288,1,42,
632523289,13,42,
632523290,17,31,
632523291,12,26,
632523292,7,32,
632523293,10,26,
