,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,4,1,0,0,0,0,5,4,8,4,4,
630102301,7,4,0,0,0,0,3,8,7,3,3,
630102302,8,1,0,0,0,1,9,10,8,8,4,
630102303,7,5,0,0,0,1,2,5,8,9,4,
630102304,8,3,0,0,0,1,8,7,17,6,1,
630102305,5,2,0,0,2,1,3,7,8,4,7,1,
630102306,9,1,0,0,0,3,7,4,6,4,3,
630102307,4,3,0,0,0,0,5,12,5,4,1,
630102308,8,6,0,0,0,1,3,10,3,6,5,
630102309,7,4,0,0,0,3,8,5,6,6,6,
630102310,8,5,0,0,0,3,1,13,9,10,2,
630102311,10,1,0,0,0,1,10,7,8,8,4,
630102312,4,2,0,0,0,3,4,9,14,9,2,1,
630102313,3,6,0,0,0,1,8,7,7,3,2,
630102314,5,4,0,0,0,1,6,11,5,7,4,1,
630102315,3,1,0,0,0,1,2,7,13,7,
630102316,6,2,0,0,0,2,1,7,6,6,2,
630102317,4,4,0,0,0,1,3,6,8,11,
630102318,1,4,0,0,0,0,3,3,6,8,5,1,
630102319,8,7,0,0,0,0,9,9,5,7,4,1,
630102320,10,1,0,0,0,1,6,5,8,6,2,
630102321,10,1,0,0,0,2,5,9,5,10,3,
630102322,3,1,0,0,1,0,1,10,9,7,
630102323,6,10,0,0,0,2,6,6,12,12,5,1,
630102324,7,5,0,0,0,0,5,8,6,5,4,1,
630102325,10,5,0,0,0,1,5,4,4,8,6,
630102326,8,2,0,0,0,0,3,10,11,2,1,2,
630102327,2,4,0,0,0,5,2,8,9,5,5,1,
630102328,9,4,0,0,0,0,5,8,11,6,4,
630102329,4,4,0,0,0,2,6,11,8,6,2,
630102330,0,7,0,0,0,4,3,4,5,6,3,
630102331,9,7,0,0,0,0,7,6,4,4,3,1,
630102332,5,2,0,0,0,0,7,3,13,5,1,
630102333,2,2,0,0,0,3,7,6,11,10,4,
630102334,10,5,0,0,0,0,6,3,11,6,4,
630102335,7,1,0,0,0,3,7,8,8,8,1,
630102336,5,4,0,0,0,1,2,4,9,5,5,
630102337,4,2,0,0,0,2,5,9,9,3,3,
630102338,5,6,0,0,0,0,4,15,12,4,1,
630102339,6,0,0,0,0,3,2,13,8,3,
630102340,12,2,0,0,0,0,6,9,6,8,2,
630102341,4,3,0,0,0,1,3,7,10,5,2,1,
630102342,9,2,0,0,0,0,9,6,4,5,5,
630102401,10,4,0,0,0,0,6,5,5,5,2,
630102402,7,2,0,0,1,4,6,5,10,8,2,1,
630102403,5,2,0,0,0,3,6,5,10,8,3,
630102404,7,4,0,0,1,1,6,5,10,6,3,1,
630102405,6,0,0,0,3,1,7,5,3,5,3,
630102406,9,3,0,0,0,0,6,6,7,6,3,
630102407,6,4,0,0,0,1,4,10,10,6,3,1,
630102501,4,5,0,0,0,2,4,9,5,8,3,
630102502,12,5,0,0,0,1,3,4,9,3,2,
630102503,5,2,0,0,0,0,5,5,14,5,2,1,
630102504,6,4,0,0,0,3,3,5,9,3,8,1,
630102505,8,2,0,0,0,3,4,7,13,10,3,
630102506,2,3,0,0,0,1,5,7,7,3,2,
630102507,5,3,0,0,0,0,7,8,9,2,3,
630102508,4,5,0,0,0,0,4,7,10,5,1,1,
630102509,4,2,0,0,0,3,7,5,12,2,4,
630102510,3,5,0,0,0,0,6,11,7,11,1,
630102511,4,4,0,0,0,0,7,11,7,8,1,
630102512,3,1,0,0,0,1,5,2,6,12,5,
630102513,9,2,0,0,0,2,5,7,11,11,2,
630102601,10,3,0,0,0,3,9,3,10,6,2,1,
630102701,3,2,0,0,0,1,6,9,5,4,1,
630102702,8,7,0,0,0,4,5,10,9,6,2,
630102703,5,2,0,0,0,2,2,6,5,5,7,
630102704,6,3,0,0,0,1,6,12,16,5,2,
630102705,6,4,0,0,0,3,3,8,12,5,3,
630102706,9,6,0,0,0,0,7,7,7,6,1,
630102707,9,4,0,0,0,0,4,4,6,6,
630102708,3,4,0,0,0,0,3,5,9,5,1,
630102709,7,1,0,0,4,3,1,2,11,9,4,
630102710,2,5,0,0,0,2,5,10,6,2,8,2,
630102901,8,3,0,0,0,5,6,6,8,6,4,
632523101,4,1,0,0,0,3,4,4,4,4,1,
632523102,5,3,0,0,2,2,4,5,5,5,4,
632523103,5,4,0,0,0,0,4,8,6,2,4,
632523104,8,3,0,0,2,0,8,10,10,6,2,
632523105,5,5,0,0,0,7,8,10,9,4,5,1,
632523106,8,2,0,0,0,0,3,6,8,4,2,2,
632523107,7,2,0,0,1,1,4,10,4,5,5,
632523108,10,2,0,0,0,0,6,4,4,6,4,
632523109,7,3,0,0,0,0,6,11,11,8,7,1,
632523110,8,4,0,0,0,0,8,15,2,7,2,
632523111,7,5,0,0,0,0,4,8,13,5,
632523112,4,4,0,0,0,1,7,4,5,9,2,
632523113,6,5,0,0,0,1,8,10,7,3,5,
632523114,7,3,0,0,0,0,3,4,9,4,3,
632523115,5,2,0,0,0,2,8,4,8,8,1,1,
632523116,10,4,0,0,0,0,8,5,7,9,4,1,
632523117,12,1,0,0,0,0,6,9,5,5,3,
632523118,9,4,0,0,0,2,10,11,3,5,2,
632523119,7,5,0,0,0,3,3,5,10,4,4,
632523120,3,2,0,0,0,1,5,4,7,6,2,
632523121,5,3,0,0,0,0,10,3,4,4,7,
632523122,10,6,0,0,0,2,4,5,7,6,4,
632523123,6,6,0,0,0,2,0,7,5,6,2,
632523124,6,0,0,0,0,0,4,6,5,5,2,1,
632523125,6,2,0,0,0,1,3,8,6,5,5,1,
632523126,8,6,0,0,0,0,10,4,10,5,2,
632523127,5,4,0,0,0,0,7,4,6,6,1,
632523128,4,2,0,0,0,0,8,7,6,6,4,2,
632523129,4,4,0,0,0,0,8,6,9,8,1,
632523130,6,0,0,0,1,1,4,3,7,5,6,1,
632523131,3,2,0,0,0,1,3,7,7,3,1,
632523132,12,1,0,0,2,0,3,9,2,8,3,
632523133,7,3,0,0,0,1,5,10,5,4,5,1,
632523134,6,3,0,0,3,3,3,1,6,7,3,
632523135,4,5,0,0,0,2,4,4,11,6,1,
632523136,4,4,0,0,0,1,4,9,11,3,
632523137,4,5,0,0,0,1,14,3,8,3,3,
632523138,7,2,0,0,0,0,5,8,5,6,6,
632523139,4,7,0,0,0,3,8,8,9,8,0,1,
632523140,8,3,0,0,0,1,3,2,8,13,4,
632523141,1,3,0,0,0,2,3,10,8,7,2,
632523142,1,6,0,0,1,1,6,2,5,2,6,
632523143,7,0,0,0,0,2,7,8,5,5,5,
632523144,9,1,0,0,0,4,3,3,14,5,1,1,
632523145,6,1,0,0,0,4,4,1,13,9,3,
632523146,5,3,0,0,0,0,1,5,7,4,1,1,
632523147,7,2,0,0,2,1,3,5,8,5,2,
632523148,9,2,0,0,0,0,5,5,7,4,1,
632523149,8,2,0,0,0,1,3,2,7,4,5,
632523150,7,4,0,0,2,1,7,5,4,7,1,
632523151,3,1,0,0,0,1,4,3,7,3,3,
632523152,9,3,0,0,0,1,5,5,9,5,
632523153,7,4,0,0,0,3,6,7,9,3,4,
632523154,7,5,0,0,0,0,2,4,4,4,4,
632523155,3,5,0,0,0,0,5,4,8,5,3,
632523156,6,1,0,0,0,4,14,4,9,6,1,
632523157,4,2,0,0,0,0,4,7,12,8,1,
632523158,7,2,0,0,3,3,1,5,4,7,1,1,
632523159,10,4,0,0,0,1,4,8,7,4,2,1,
632523160,6,5,0,0,0,0,6,9,11,6,5,
632523161,8,2,0,0,1,0,4,8,6,5,2,
632523162,2,0,0,0,0,3,4,6,7,7,3,1,
632523163,7,5,0,0,0,1,1,9,8,6,2,
632523164,10,3,0,0,0,6,3,5,8,6,4,
632523165,6,3,0,0,0,0,7,4,8,3,1,
632523166,7,1,0,0,1,1,4,3,6,6,2,
632523167,6,2,0,0,0,3,3,9,9,4,1,
632523168,9,5,0,0,0,1,6,8,8,7,
632523169,5,2,0,0,0,3,4,9,10,11,1,1,
632523170,8,4,0,0,0,0,4,5,7,7,1,
632523171,3,2,0,0,0,2,7,6,5,4,1,
632523172,5,2,0,0,0,3,9,2,11,4,6,
632523173,9,5,0,0,0,2,1,9,12,3,3,1,
632523174,7,2,0,0,0,0,6,11,5,6,4,
632523175,5,5,0,0,0,0,3,8,7,7,
632523176,7,0,0,0,0,1,2,6,7,10,1,
632523177,6,7,0,0,1,0,5,6,3,5,5,
632523178,2,1,0,0,1,6,9,10,3,3,4,
632523179,2,1,0,0,0,0,9,16,11,3,2,
632523180,4,9,0,0,0,0,1,5,9,6,5,
632523181,9,2,0,0,0,1,7,8,4,8,3,2,
632523182,5,2,0,0,0,3,2,6,6,7,2,1,
632523183,8,3,0,0,0,1,3,4,8,2,3,1,
632523184,2,2,0,0,0,1,7,5,6,4,3,
632523185,9,8,0,0,0,0,6,5,2,8,2,1,
632523186,2,0,0,0,1,2,4,6,5,3,1,
632523187,6,2,0,0,0,2,7,7,6,6,2,
632523188,4,3,0,0,0,1,5,9,4,2,3,
632523189,7,3,0,0,3,4,3,4,3,1,4,
632523190,6,4,0,0,1,1,6,10,8,7,5,1,
632523191,3,3,0,0,0,2,4,6,8,8,6,
632523192,6,3,0,0,0,2,3,6,3,3,2,
632523193,7,4,0,0,1,3,5,10,7,2,6,1,
632523194,6,3,0,0,0,1,5,7,11,8,1,
632523195,9,2,0,0,1,4,5,8,10,2,1,
632523196,11,4,0,0,0,1,8,4,9,9,2,
632523197,6,1,0,0,0,0,6,8,11,4,2,
632523198,9,6,0,0,0,0,8,6,13,4,4,
632523199,1,0,0,0,0,1,3,9,7,5,1,
632523200,4,1,0,0,0,2,4,9,12,4,2,
632523201,6,3,0,0,0,1,3,2,10,5,1,
632523202,2,1,0,0,0,4,11,10,8,2,3,1,
