,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,0,0,0,0,0,0,0,0,0,0,0,3,31,17,
630102301,0,0,0,0,0,0,0,0,0,0,1,9,21,9,
630102302,0,0,0,0,0,0,0,0,0,0,0,4,28,20,
630102303,0,0,0,0,0,0,0,0,0,0,0,2,22,24,1,
630102304,0,0,0,0,0,0,0,0,0,0,0,3,30,18,
630102305,0,0,0,0,0,0,0,0,0,0,0,7,19,19,
630102306,0,0,0,0,0,0,0,0,0,0,0,4,35,13,
630102307,0,0,0,0,0,0,0,0,0,0,0,2,35,12,
630102308,0,0,0,0,0,0,0,0,0,0,0,5,28,15,
630102309,0,0,0,0,0,0,0,0,0,0,0,1,30,22,
630102310,0,0,0,0,0,0,0,0,0,0,0,5,26,18,
630102311,0,0,0,0,0,0,0,0,0,0,0,2,38,16,
630102312,0,0,0,0,0,0,0,0,0,0,0,8,23,13,
630102313,0,0,0,0,0,0,0,0,0,0,0,4,32,17,
630102314,0,0,0,0,0,0,0,0,0,0,0,5,37,22,
630102315,0,0,0,0,0,0,0,0,0,0,0,1,28,12,
630102316,0,0,0,0,0,0,0,0,0,0,0,4,36,14,
630102317,0,0,0,0,0,0,0,0,0,0,0,2,35,14,
630102318,0,0,0,0,0,0,0,0,0,0,0,6,22,19,
630102319,0,0,0,0,0,0,0,0,0,0,1,7,20,23,
630102320,0,0,0,0,0,0,0,0,0,0,0,0,27,16,
630102321,0,0,0,0,0,0,0,0,0,0,0,2,30,23,
630102322,0,0,0,0,0,0,0,0,0,0,0,8,37,13,
630102323,0,0,0,0,0,0,0,0,0,0,0,0,37,17,
630102324,0,0,0,0,0,0,0,0,0,0,0,6,29,12,
630102325,0,0,0,0,0,0,0,0,0,0,0,3,31,15,
630102326,0,0,0,0,0,0,0,0,0,0,0,6,31,18,
630102327,0,0,0,0,0,0,0,0,0,0,0,9,24,12,
630102328,0,0,0,0,0,0,0,0,0,0,0,1,27,19,
630102329,0,0,0,0,0,0,0,0,0,0,0,3,32,19,
630102330,0,0,0,0,0,0,0,0,0,0,0,3,31,15,
630102331,0,0,0,0,0,0,0,0,0,0,0,8,28,16,
630102332,0,0,0,0,0,0,0,0,0,0,0,6,26,13,
630102333,0,0,0,0,0,0,0,0,0,0,0,5,22,17,
630102334,0,0,0,0,0,0,0,0,0,0,0,4,20,23,
630102335,0,0,0,0,0,0,0,0,0,0,0,4,42,14,1,
630102336,0,0,0,0,0,0,0,0,0,0,0,6,37,23,
630102337,0,0,0,0,0,0,0,0,0,0,0,4,30,18,
630102338,0,0,0,0,0,0,0,0,0,0,0,6,30,14,
630102339,0,0,0,0,0,0,0,0,0,0,0,3,31,10,
630102340,0,0,0,0,0,0,0,0,0,0,0,2,22,14,
630102341,0,0,0,0,0,0,0,0,0,0,0,5,28,18,
630102342,0,0,0,0,0,0,0,0,0,0,0,0,23,22,
630102401,0,0,0,0,0,0,0,0,0,0,0,4,36,13,
630102402,0,0,0,0,0,0,0,0,0,0,1,7,21,11,
630102403,0,0,0,0,0,0,0,0,0,0,1,6,35,13,
630102404,0,0,0,0,0,0,0,0,0,0,0,12,39,23,
630102405,0,0,0,0,0,0,0,0,0,0,1,3,22,23,
630102406,0,0,0,0,0,0,0,0,0,0,0,7,32,13,
630102407,0,0,0,0,0,0,0,0,0,0,1,5,17,10,
630102501,0,0,0,0,0,0,0,0,0,0,0,12,27,21,
630102502,0,0,0,0,0,0,0,0,0,0,0,5,32,18,1,
630102503,0,0,0,0,0,0,0,0,0,0,0,8,22,19,
630102504,0,0,0,0,0,0,0,0,0,0,0,6,32,12,
630102505,0,0,0,0,0,0,0,0,0,0,0,5,36,25,
630102506,0,0,0,0,0,0,0,0,0,0,0,7,30,15,
630102507,0,0,0,0,0,0,0,0,0,0,0,9,33,20,
630102508,0,0,0,0,0,0,0,0,0,0,0,3,27,13,
630102509,0,0,0,0,0,0,0,0,0,0,0,5,36,15,
630102510,0,0,0,0,0,0,0,0,0,0,0,5,31,10,
630102511,0,0,0,0,0,0,0,0,0,0,0,8,31,12,
630102512,0,0,0,0,0,0,0,0,0,0,0,6,31,14,
630102513,0,0,0,0,0,0,0,0,0,0,0,7,29,21,
630102601,0,0,0,0,0,0,0,0,0,0,0,6,27,15,
630102701,0,0,0,0,0,0,0,0,0,0,0,3,25,24,
630102702,0,0,0,0,0,0,0,0,0,0,0,2,31,20,
630102703,0,0,0,0,0,0,0,0,0,0,0,0,25,27,
630102704,0,0,0,0,0,0,0,0,0,0,1,4,24,24,
630102705,0,0,0,0,0,0,0,0,0,0,0,9,35,13,
630102706,0,0,0,0,0,0,0,0,0,0,3,7,28,15,
630102707,0,0,0,0,0,0,0,0,0,0,0,5,38,19,
630102708,0,0,0,0,0,0,0,0,0,0,0,5,36,17,
630102709,0,0,0,0,0,0,0,0,0,0,0,7,34,17,
630102710,0,0,0,0,0,0,0,0,0,0,0,4,39,20,2,
630102901,0,0,0,0,0,0,0,0,0,0,0,4,35,10,
632523101,0,0,0,0,0,0,0,0,0,0,0,1,33,11,
632523102,0,0,0,0,0,0,0,0,0,0,0,6,23,11,
632523103,0,0,0,0,0,0,0,0,0,0,0,0,26,6,
632523104,0,0,0,0,0,0,0,0,0,0,0,8,27,15,
632523105,0,0,0,0,0,0,0,0,0,0,0,1,34,13,
632523106,0,0,0,0,0,0,0,0,0,0,0,3,28,14,
632523107,0,0,0,0,0,0,0,0,0,0,4,2,27,17,
632523108,0,0,0,0,0,0,0,0,0,0,0,6,35,16,
632523109,0,0,0,0,0,0,0,0,0,0,0,1,32,17,
632523110,0,0,0,0,0,0,0,0,0,0,0,3,32,20,
632523111,0,0,0,0,0,0,0,0,0,0,0,3,24,14,
632523112,0,0,0,0,0,0,0,0,0,0,0,2,25,7,
632523113,0,0,0,0,0,0,0,0,0,0,0,3,35,20,
632523114,0,0,0,0,0,0,0,0,0,0,0,1,32,20,1,
632523115,0,0,0,0,0,0,0,0,0,0,0,5,26,19,
632523116,0,0,0,0,0,0,0,0,0,0,0,7,24,19,
632523117,0,0,0,0,0,0,0,0,0,0,0,1,26,18,
632523118,0,0,0,0,0,0,0,0,0,0,0,2,17,22,
632523119,0,0,0,0,0,0,0,0,0,0,0,9,26,21,
632523120,0,0,0,0,0,0,0,0,0,0,0,8,21,9,
632523121,0,0,0,0,0,0,0,0,0,0,0,5,27,17,
632523122,0,0,0,0,0,0,0,0,0,0,1,10,20,17,
632523123,0,0,0,0,0,0,0,0,0,0,0,5,25,16,
632523124,0,0,0,0,0,0,0,0,0,0,0,5,20,15,
632523125,0,0,0,0,0,0,0,0,0,0,0,2,22,15,
632523126,0,0,0,0,0,0,0,0,0,0,0,10,29,23,
632523127,0,0,0,0,0,0,0,0,0,1,6,3,22,20,
632523128,0,0,0,0,0,0,0,0,0,0,0,9,19,13,
632523129,0,0,0,0,0,0,0,0,0,0,0,3,31,15,
632523130,0,0,0,0,0,0,0,0,0,0,0,10,23,21,
632523131,0,0,0,0,0,0,0,0,0,0,0,0,33,20,
632523132,0,0,0,0,0,0,0,0,0,0,0,5,34,17,
632523133,0,0,0,0,0,0,0,0,0,0,0,4,28,12,
632523134,0,0,0,0,0,0,0,0,0,0,0,8,30,14,
632523135,0,0,0,0,0,0,0,0,0,0,0,3,24,14,
632523136,0,0,0,0,0,0,0,0,0,0,0,5,21,18,
632523137,0,0,0,0,0,0,0,0,0,6,1,4,23,19,
632523138,0,0,0,0,0,0,0,0,0,0,0,6,25,23,
632523139,0,0,0,0,0,0,0,0,0,0,2,5,28,19,
632523140,0,0,0,0,0,0,0,0,0,0,0,4,33,13,
632523141,0,0,0,0,0,0,0,0,0,0,2,3,16,15,
632523142,0,0,0,0,0,0,0,0,0,0,0,5,22,23,
632523143,0,0,0,0,0,0,0,0,0,0,0,4,36,20,
632523144,0,0,0,0,0,0,0,0,0,0,0,5,20,21,
632523145,0,0,0,0,0,0,0,0,0,0,0,7,25,16,
632523146,0,0,0,0,0,0,0,0,0,0,0,3,20,22,
632523147,0,0,0,0,0,0,0,0,0,0,0,3,27,21,
632523148,0,0,0,0,0,0,0,0,0,0,1,2,20,15,
632523149,0,0,0,0,0,0,0,0,0,0,0,8,15,14,
632523150,0,0,0,0,0,0,0,0,0,0,0,6,31,28,
632523151,0,0,0,0,0,0,0,0,0,0,0,3,21,13,
632523152,0,0,0,0,0,0,0,0,0,0,0,7,32,14,
632523153,0,0,0,0,0,0,0,0,0,0,0,12,24,9,
632523154,0,0,0,0,0,0,0,0,0,0,0,5,26,11,
632523155,0,0,0,0,0,0,0,0,0,0,0,4,34,17,
632523156,0,0,0,0,0,0,0,0,0,0,0,7,19,18,
632523157,0,0,0,0,0,0,0,0,0,0,0,8,23,11,
632523158,0,0,0,0,0,0,0,0,0,0,0,8,37,14,
632523159,0,0,0,0,0,0,0,0,0,0,0,4,35,10,
632523160,0,0,0,0,0,0,0,0,0,0,0,2,40,10,
632523161,0,0,0,0,0,0,0,0,0,0,0,6,22,16,
