,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,0,2,2,1,1,2,0,1,0,0,2,0,1,2,0,0,0,0,1,0,0,0,0,2,1,4,5,19,4,
630102301,0,0,2,1,1,1,1,0,0,0,0,1,1,0,1,2,0,0,2,2,0,1,0,5,0,1,4,21,6,
630102302,0,2,0,1,0,1,1,0,0,1,0,1,1,0,0,2,0,0,1,0,0,1,1,3,1,0,6,14,3,
630102303,0,2,1,1,1,0,0,1,0,0,1,2,2,3,0,0,0,1,1,1,1,0,1,4,4,1,8,22,3,
630102304,0,1,0,1,0,0,1,2,0,0,0,1,2,6,1,0,0,1,0,1,0,1,0,1,1,0,2,21,5,
630102305,0,2,0,0,3,1,0,0,0,1,0,1,3,4,1,0,1,0,3,0,0,1,0,6,1,1,8,18,3,
630102306,0,0,0,2,1,1,0,1,0,0,1,1,0,4,1,0,0,2,0,0,0,2,1,1,3,2,4,15,3,
630102307,0,1,1,3,0,2,0,1,1,1,0,1,1,1,0,2,2,1,1,0,0,1,0,3,3,2,10,24,3,
630102308,0,1,0,0,0,2,0,2,0,0,4,0,1,2,2,1,0,1,0,0,0,3,0,2,3,0,5,20,5,
630102309,0,0,0,1,0,0,1,1,0,0,2,1,1,2,0,0,1,0,0,0,0,1,3,3,0,0,5,26,6,
630102310,0,2,1,2,3,2,0,1,0,1,2,4,1,0,0,1,0,0,0,1,0,0,0,0,0,0,5,19,2,
630102311,0,0,1,0,1,1,0,0,0,0,0,0,2,2,0,1,0,1,0,0,1,3,0,3,4,0,4,20,3,
630102312,0,1,0,1,4,2,0,1,1,0,1,1,0,2,0,0,1,1,0,0,3,0,0,1,2,1,8,20,1,
630102313,1,1,1,2,2,0,0,0,0,0,0,0,1,4,1,3,1,2,0,0,0,1,0,1,2,1,6,14,1,
630102314,0,0,1,1,2,0,0,1,0,2,2,2,1,1,0,0,2,3,1,0,0,1,0,4,3,1,6,22,7,
630102315,0,0,2,1,2,1,0,0,1,0,1,0,2,0,0,0,0,1,0,1,1,2,0,2,3,1,7,15,7,
630102316,0,1,1,3,0,1,1,2,0,0,0,2,1,4,0,1,0,0,0,1,0,1,0,5,0,1,6,15,4,
630102317,2,0,0,2,0,1,0,1,2,0,1,1,0,3,0,2,0,0,0,2,1,0,0,2,1,0,6,17,3,
630102318,0,0,0,2,0,0,1,1,0,1,2,2,2,2,0,0,0,4,0,1,1,1,0,2,3,1,5,14,2,
630102319,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,2,0,1,0,0,0,0,0,1,2,1,8,23,2,
630102320,0,0,2,1,1,1,0,0,0,0,0,1,2,1,1,3,0,2,0,0,1,3,1,1,4,0,9,24,3,
630102321,0,0,0,1,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,0,3,0,4,4,0,2,20,3,
630102322,0,0,0,2,0,0,1,1,0,2,0,0,1,1,0,1,1,1,1,1,3,0,0,2,3,0,6,19,3,
630102323,0,3,3,0,1,0,0,2,0,0,1,1,0,0,1,0,1,1,0,2,1,0,2,3,0,0,4,25,4,
630102324,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,2,2,0,5,13,7,
630102325,0,0,0,1,1,0,1,1,1,0,1,0,0,3,0,0,0,0,0,0,1,1,2,4,0,0,5,20,3,
630102326,0,1,1,1,3,2,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,1,3,3,0,3,16,3,
630102327,0,0,0,1,4,0,1,0,0,0,1,2,1,1,1,1,0,0,0,1,0,1,0,2,2,0,7,20,
630102328,0,0,0,1,4,0,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,3,1,4,0,3,7,22,1,
630102329,0,0,0,3,0,1,0,4,1,1,0,0,0,1,0,0,1,1,1,1,0,2,1,1,0,1,9,15,2,
630102330,2,2,0,0,0,0,0,3,0,1,0,0,0,1,1,1,1,0,0,0,1,2,0,3,1,1,5,22,3,
630102331,0,1,0,0,0,0,0,2,0,1,0,3,3,1,1,0,0,1,0,0,1,1,1,3,0,1,5,22,1,
630102332,0,1,0,2,1,0,1,1,0,0,1,1,0,2,1,0,1,0,0,1,1,2,0,6,1,0,4,17,
630102333,0,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,4,2,1,6,21,6,
630102334,0,1,0,0,1,0,1,2,0,2,0,3,2,3,0,1,0,0,1,0,1,1,1,5,0,3,6,22,2,
630102335,0,0,0,0,0,1,0,0,0,1,2,1,1,2,0,1,1,0,0,2,0,2,1,4,0,0,6,17,7,
630102336,0,0,0,0,2,0,0,0,0,2,1,0,1,6,1,1,2,0,1,0,3,2,2,3,1,0,7,11,4,
630102337,0,0,2,2,0,2,0,0,1,3,3,0,2,1,1,1,0,0,0,0,1,0,0,2,0,2,5,21,1,
630102338,0,0,2,0,1,1,0,0,2,0,0,2,0,2,0,0,0,0,1,0,1,2,0,2,3,1,8,20,4,
630102339,0,0,2,0,0,0,1,2,1,0,1,1,2,2,0,2,1,0,1,2,1,0,1,4,1,0,5,15,6,
630102340,0,0,1,0,1,0,1,0,0,0,0,1,1,2,0,0,1,0,1,2,1,0,0,2,0,0,2,17,2,
630102341,1,0,0,2,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,2,0,1,0,3,1,1,3,23,1,
630102342,0,0,0,1,1,2,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,2,1,5,2,0,2,14,6,
630102401,0,0,0,2,0,2,0,1,1,1,2,0,1,0,0,0,1,0,2,0,1,0,0,3,0,1,6,21,3,
630102402,0,1,0,0,3,2,1,0,0,1,2,1,0,1,1,0,0,1,1,0,0,2,1,1,1,2,6,17,5,
630102403,0,2,1,1,1,1,1,2,1,0,2,1,1,0,0,0,2,0,2,1,1,0,0,3,0,1,6,18,6,
630102404,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,1,2,0,1,1,1,1,0,1,0,3,5,21,5,
630102405,0,2,1,2,0,2,0,0,0,0,0,0,1,2,0,0,0,1,1,0,0,2,0,3,0,0,5,13,4,
630102406,0,1,0,0,1,1,0,1,1,2,0,2,2,2,0,0,0,0,0,1,0,0,0,2,0,0,9,21,4,
630102407,1,0,2,0,2,1,0,0,1,1,2,2,4,1,1,0,2,1,0,2,0,0,1,3,4,0,9,23,4,
630102501,0,0,0,0,3,1,0,1,1,0,2,1,2,0,0,0,0,2,2,0,1,0,0,4,0,1,5,14,3,
630102502,0,1,0,0,3,2,0,2,0,1,1,2,2,1,0,2,1,1,1,1,0,2,0,3,0,0,9,14,2,
