,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,0,0,0,0,0,0,0,0,17,27,17,
630102301,0,0,0,0,0,0,0,0,15,27,20,
630102302,0,0,0,0,0,0,0,0,9,24,26,
630102303,0,0,0,0,0,0,0,0,12,27,19,
630102304,0,0,0,0,0,0,2,4,8,22,22,
630102305,0,0,0,0,0,0,0,0,13,27,10,
630102306,0,0,0,0,0,0,0,1,12,17,19,
630102307,0,0,0,0,0,0,0,0,9,26,18,
630102308,0,0,0,0,0,0,0,2,8,19,19,
630102309,0,0,0,0,0,0,0,1,15,45,14,
630102310,0,0,0,0,0,0,0,2,10,29,19,
630102311,0,0,0,0,0,0,0,0,15,24,12,
630102312,0,0,0,0,0,0,0,2,11,27,23,
630102313,0,0,0,0,0,0,0,2,11,23,23,
630102314,0,0,0,0,0,0,0,0,11,16,15,
630102315,0,0,0,0,0,0,0,1,8,29,21,
630102316,0,0,0,0,0,0,0,0,9,27,14,
630102317,0,0,0,0,0,0,0,0,11,32,14,
630102318,0,0,0,0,0,0,0,2,7,24,25,
630102319,0,0,0,0,0,0,0,0,9,27,8,
630102320,0,0,0,0,0,0,0,1,9,27,13,
630102321,0,0,0,0,0,0,0,2,9,24,22,
630102322,0,0,0,0,0,0,0,0,10,31,13,
630102323,0,0,0,0,0,0,0,0,10,26,14,
630102324,0,0,0,0,0,0,0,0,12,25,21,
630102325,0,0,0,0,0,0,0,0,1,19,27,
630102326,0,0,0,0,0,0,0,3,7,22,13,
630102327,0,0,0,0,0,0,0,1,15,15,19,
630102328,0,0,0,0,0,0,0,2,10,23,14,
630102329,0,0,0,0,0,0,0,0,14,31,17,
630102330,0,0,0,0,0,0,0,0,4,19,19,
630102331,0,0,0,0,0,0,0,0,8,33,27,
630102332,0,0,0,0,0,0,0,0,6,19,27,
630102333,0,0,0,0,0,0,0,0,18,18,16,
630102334,0,0,0,0,0,0,0,1,16,19,12,
630102335,0,0,0,0,0,0,0,0,10,33,28,
630102336,0,0,0,0,0,0,0,2,8,26,19,
630102337,0,0,0,0,0,0,0,0,16,27,20,
630102338,0,0,0,0,0,0,0,0,8,28,12,
630102339,0,0,0,0,0,0,0,0,9,36,25,
630102340,0,0,0,0,0,0,0,0,17,20,20,
630102341,0,0,0,0,0,0,0,4,8,21,24,
630102342,0,0,0,0,0,0,0,0,10,32,11,
630102401,0,0,0,0,0,0,0,0,13,24,18,
630102402,0,0,0,0,0,0,0,2,10,27,15,
630102403,0,0,0,0,0,0,0,0,12,16,23,
630102404,0,0,0,0,0,0,0,3,16,19,18,
