,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,0,0,0,0,0,0,0,0,0,5,9,28,11,
630102301,0,0,0,0,0,0,0,0,0,4,16,18,22,
630102302,0,0,0,0,0,0,0,0,0,4,9,21,21,
630102303,0,0,0,0,0,0,0,0,0,6,6,25,13,
630102304,0,0,0,0,0,0,0,0,0,5,13,19,11,
630102305,0,0,0,0,0,0,0,0,0,5,18,18,24,
630102306,0,0,0,0,0,0,0,0,0,2,8,23,16,
630102307,0,0,0,0,0,0,0,0,0,7,11,13,12,
630102308,0,0,0,0,0,0,0,0,0,3,14,24,20,
630102309,0,0,0,0,0,0,0,0,2,3,9,17,22,
630102310,0,0,0,0,0,0,0,0,0,4,7,26,20,
630102311,0,0,0,0,0,0,0,0,0,4,7,21,18,
630102312,0,0,0,0,0,0,0,0,0,6,6,20,16,
630102313,0,0,0,0,0,0,0,0,0,5,11,25,17,
630102314,0,0,0,0,0,0,0,0,0,9,12,20,17,
630102315,0,0,0,0,0,0,0,0,0,6,5,24,13,
630102316,0,0,0,0,0,0,0,0,0,5,9,17,13,
630102317,0,0,0,0,0,0,0,0,0,5,10,24,16,
630102318,0,0,0,0,0,0,0,0,0,6,8,25,20,
630102319,0,0,0,0,0,0,0,0,0,4,12,16,24,
630102320,0,0,0,0,0,0,0,0,0,10,12,22,13,
630102321,0,0,0,0,0,0,0,0,0,8,13,20,12,
630102322,0,0,0,0,0,0,0,0,0,6,15,15,18,
630102323,0,0,0,0,0,0,0,0,0,4,9,23,15,
630102324,0,0,0,0,0,0,0,0,0,8,10,22,10,
630102325,0,0,0,0,0,0,0,0,0,4,5,21,13,
630102326,0,0,0,0,0,0,0,0,0,14,8,23,10,
630102327,0,0,0,0,0,0,0,0,0,7,7,26,18,
630102328,0,0,0,0,0,0,0,0,0,4,12,28,18,
630102329,0,0,0,0,0,0,0,0,0,3,10,32,20,
630102330,0,0,0,0,0,0,0,0,0,3,8,17,21,
630102331,0,0,0,0,0,0,0,0,0,1,12,21,15,
630102332,0,0,0,0,0,0,0,0,0,4,6,25,18,
630102333,0,0,0,0,0,0,0,0,0,6,10,16,14,
630102334,0,0,0,0,0,0,0,0,0,7,10,24,18,
630102335,0,0,0,0,0,0,0,0,0,6,10,25,18,
630102336,0,0,0,0,0,0,0,0,0,7,8,23,20,
630102337,0,0,0,0,0,0,0,0,2,4,9,17,9,
630102338,0,0,0,0,0,0,0,0,0,7,7,36,18,
630102339,0,0,0,0,0,0,0,0,0,2,11,26,28,
