,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,0,0,0,0,11,14,16,1,
630102301,0,0,0,1,14,17,15,2,
630102302,0,0,0,2,10,17,14,1,
630102303,0,0,0,3,9,25,12,9,
630102304,0,0,0,0,16,24,19,3,
630102305,0,0,0,2,21,21,17,3,
630102306,0,0,0,0,15,19,14,4,
630102307,0,0,0,0,15,19,19,3,
630102308,0,0,0,1,17,15,14,2,
630102309,0,0,0,1,9,15,13,3,
630102310,0,0,0,2,17,12,9,3,
630102311,0,0,0,0,19,21,15,5,
630102312,0,0,0,1,8,26,15,4,
630102313,0,0,0,0,11,24,12,4,
630102314,0,0,0,0,13,10,22,1,
630102315,0,0,0,6,9,19,10,5,
630102316,0,0,0,2,11,26,10,4,
630102317,0,0,0,3,11,16,15,5,
630102318,0,0,0,2,17,13,16,4,
630102319,0,0,0,0,13,14,13,2,
630102320,0,0,0,0,20,15,14,3,
630102321,0,0,0,0,13,19,18,6,
630102322,0,0,0,1,16,25,11,7,
630102323,0,0,0,4,14,17,13,3,
630102324,0,0,2,1,12,22,14,2,
630102325,0,0,0,4,11,19,21,
630102326,0,0,0,0,11,19,14,5,
630102327,0,0,0,1,15,12,21,2,
630102328,0,0,0,6,9,19,8,5,
630102329,0,0,0,1,20,12,12,4,
630102330,0,0,0,2,19,18,10,4,
630102331,0,0,0,3,10,24,12,3,
630102332,0,0,0,6,13,24,16,4,
630102333,0,0,0,4,16,16,12,5,
630102334,0,0,0,3,9,16,13,4,
630102335,0,0,0,1,23,20,13,4,
630102336,0,0,0,1,17,20,15,2,
630102337,0,0,0,1,14,16,16,1,
630102338,0,0,0,0,23,22,19,6,
630102339,0,0,0,1,21,20,8,2,
630102340,0,0,0,2,12,20,20,6,
630102341,0,0,0,0,10,23,13,5,
630102342,0,0,0,1,13,19,11,5,
630102401,0,0,0,0,21,13,11,3,
630102402,0,0,0,6,10,12,14,4,
630102403,0,0,0,0,17,13,21,2,
630102404,0,0,0,2,5,23,22,3,
630102405,0,0,0,1,14,17,15,1,
630102406,0,0,0,0,17,12,11,6,
630102407,0,0,0,0,14,23,13,2,
630102501,0,0,0,0,13,14,20,1,
630102502,0,0,0,1,16,15,18,6,
630102503,0,0,0,2,15,22,12,5,
630102504,0,0,0,0,16,22,6,5,
630102505,0,0,0,0,16,11,13,2,
630102506,0,0,0,2,12,22,9,4,
630102507,0,0,0,4,10,20,22,2,
630102508,0,0,0,0,16,18,11,
630102509,0,0,0,0,16,15,14,2,
630102510,0,0,0,0,12,24,13,5,
630102511,0,0,0,0,12,24,15,2,
630102512,0,0,0,0,14,21,14,6,
630102513,0,0,0,0,12,21,10,5,
630102601,0,0,0,0,13,18,11,
630102701,0,0,0,0,10,13,18,3,
630102702,0,0,0,2,12,22,15,3,
630102703,0,0,1,2,12,21,13,4,
630102704,0,0,0,1,11,21,12,4,
630102705,0,0,0,1,19,19,15,2,
630102706,0,0,0,0,11,15,8,4,
630102707,0,0,0,1,8,14,17,1,
630102708,0,0,0,1,7,17,12,5,
630102709,0,0,0,1,11,24,20,
630102710,0,0,0,1,14,25,10,4,
630102901,0,0,0,1,13,25,19,2,
632523101,0,0,0,3,14,9,12,5,
632523102,0,0,0,2,16,22,15,2,
632523103,0,0,0,1,20,15,11,3,
632523104,0,0,0,0,20,17,10,3,
632523105,0,0,0,1,15,21,7,3,
632523106,0,0,0,0,14,28,16,
632523107,0,0,0,6,15,18,12,2,
632523108,0,0,0,4,15,17,7,2,
632523109,0,0,0,2,6,14,15,10,
632523110,0,0,0,0,18,13,15,2,
632523111,0,0,0,0,12,16,15,1,
632523112,0,0,0,0,13,19,16,5,
632523113,0,0,0,4,11,13,15,5,
632523114,0,0,0,2,16,15,19,
632523115,0,0,0,5,16,9,17,1,
632523116,0,0,0,0,6,24,18,5,
632523117,0,0,0,3,6,14,16,1,
632523118,0,0,0,4,11,21,6,3,
632523119,0,0,0,0,16,25,13,2,
632523120,0,0,0,3,16,23,9,3,
632523121,0,0,0,3,17,16,19,5,
632523122,0,0,0,0,15,17,14,4,
632523123,0,0,0,0,19,12,9,1,
632523124,0,0,0,0,7,23,8,4,
632523125,0,0,0,5,13,15,8,6,
632523126,0,0,0,0,12,23,18,2,
632523127,0,0,0,6,13,19,15,1,
632523128,0,0,0,5,11,14,11,2,
632523129,0,0,0,3,7,18,11,2,
632523130,0,0,2,5,7,16,17,3,
632523131,0,0,0,2,12,20,19,3,
632523132,0,0,1,3,13,11,19,3,
632523133,0,0,0,6,9,13,11,2,
632523134,0,0,0,1,23,18,15,2,
632523135,0,0,0,2,14,13,20,
632523136,0,0,0,2,17,14,16,
632523137,0,0,0,0,16,21,16,3,
632523138,0,0,0,2,13,13,13,4,
632523139,0,0,0,2,22,18,9,2,
632523140,0,0,1,5,12,19,17,2,
632523141,0,0,0,3,9,23,10,
632523142,0,0,0,0,14,20,9,3,
632523143,0,0,0,2,11,19,15,1,
632523144,0,0,0,2,9,22,9,5,
632523145,0,0,0,2,7,18,5,2,
632523146,0,0,0,1,10,20,15,4,
632523147,0,0,0,3,18,13,21,4,
632523148,0,0,0,0,19,11,19,2,
632523149,0,0,0,4,8,25,17,3,
632523150,0,0,0,0,14,23,14,
632523151,0,0,0,0,14,17,11,
632523152,0,0,0,0,26,15,22,5,
632523153,0,0,0,2,13,16,18,6,
632523154,0,0,0,4,13,18,12,2,
632523155,0,0,0,3,12,17,16,4,
632523156,0,0,0,1,22,19,12,1,
632523157,0,0,0,2,10,11,10,2,
632523158,0,0,0,0,11,15,11,5,
632523159,0,0,0,1,26,11,13,3,
632523160,0,0,0,3,16,18,23,3,
632523161,0,0,0,7,22,13,17,4,
632523162,0,0,0,0,14,22,7,2,
632523163,0,0,0,2,12,26,6,3,
632523164,0,0,0,0,18,17,19,5,
632523165,0,0,0,2,14,15,31,
632523166,0,0,2,3,15,18,18,2,
632523167,0,0,0,1,18,18,17,1,
632523168,0,0,0,1,9,17,11,1,
632523169,0,0,0,0,15,20,20,5,
632523170,0,0,0,0,16,15,16,5,
632523171,0,0,0,2,11,6,19,1,
632523172,0,0,0,0,12,16,13,1,
632523173,0,0,0,2,16,18,16,2,
632523174,0,0,0,0,13,15,14,3,
632523175,0,0,0,0,11,18,11,3,
632523176,0,0,0,2,9,23,7,2,
632523177,0,0,0,2,11,12,13,3,
