,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,11,9,2,
630102301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,8,9,1,
630102302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,18,8,7,
630102303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,11,10,4,
630102304,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,21,13,3,4,
630102305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22,15,11,2,
630102306,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,15,8,6,1,
630102307,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,11,8,10,1,
630102308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,8,9,2,
630102309,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,19,10,7,2,
630102310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,6,12,1,
630102311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,7,14,3,
630102312,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,14,10,2,
630102313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,8,11,3,
630102314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,7,11,1,
630102315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,13,11,2,
630102316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,11,9,4,
630102317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,6,10,2,
630102318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,13,7,3,
630102319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,8,6,2,
630102320,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,14,10,5,4,
630102321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,9,7,1,
630102322,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,8,5,3,
630102323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,11,8,2,
630102324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,7,15,2,
630102325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,3,5,5,
630102326,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,15,13,8,
630102327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,16,9,5,
630102328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,6,3,3,
630102329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,9,13,1,
630102330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,7,9,2,
630102331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,7,5,3,
630102332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,10,2,
630102333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,8,11,3,
630102334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,21,9,8,8,
630102335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,8,7,2,
630102336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,15,9,1,
630102337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,12,5,3,
630102338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,7,5,3,
630102339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,10,5,1,
630102340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,11,8,1,
630102341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,14,5,1,
630102342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,6,6,3,
630102401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,12,6,4,
630102402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,8,5,4,
630102403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,14,6,4,
630102404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,10,11,1,
630102405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,14,12,2,
630102406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,11,2,
630102407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,9,12,2,
630102501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,13,14,
630102502,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,22,7,4,4,
630102503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,21,11,7,1,
630102504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,5,11,2,
630102505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,5,7,2,
630102506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,12,9,3,
630102507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,10,7,2,
630102508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,5,7,4,
630102509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,7,8,4,
630102510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,7,4,2,
630102511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,10,7,1,
630102512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,10,9,2,
630102513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,9,
630102601,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,11,9,7,6,
630102701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,10,3,1,
630102702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,6,9,1,
630102703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,9,5,1,
630102704,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,22,13,13,5,
630102705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,9,14,1,
630102706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,11,6,3,
630102707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,16,11,1,
630102708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,12,8,4,
630102709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,5,5,3,
630102710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,8,7,
630102901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27,2,7,2,
632523101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,9,7,2,
632523102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16,5,8,
632523103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,14,6,4,
632523104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,7,2,
632523105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,12,8,6,
632523106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,11,11,1,
632523107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,11,3,4,
632523108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,9,8,4,
632523109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,12,11,
632523110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,11,12,3,
632523111,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,19,5,17,5,
632523112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,16,14,9,1,
632523113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,22,10,9,4,
632523114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,6,8,1,
632523115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,8,8,4,
632523116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,14,8,2,
632523117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,11,7,3,
632523118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,7,5,
632523119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,8,11,2,
