,="["&(COLUMN(B1)-2)*10&".."&(COLUMN(B1)-1)*10&")"
630102001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,16,8,18,21,26,12,2,
630102301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,11,17,17,14,19,1,
630102302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,6,19,24,19,21,7,
630102303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,16,13,29,26,14,5,
630102304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,16,24,17,26,20,2,
630102305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,7,22,24,16,23,2,
630102306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,8,19,22,20,15,3,
630102307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,6,33,18,23,23,4,
630102308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,20,10,25,26,20,2,
630102309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,9,18,35,16,18,
630102310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,15,19,29,19,12,1,
630102311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,14,11,21,17,15,1,
630102312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,13,30,28,21,15,3,
630102313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,26,16,26,21,2,
630102314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,12,14,20,22,17,3,
630102315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,9,25,12,18,17,2,
630102316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,9,19,23,21,21,3,
630102317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,6,20,31,32,15,3,
630102318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,10,29,13,18,18,1,
630102319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,15,19,22,26,9,4,
630102320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,13,19,16,21,26,1,
630102321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,14,21,24,20,12,
630102322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,8,27,21,19,18,3,
630102323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,12,17,17,18,15,
630102324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,12,16,16,18,19,4,
630102325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,11,21,20,17,16,1,
630102326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,11,12,27,22,18,2,
630102327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,10,19,29,17,10,1,
630102328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,17,21,17,14,21,2,
630102329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,9,22,22,13,28,2,
630102330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,9,21,17,21,16,3,
630102331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,6,14,13,18,15,18,4,
630102332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,12,16,24,23,
630102333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,10,17,17,20,18,3,
630102334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,17,20,33,18,15,4,
630102335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,8,19,26,15,14,
630102336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,5,18,26,18,13,
630102337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,7,26,27,14,15,1,
630102338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,15,21,16,18,19,1,
